Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F08726 355.549 68.267 8.33e-17 6.86e-17 4.69e-17 13.0 -518.23 197670.34220532322 FrontC02
F08737 355.571 68.604 8.19e-17 3.51e-17 4.08e-17 16.65 -518.06 197605.70342205322 FrontC02
F08724 355.579 68.142 6.52e-17 4.96e-17 3.38e-17 24.23 -518.06 197605.70342205322 FrontC02
F08746 355.603 68.315 7.66e-17 5.53e-17 4.23e-17 15.48 -518.19 197655.13307984793 FrontC02
F08752 355.604 68.355 9e-17 4.24e-17 3.08e-17 22.32 -518.3 197696.95817490495 FrontC02
F08730 355.605 68.251 7.22e-17 5.37e-17 3.28e-17 21.53 -517.99 197579.0874524715 FrontC02
F08748 355.608 68.584 6.95e-17 6.21e-17 3.51e-17 29.47 -518.22 197666.5399239544 FrontC02
F08751 355.625 68.419 4.44e-17 3.92e-17 2.39e-17 15.33 -518.19 197655.13307984793 FrontC02
F08722 355.63 68.354 7.74e-17 5.19e-17 2.73e-17 28.64 -518.21 197662.7376425856 FrontC02
F08725 355.634 68.433 6.35e-17 4.32e-17 3.04e-17 19.07 -518.16 197643.72623574146 FrontC02
F08714 355.64 68.475 7.39e-17 6.04e-17 3.96e-17 30.22 -517.99 197579.0874524715 FrontC02
F08717 355.643 68.278 7.92e-17 5.79e-17 3.6e-17 17.41 -518.1 197620.91254752854 FrontC02
F08716 355.644 68.274 9.04e-17 5.73e-17 3.6e-17 18.79 -518.16 197643.72623574146 FrontC02
F08738 355.653 68.353 8.13e-17 6.18e-17 4.01e-17 29.64 -518.26 197681.74904942967 FrontC02
F08734 355.487 68.27 7.12e-17 4.82e-17 3.18e-17 18.15 -518.25 197677.94676806085 FrontC02
F08747 355.495 68.595 6.87e-17 6.09e-17 3.13e-17 15.33 -518.18 197651.3307984791 FrontC02
F08720 355.501 68.567 4.87e-17 3.24e-17 1.97e-17 19.84 -518.0 197582.8897338403 FrontC02
F08723 356.125 68.046 7.7e-17 4.56e-17 3.5e-17 30.28 -518.18 197651.3307984791 FrontC02
F08736 356.45 68.492 5.5e-17 4.11e-17 2.84e-17 22.19 -518.13 197632.31939163498 FrontC02
