Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F02620 220.433 134.53 5.91e-17 7e-17 3.19e-17 17.84 -518.21 197662.7376425856 BackF06
F02615 220.451 134.322 9.5e-17 5.71e-17 2.78e-17 23.59 -518.32 197704.5627376426 BackF06
F02616 220.594 134.201 1.06e-16 5.11e-17 3.82e-17 20.29 -518.32 197704.5627376426 BackF06
F02617 220.601 134.264 7.07e-17 4.34e-17 2.02e-17 18.23 -518.15 197639.92395437264 BackF06
F02610 220.646 133.982 9.26e-17 6.24e-17 4.19e-17 14.13 -518.24 197674.14448669204 BackF06
F02605 220.653 134.052 8.07e-17 4.77e-17 2.49e-17 10.51 -518.21 197662.7376425856 BackF06
F02606 220.737 134.348 5.29e-17 3.63e-17 4.05e-17 24.54 -518.28 197689.3536121673 BackF06
F02602 220.747 134.34 4.88e-17 3.94e-17 3.67e-17 30.86 -518.35 197715.9695817491 BackF06
F02601 220.748 134.36 6.26e-17 3.26e-17 3.85e-17 25.93 -518.31 197700.76045627377 BackF06
F02618 220.756 134.362 6.57e-17 2.48e-17 3.14e-17 18.27 -518.29 197693.1558935361 BackF06
F02613 220.757 134.334 1.1e-16 4.7e-17 3.73e-17 28.35 -518.32 197704.5627376426 BackF06
F02614 220.782 134.339 4.83e-17 5.3e-17 2.87e-17 25.99 -518.3 197696.95817490495 BackF06
F02604 220.792 134.399 7.79e-17 4.86e-17 3.87e-17 21.16 -518.27 197685.55133079848 BackF06
F02609 220.807 134.306 9.95e-17 4.34e-17 3.96e-17 9.43 -518.51 197776.8060836502 BackF06
F02619 220.818 134.639 6.89e-17 6.49e-17 3.24e-17 30.55 -518.39 197731.17870722435 BackF06
F02603 220.862 134.235 6.6e-17 6.82e-17 4.14e-17 29.09 -518.31 197700.76045627377 BackF06
F02612 220.924 134.249 9.69e-17 6.27e-17 3.03e-17 23.77 -518.32 197704.5627376426 BackF06
F02611 220.946 134.9 4.49e-17 6.19e-17 2.88e-17 42.78 -518.19 197655.13307984793 BackF06
F02608 221.112 134.378 6.2e-17 5.63e-17 2.42e-17 19.69 -518.32 197704.5627376426 BackF06
