Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F11942 195.935 103.218 5.43e-17 5.27e-17 3.19e-17 22.46 -537.87 205138.02281368824 BackE04
F11949 196.002 103.322 6.43e-17 3.81e-17 3.09e-17 13.2 -537.94 205164.63878327 BackE04
F11948 196.003 103.784 5.05e-17 5.35e-17 2.42e-17 13.3 -537.94 205164.63878327 BackE04
F11958 196.119 103.735 8.18e-17 5.95e-17 2.62e-17 14.35 -537.79 205107.60456273763 BackE04
F11955 196.24 103.325 6.31e-17 4.42e-17 2.52e-17 25.83 -537.65 205054.37262357416 BackE04
F11947 196.251 103.729 7.33e-17 4.47e-17 2.8e-17 22.81 -537.97 205176.04562737644 BackE04
F11952 196.255 103.534 4.48e-17 3.86e-17 2.57e-17 28.16 -537.8 205111.40684410647 BackE04
F11946 196.262 103.457 8.04e-17 6.38e-17 4.26e-17 15.63 -537.83 205122.81368821295 BackE04
F11956 196.267 103.442 6.74e-17 5.07e-17 2.48e-17 19.78 -537.9 205149.42965779468 BackE04
F11943 196.272 103.468 7.1e-17 4.12e-17 2.68e-17 12.33 -537.85 205130.4182509506 BackE04
F11950 196.273 103.484 6.96e-17 4.88e-17 3.35e-17 22.54 -537.71 205077.1863117871 BackE04
F11954 196.285 103.428 9.53e-17 6e-17 3.93e-17 15.35 -537.87 205138.02281368824 BackE04
F11959 196.297 103.14 5.79e-17 3.23e-17 1.9e-17 24.23 -538.0 205187.45247148292 BackE04
F11957 196.306 103.509 5.81e-17 3.75e-17 2.28e-17 21.86 -537.88 205141.82509505705 BackE04
F11944 196.314 103.476 9.32e-17 5.65e-17 3.52e-17 21.62 -537.83 205122.81368821295 BackE04
F11945 196.414 103.476 5.27e-17 3.75e-17 2.68e-17 18.16 -537.82 205119.01140684413 BackE04
F11951 196.464 104.036 5.77e-17 3.51e-17 3.02e-17 11.51 -537.6 205035.36121673006 BackE04
F11953 196.51 103.996 7.34e-17 6.92e-17 2.7e-17 32.83 -537.66 205058.17490494298 BackE04
