Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F10354 68.868 97.97 1.8e-17 1.44e-17 9.11e-18 9.11 -1028.14 391552.4714828898 RightB04
F10366 68.876 97.773 2.34e-17 1.65e-17 1.02e-17 10.57 -1028.15 391556.2737642586 RightB04
F10368 68.894 97.701 2.21e-17 1.6e-17 8.28e-18 5.98 -1028.22 391582.8897338403 RightB04
F10369 68.932 97.701 1.28e-17 1.02e-17 6.8e-18 8.06 -1028.15 391556.2737642586 RightB04
F10351 68.944 97.935 2.51e-17 1.56e-17 7.99e-18 12.38 -1028.08 391529.6577946768 RightB04
F10364 69.007 97.944 1.58e-17 1.48e-17 7.13e-18 8.55 -1028.14 391552.4714828898 RightB04
F10375 69.05 98.288 1.64e-17 1.33e-17 9.66e-18 9.19 -1028.11 391541.0646387832 RightB04
F10365 69.062 97.988 2.07e-17 1.6e-17 6.83e-18 12.48 -1028.39 391647.52851711033 RightB04
F10356 69.066 98.097 1.51e-17 1.28e-17 6.14e-18 13.43 -1028.19 391571.48288973386 RightB04
F10374 69.075 97.633 2.24e-17 1.53e-17 9.15e-18 13.81 -1028.19 391571.48288973386 RightB04
F10378 69.104 97.854 1.54e-17 1.24e-17 7.33e-18 12.71 -1028.3 391613.3079847909 RightB04
F10371 69.108 97.871 1.8e-17 1.25e-17 1.26e-17 5.16 -1028.18 391567.68060836504 RightB04
F10381 69.128 97.889 1.85e-17 1.34e-17 8.94e-18 13.82 -1028.19 391571.48288973386 RightB04
F10352 69.129 97.736 2.08e-17 1.69e-17 9.22e-18 13.23 -1028.27 391601.90114068444 RightB04
F10367 69.137 97.891 1.58e-17 1.24e-17 7.45e-18 13.01 -1028.17 391563.87832699623 RightB04
F10357 69.14 97.862 1.74e-17 1.12e-17 8.35e-18 8.69 -1028.12 391544.86692015204 RightB04
F10377 69.14 97.89 2.32e-17 1.52e-17 8.02e-18 12.0 -1028.4 391651.33079847915 RightB04
F10372 69.142 97.905 1.83e-17 1.55e-17 1.05e-17 15.23 -1028.2 391575.2851711027 RightB04
F10370 69.146 97.83 2.26e-17 1.69e-17 1.28e-17 10.44 -1028.08 391529.6577946768 RightB04
F10359 69.147 97.904 1.54e-17 1.73e-17 7.05e-18 8.78 -1027.99 391495.43726235745 RightB04
F10380 69.158 97.877 2.08e-17 1.32e-17 9.14e-18 13.69 -1028.31 391617.1102661597 RightB04
F10360 69.158 97.906 1.68e-17 1.01e-17 9.08e-18 10.62 -1027.94 391476.4258555134 RightB04
F10373 69.184 97.938 1.46e-17 1.33e-17 6.93e-18 15.47 -1028.34 391628.51711026614 RightB04
F10355 69.196 98.065 2.22e-17 1.44e-17 1.08e-17 12.11 -1027.88 391453.6121673004 RightB04
F10376 69.199 97.877 1.77e-17 1e-17 8.3e-18 13.59 -1028.16 391560.0760456274 RightB04
F10379 69.22 97.905 1.89e-17 1.44e-17 9.18e-18 16.74 -1028.23 391586.6920152092 RightB04
F10363 69.238 97.926 2.01e-17 2.01e-17 7.47e-18 7.69 -1028.13 391548.66920152097 RightB04
F10362 69.255 97.819 1.78e-17 1.2e-17 6.09e-18 19.81 -1028.14 391552.4714828898 RightB04
F10358 69.272 97.721 1.88e-17 1.4e-17 7.69e-18 10.27 -1028.19 391571.48288973386 RightB04
