Name Equatorial Polar BlueFlux GreenFlux RedFlux Size RadialVelocity Distance Location
F07157 310.055 108.72 2.8e-17 1.72e-17 1.17e-17 17.65 -932.24 355088.59315589356 LeftF05
F07150 310.1 108.289 2.13e-17 1.84e-17 1.3e-17 10.14 -932.1 355035.3612167301 LeftF05
F07156 310.102 108.362 1.79e-17 1.33e-17 1.31e-17 13.36 -932.08 355027.7566539924 LeftF05
F07149 310.258 108.441 1.99e-17 1.75e-17 7.56e-18 15.95 -932.14 355050.57034220535 LeftF05
F07148 310.269 108.456 2.22e-17 1.29e-17 9.37e-18 9.2 -932.1 355035.3612167301 LeftF05
F07146 310.272 108.444 3.29e-17 1.11e-17 9.88e-18 8.59 -932.03 355008.74524714827 LeftF05
F07144 310.274 108.433 1.76e-17 1.54e-17 1.28e-17 14.45 -932.22 355080.9885931559 LeftF05
F07140 310.275 108.469 3.09e-17 1.99e-17 1.6e-17 8.95 -932.31 355115.20912547526 LeftF05
F07155 310.276 108.448 2.28e-17 1.96e-17 1.11e-17 17.45 -931.97 354985.9315589354 LeftF05
F07147 310.28 108.419 1.52e-17 1.52e-17 6.68e-18 8.87 -931.73 354894.67680608365 LeftF05
F07141 310.296 108.458 2.66e-17 2.23e-17 1.63e-17 13.34 -932.08 355027.7566539924 LeftF05
F07145 310.299 108.42 1.49e-17 1.16e-17 8.1e-18 9.24 -932.08 355027.7566539924 LeftF05
F07153 310.3 108.426 1.97e-17 1.45e-17 1.09e-17 5.46 -932.22 355080.9885931559 LeftF05
F07139 310.305 108.371 1.57e-17 1.26e-17 8.55e-18 15.46 -932.1 355035.3612167301 LeftF05
F07151 310.31 108.454 2.78e-17 1.98e-17 1.35e-17 14.41 -932.1 355035.3612167301 LeftF05
F07143 310.319 108.467 3.34e-17 1.98e-17 1.09e-17 11.68 -932.08 355027.7566539924 LeftF05
F07154 310.469 108.529 1.87e-17 1.25e-17 1e-17 10.07 -932.1 355035.3612167301 LeftF05
F07142 310.53 108.799 2.48e-17 1.52e-17 1.49e-17 9.51 -932.09 355031.5589353613 LeftF05
