name x y flux0 flux1 flux2 width rv
F00192 -21.904  20.699 7.28e-17 5.65e-17 3.89e-17 22.68 -438.47
F00181 -21.888  21.171 7.88e-17 6.50e-17 3.95e-17 34.25 -438.51
F00190 -21.810  21.594 1.07e-16 6.43e-17 5.04e-17 27.06 -438.45
F00191 -21.787  20.886 9.66e-17 7.31e-17 4.34e-17 33.69 -438.41
F00204 -21.777  20.834 1.19e-16 8.83e-17 5.23e-17 25.22 -438.44
F00193 -21.761  20.753 1.01e-16 6.69e-17 4.84e-17 15.24 -438.44
F00180 -21.691  21.040 9.81e-17 5.76e-17 4.11e-17 36.15 -438.36
F00198 -21.665  21.020 1.02e-16 7.64e-17 4.93e-17 29.63 -438.59
F00182 -21.579  21.137 7.91e-17 5.59e-17 3.70e-17 26.63 -438.56
F00208 -21.563  21.245 1.37e-16 7.34e-17 4.89e-17 32.75 -438.56
F00209 -21.563  20.837 1.05e-16 5.92e-17 4.83e-17 30.59 -438.50
F00186 -21.553  20.986 1.12e-16 8.05e-17 3.72e-17 38.47 -438.51
F00217 -21.496  20.872 8.30e-17 6.60e-17 4.12e-17 21.31 -438.40
F00213 -21.486  20.854 9.63e-17 6.86e-17 3.90e-17 23.53 -438.50
F00202 -21.482  20.766 1.16e-16 6.79e-17 5.01e-17 22.39 -438.58
F00177 -21.469  20.661 1.04e-16 8.86e-17 5.22e-17 30.99 -438.71
F00179 -21.466  20.867 8.90e-17 5.44e-17 4.10e-17 26.99 -438.56
F00212 -21.463  20.858 9.45e-17 6.92e-17 4.69e-17 20.43 -438.66
F00189 -21.463  20.859 9.62e-17 7.02e-17 4.47e-17 20.99 -438.37
F00195 -21.461  20.850 1.03e-16 6.38e-17 4.16e-17 24.94 -438.59
F00216 -21.457  20.854 1.59e-16 8.83e-17 5.97e-17 27.60 -438.54
F00184 -21.445  21.161 9.40e-17 5.81e-17 3.62e-17 15.94 -438.61
F00197 -21.445  20.834 1.27e-16 8.13e-17 5.82e-17 28.08 -438.50
F00185 -21.417  20.859 1.30e-16 9.62e-17 6.89e-17 37.74 -438.57
F00210 -21.411  20.837 1.11e-16 6.84e-17 5.18e-17 32.40 -438.66
F00201 -21.406  20.973 9.31e-17 5.96e-17 4.09e-17 16.82 -438.60
F00176 -21.404  20.809 9.85e-17 5.92e-17 4.51e-17 22.59 -438.48
F00188 -21.397  20.748 9.81e-17 7.27e-17 4.58e-17 30.14 -438.63
F03352 -21.388  26.555 1.63e-17 1.12e-17 8.21e-18 12.71 -1052.92
F00178 -21.376  20.731 1.10e-16 7.91e-17 4.36e-17 26.84 -438.73
F00187 -21.369  20.958 7.61e-17 5.15e-17 3.59e-17 25.34 -438.56
F00203 -21.346  20.699 1.22e-16 7.12e-17 6.14e-17 25.74 -438.68
F03351 -21.346  26.318 2.32e-17 1.54e-17 1.15e-17  8.07 -1053.00
F00211 -21.344  20.763 1.57e-16 9.01e-17 7.14e-17 13.47 -438.62
F00205 -21.343  20.742 1.12e-16 8.22e-17 4.54e-17 18.33 -438.55
F00215 -21.319  20.948 8.34e-17 7.42e-17 4.54e-17 24.38 -438.64
F03360 -21.317  26.500 1.60e-17 1.05e-17 6.74e-18 14.16 -1053.02
F03355 -21.261  26.745 1.90e-17 1.57e-17 8.50e-18 15.31 -1052.80
F03346 -21.260  26.581 1.76e-17 1.39e-17 8.10e-18 13.29 -1053.05
F03354 -21.255  26.660 1.61e-17 1.07e-17 6.98e-18 10.86 -1053.01
F03349 -21.248  26.548 2.42e-17 1.18e-17 1.01e-17 10.05 -1053.05
F03353 -21.247  26.538 1.77e-17 1.23e-17 7.61e-18 13.68 -1052.89
F03359 -21.244  26.543 1.62e-17 1.16e-17 6.79e-18 14.45 -1052.99
F03358 -21.241  26.580 2.21e-17 1.40e-17 9.78e-18 11.25 -1052.88
F03356 -21.241  26.560 1.58e-17 1.10e-17 6.92e-18 13.62 -1052.96
F00175 -21.217  20.822 9.85e-17 6.76e-17 4.12e-17 23.63 -438.58
F03347 -21.217  26.507 1.87e-17 1.30e-17 8.24e-18  8.69 -1053.13
F00194 -21.211  20.883 1.16e-16 8.01e-17 5.55e-17 25.81 -438.60
F00183 -21.199  20.678 7.91e-17 5.18e-17 4.10e-17 29.29 -438.79
F03350 -21.174  26.561 2.13e-17 1.42e-17 1.04e-17  8.74 -1053.07
F03357 -21.115  26.565 1.81e-17 1.17e-17 8.17e-18 11.19 -1053.05
F00200 -21.075  20.701 9.38e-17 7.95e-17 4.29e-17 18.41 -438.51
F00199 -21.032  20.483 1.07e-16 8.64e-17 4.91e-17 23.97 -438.60
F00214 -21.005  21.351 9.33e-17 6.98e-17 4.71e-17 31.63 -438.44
F00207 -20.948  20.354 1.33e-16 1.07e-16 6.05e-17 26.54 -438.53
F00196 -20.911  20.832 9.10e-17 7.29e-17 3.98e-17 32.01 -438.44
F00218 -20.866  20.805 8.36e-17 5.87e-17 3.83e-17 30.55 -438.60
F00206 -20.285  20.836 9.39e-17 8.09e-17 5.37e-17 24.52 -438.41
