name x y flux0 flux1 flux2 width rv
F03200 -29.847 -10.134 7.80e-17 6.03e-17 3.37e-17 24.07 -443.93
F03206 -29.353  -9.946 1.09e-16 7.49e-17 4.24e-17 25.69 -443.82
F03208 -29.264  -9.747 1.11e-16 8.17e-17 5.82e-17 17.90 -444.09
F03196 -29.226 -10.322 1.05e-16 5.70e-17 4.13e-17 26.97 -443.83
F03210 -29.224  -9.739 1.02e-16 6.49e-17 4.20e-17 23.93 -443.91
F03212 -29.216  -9.738 8.13e-17 5.80e-17 4.27e-17 23.51 -444.01
F03203 -29.213  -9.979 9.33e-17 7.18e-17 4.33e-17 28.18 -444.15
F03202 -29.212  -9.401 6.86e-17 5.52e-17 4.33e-17 21.24 -443.95
F03201 -29.205  -9.753 9.01e-17 8.03e-17 6.59e-17 33.00 -444.00
F03209 -29.198  -9.650 8.61e-17 7.96e-17 4.51e-17 24.35 -444.13
F03205 -29.183  -9.755 1.40e-16 1.03e-16 6.75e-17 25.78 -443.64
F03197 -29.157  -9.787 9.30e-17 7.01e-17 3.79e-17 32.40 -443.97
F03199 -29.121  -9.576 1.75e-16 1.19e-16 5.53e-17 19.83 -444.05
F03211 -29.098 -10.119 1.20e-16 7.37e-17 5.06e-17 32.46 -444.14
F03195 -29.093  -9.641 7.88e-17 5.25e-17 4.00e-17 21.61 -444.02
F03207 -29.078  -9.601 9.28e-17 7.54e-17 6.49e-17 21.23 -444.06
F03204 -28.828  -9.515 8.89e-17 8.87e-17 5.35e-17 19.96 -444.08
F03198 -28.792  -9.559 8.52e-17 5.24e-17 3.91e-17 32.54 -443.91
F04825 -25.653  -6.619 6.69e-17 4.41e-17 3.04e-17 25.01 -495.32
F04803 -25.647  -7.073 6.00e-17 4.51e-17 3.38e-17 19.85 -495.51
F04833 -25.633  -6.220 6.26e-17 4.33e-17 2.78e-17 12.81 -495.18
F04808 -25.538  -6.406 1.01e-16 6.42e-17 5.78e-17 11.82 -495.29
F04835 -25.531  -6.745 1.01e-16 7.83e-17 4.14e-17 13.71 -495.24
F04798 -25.503  -6.835 8.61e-17 5.53e-17 3.83e-17 28.53 -495.33
F04820 -25.490  -6.280 7.94e-17 7.16e-17 4.30e-17 20.57 -495.26
F04807 -25.461  -6.692 7.77e-17 4.43e-17 3.10e-17 21.54 -495.21
F04818 -25.456  -6.736 6.02e-17 5.42e-17 3.22e-17 24.11 -495.25
F04814 -25.446  -6.582 7.71e-17 5.41e-17 4.20e-17 22.68 -495.48
F04819 -25.420  -6.606 7.71e-17 5.12e-17 3.14e-17 16.47 -495.26
F04809 -25.409  -6.635 6.08e-17 5.97e-17 3.33e-17 16.80 -495.46
F04831 -25.344  -6.622 1.04e-16 5.73e-17 4.29e-17 26.53 -495.36
F04836 -25.340  -7.099 7.06e-17 3.99e-17 3.16e-17 21.87 -495.22
F04800 -25.337  -6.577 6.32e-17 5.38e-17 3.44e-17 18.77 -495.49
F04801 -25.333  -6.611 9.57e-17 5.74e-17 4.23e-17 20.34 -495.25
F04804 -25.329  -6.590 7.36e-17 5.50e-17 4.08e-17 22.21 -495.30
F04811 -25.324  -6.629 8.59e-17 5.00e-17 3.40e-17 19.19 -495.34
F04821 -25.324  -6.620 7.17e-17 5.00e-17 2.42e-17 18.99 -495.41
F04824 -25.323  -6.618 8.97e-17 5.32e-17 2.91e-17 17.69 -495.46
F04822 -25.314  -6.607 1.05e-16 7.53e-17 5.17e-17 27.49 -495.18
F04834 -25.313  -6.620 5.86e-17 4.99e-17 2.77e-17 24.75 -495.24
F04830 -25.310  -6.606 6.63e-17 7.31e-17 3.00e-17 19.95 -495.33
F04810 -25.302  -6.498 6.42e-17 6.18e-17 4.01e-17 15.44 -495.21
F04816 -25.282  -6.475 9.22e-17 6.08e-17 4.36e-17 28.10 -495.41
F04806 -25.239  -6.357 6.81e-17 5.32e-17 3.59e-17 31.97 -495.33
F04802 -25.238  -6.602 5.74e-17 3.79e-17 3.20e-17 21.82 -495.35
F04829 -25.234  -6.500 5.28e-17 5.77e-17 3.62e-17 17.33 -495.59
F04827 -25.192  -6.606 8.52e-17 6.13e-17 3.09e-17 32.25 -495.24
F04823 -25.189  -6.120 8.46e-17 6.28e-17 2.66e-17 22.49 -495.27
F04813 -25.176  -6.718 9.70e-17 6.22e-17 4.71e-17 22.69 -495.32
F04837 -25.155  -6.330 6.76e-17 4.10e-17 2.83e-17 27.34 -495.32
F04828 -25.145  -6.543 8.22e-17 6.96e-17 3.65e-17 20.69 -495.27
F04817 -25.104  -6.545 8.02e-17 6.29e-17 3.04e-17 11.88 -495.35
F04815 -25.095  -6.866 8.75e-17 4.24e-17 3.76e-17 18.59 -495.47
F04826 -25.080  -6.351 6.98e-17 6.35e-17 3.62e-17 32.13 -495.17
F04812 -25.031  -7.127 7.79e-17 4.08e-17 2.54e-17 12.29 -495.21
F04832 -25.030  -6.438 6.32e-17 3.55e-17 2.77e-17 20.62 -495.44
F04799 -24.982  -6.636 9.42e-17 4.95e-17 3.65e-17 14.98 -495.42
F04805 -24.977  -6.602 7.25e-17 8.52e-17 3.71e-17 24.15 -495.32
F05920 -23.327  -3.602 2.89e-17 2.49e-17 1.45e-17 24.64 -675.97
F05924 -23.230  -3.878 4.14e-17 2.29e-17 1.65e-17 11.57 -675.89
F05922 -23.219  -3.793 4.25e-17 3.19e-17 2.04e-17 18.53 -675.86
