name x y flux0 flux1 flux2 width rv
F05708 -28.573 -22.516 7.90e-17 5.32e-17 4.51e-17 19.80 -474.47
F05696 -28.340 -23.463 6.69e-17 5.32e-17 2.33e-17 32.30 -474.55
F05700 -28.298 -23.475 1.08e-16 6.35e-17 3.93e-17 30.64 -474.73
F05693 -28.149 -23.353 9.28e-17 5.47e-17 3.16e-17 28.56 -474.71
F05690 -28.103 -23.371 1.02e-16 5.32e-17 5.53e-17 17.12 -474.49
F05691 -28.088 -23.207 9.34e-17 4.63e-17 3.31e-17 26.63 -474.63
F05702 -28.087 -23.199 8.46e-17 5.63e-17 3.58e-17 17.93 -474.52
F05706 -28.085 -23.192 8.71e-17 6.31e-17 5.28e-17 18.79 -474.66
F05697 -28.085 -23.161 6.06e-17 5.16e-17 4.21e-17 23.99 -474.49
F05695 -28.074 -23.261 9.01e-17 6.61e-17 3.48e-17 18.67 -474.72
F05694 -28.061 -23.177 1.05e-16 7.81e-17 4.04e-17 23.35 -474.53
F05705 -28.044 -23.204 1.09e-16 8.98e-17 4.58e-17 14.81 -474.73
F05707 -28.041 -23.089 6.60e-17 6.06e-17 3.04e-17 17.62 -474.61
F05699 -27.996 -22.907 9.87e-17 5.24e-17 3.26e-17 34.53 -474.78
F05701 -27.986 -22.980 8.17e-17 5.16e-17 3.18e-17 28.14 -474.58
F05703 -27.954 -23.125 5.13e-17 4.92e-17 2.55e-17 24.05 -474.82
F05709 -27.785 -22.973 7.94e-17 6.51e-17 3.09e-17 31.40 -474.64
F05698 -27.714 -23.056 7.96e-17 5.64e-17 4.18e-17 26.92 -474.70
F05704 -27.684 -22.928 7.51e-17 4.73e-17 3.74e-17 26.07 -474.80
F05692 -27.621 -23.205 9.08e-17 1.12e-16 5.13e-17 19.88 -474.53
F03363 -26.424 -15.799 2.41e-17 1.50e-17 1.24e-17 14.23 -836.39
F03362 -26.409 -15.791 3.04e-17 2.35e-17 1.49e-17 11.77 -836.30
F03361 -26.368 -15.887 1.91e-17 1.51e-17 8.67e-18 16.70 -836.30
F03150 -18.161 -17.251 2.69e-17 1.86e-17 1.11e-17 11.19 -860.05
F03156 -18.122 -17.082 2.64e-17 1.70e-17 1.11e-17 12.88 -860.04
F03147 -18.115 -17.085 2.31e-17 1.39e-17 9.59e-18  9.02 -860.20
F03133 -18.084 -17.209 2.57e-17 1.70e-17 1.04e-17 14.14 -860.02
F03153 -18.067 -17.175 2.34e-17 1.44e-17 1.20e-17 11.16 -860.07
F03134 -18.053 -17.304 1.79e-17 1.87e-17 7.92e-18  9.89 -859.99
F03138 -18.050 -17.155 2.28e-17 1.43e-17 8.70e-18  7.65 -859.97
F03136 -18.049 -17.376 2.41e-17 1.71e-17 1.09e-17 10.44 -860.05
F03141 -18.031 -17.159 2.47e-17 1.25e-17 1.05e-17 10.49 -860.14
F03139 -18.008 -17.155 2.41e-17 1.54e-17 1.15e-17 13.56 -860.08
F03155 -18.003 -17.165 3.64e-17 2.38e-17 1.15e-17 14.45 -860.14
F03154 -17.998 -17.165 2.96e-17 1.93e-17 1.24e-17 16.73 -859.93
F03135 -17.995 -17.179 2.18e-17 1.84e-17 1.00e-17 19.90 -860.06
F03137 -17.988 -17.200 2.62e-17 1.62e-17 1.81e-17 15.58 -859.91
F03145 -17.982 -17.187 2.59e-17 1.86e-17 1.36e-17  9.56 -860.03
F03144 -17.979 -17.166 3.05e-17 2.38e-17 1.16e-17  8.45 -859.86
F03149 -17.978 -17.147 2.93e-17 1.91e-17 9.94e-18 10.10 -860.09
F03146 -17.969 -17.017 1.96e-17 1.49e-17 7.16e-18  8.91 -860.23
F03140 -17.969 -16.974 2.16e-17 1.59e-17 1.10e-17  9.99 -859.98
F03148 -17.944 -17.127 1.87e-17 2.52e-17 8.49e-18 17.71 -859.71
F03151 -17.936 -17.166 3.18e-17 1.93e-17 1.53e-17 12.65 -860.07
F03152 -17.864 -17.165 2.28e-17 1.47e-17 1.01e-17  8.64 -860.08
F03142 -17.850 -17.151 2.28e-17 1.60e-17 1.08e-17 13.05 -859.88
F03143 -17.720 -17.048 2.34e-17 1.45e-17 7.70e-18 13.97 -860.06
F02688 -17.376 -24.905 1.79e-17 1.05e-17 7.18e-18  6.37 -1151.59
F02681 -17.354 -24.601 1.73e-17 1.20e-17 8.50e-18 10.07 -1151.73
F02667 -17.318 -24.838 1.49e-17 1.02e-17 5.91e-18  9.93 -1151.69
F02699 -17.247 -24.755 2.08e-17 1.43e-17 8.41e-18  8.37 -1151.64
F02662 -17.246 -24.757 1.30e-17 1.00e-17 6.62e-18 12.97 -1151.69
F02708 -17.238 -24.715 1.24e-17 1.10e-17 8.16e-18 10.66 -1151.75
F02680 -17.236 -24.737 1.24e-17 1.00e-17 3.71e-18  9.69 -1151.80
F02665 -17.235 -24.701 1.42e-17 1.15e-17 5.96e-18  9.46 -1151.61
F02671 -17.230 -24.616 1.63e-17 1.36e-17 8.50e-18 10.45 -1151.85
F02693 -17.225 -24.701 9.16e-18 1.01e-17 5.74e-18 11.31 -1151.76
F02672 -17.224 -24.758 1.73e-17 1.67e-17 8.10e-18  8.34 -1151.61
F02677 -17.216 -24.717 1.62e-17 1.04e-17 6.41e-18 10.91 -1151.65
F02674 -17.215 -24.701 1.66e-17 1.26e-17 6.39e-18 13.76 -1151.61
F02670 -17.211 -24.719 9.05e-18 1.18e-17 6.02e-18  5.23 -1151.52
F02705 -17.209 -24.709 2.03e-17 1.49e-17 9.01e-18  8.58 -1151.63
F02669 -17.203 -24.708 1.47e-17 1.21e-17 4.81e-18 10.73 -1151.62
F02678 -17.201 -24.659 1.97e-17 1.07e-17 8.69e-18  4.58 -1151.62
F02697 -17.178 -24.701 1.40e-17 1.15e-17 7.95e-18 10.55 -1151.67
F02707 -17.177 -24.733 1.20e-17 1.07e-17 8.31e-18  7.17 -1151.62
F02675 -17.175 -24.768 1.63e-17 1.11e-17 5.13e-18  8.21 -1151.63
F02700 -17.164 -24.668 1.60e-17 1.29e-17 6.43e-18 12.79 -1151.60
F02679 -17.118 -24.648 1.34e-17 1.35e-17 5.54e-18  8.01 -1151.52
F02666 -17.066 -24.744 1.79e-17 1.34e-17 7.35e-18  9.40 -1151.67
F02709 -16.991 -24.788 2.00e-17 1.57e-17 9.48e-18  7.19 -1151.48
