name x y flux0 flux1 flux2 width rv
F09144  15.001 -17.517 5.97e-17 3.15e-17 2.05e-17 13.92 -567.24
F09126  15.018 -17.893 4.16e-17 4.41e-17 2.31e-17 14.32 -567.54
F09162  15.022 -17.543 6.93e-17 4.37e-17 3.02e-17 21.78 -567.23
F09120  15.036 -17.698 3.79e-17 2.62e-17 1.81e-17 31.38 -567.54
F09123  15.059 -17.640 7.88e-17 4.25e-17 2.72e-17 14.87 -567.45
F09113  15.059 -17.716 7.06e-17 3.58e-17 3.30e-17 20.92 -567.43
F09114  15.060 -17.478 7.92e-17 7.83e-17 4.08e-17 19.84 -567.53
F09140  15.065 -17.673 4.97e-17 4.30e-17 2.45e-17 14.44 -567.28
F09157  15.074 -17.731 3.24e-17 4.10e-17 1.76e-17  9.59 -567.38
F09146  15.085 -17.551 6.55e-17 3.86e-17 2.64e-17 19.39 -567.61
F09147  15.093 -17.613 4.88e-17 3.14e-17 1.45e-17 20.04 -567.48
F09148  15.094 -17.633 4.89e-17 4.23e-17 2.83e-17 15.36 -567.29
F09138  15.095 -17.691 6.68e-17 6.90e-17 4.98e-17 32.96 -567.42
F09145  15.097 -17.672 3.92e-17 3.85e-17 1.83e-17 15.66 -567.41
F09124  15.102 -17.633 5.08e-17 5.14e-17 2.68e-17 17.50 -567.30
F09166  15.105 -17.577 5.50e-17 3.98e-17 2.64e-17 16.71 -567.36
F09160  15.107 -17.676 5.47e-17 4.08e-17 2.65e-17 19.48 -567.38
F09154  15.108 -17.683 5.45e-17 4.81e-17 3.45e-17 28.04 -567.33
F09163  15.112 -17.670 6.05e-17 3.13e-17 2.18e-17 18.44 -567.23
F09116  15.114 -17.849 4.71e-17 3.60e-17 1.82e-17 12.87 -567.41
F09153  15.122 -17.676 6.38e-17 3.97e-17 2.52e-17 15.50 -567.27
F09130  15.123 -17.664 5.30e-17 3.75e-17 1.87e-17 21.99 -567.60
F09152  15.127 -17.643 5.87e-17 5.21e-17 3.44e-17 22.57 -567.31
F09128  15.128 -17.629 9.99e-17 4.19e-17 3.00e-17 19.15 -567.37
F09155  15.134 -17.196 5.95e-17 4.39e-17 3.39e-17 15.58 -567.41
F09149  15.135 -17.532 8.16e-17 4.26e-17 3.02e-17 22.00 -567.49
F09125  15.137 -17.693 7.54e-17 4.24e-17 2.85e-17 18.56 -567.28
F09143  15.152 -17.607 4.92e-17 4.05e-17 2.84e-17 16.01 -567.48
F09150  15.158 -17.615 6.11e-17 4.78e-17 2.38e-17 17.47 -567.43
F09156  15.166 -17.691 3.72e-17 2.39e-17 1.88e-17 18.04 -567.38
F09118  15.170 -17.355 6.64e-17 5.47e-17 3.46e-17 23.39 -567.41
F09151  15.191 -17.577 5.21e-17 4.47e-17 2.80e-17 24.25 -567.43
F09135  15.212 -17.718 4.93e-17 2.72e-17 2.24e-17  8.94 -567.42
F09131  15.213 -17.747 5.33e-17 3.74e-17 4.11e-17 19.81 -567.42
F09167  15.240 -17.801 3.98e-17 3.69e-17 2.04e-17 12.70 -567.45
F09141  15.242 -17.671 5.75e-17 4.80e-17 3.33e-17 21.88 -567.46
F09115  15.243 -18.136 6.02e-17 4.81e-17 3.89e-17 22.86 -567.52
F09122  15.262 -17.589 6.23e-17 4.10e-17 2.34e-17 15.55 -567.48
F09139  15.388 -17.592 5.42e-17 3.02e-17 2.12e-17 26.23 -567.32
F09129  15.421 -17.571 5.34e-17 4.47e-17 2.69e-17 19.84 -567.44
F09136  15.422 -18.207 6.62e-17 5.16e-17 2.58e-17 21.36 -567.15
F09158  15.549 -17.567 6.59e-17 4.69e-17 2.46e-17 12.43 -567.36
F09142  15.604 -17.640 5.92e-17 3.23e-17 2.59e-17 12.64 -567.30
F09119  15.732 -18.063 9.67e-17 5.15e-17 3.20e-17 20.92 -567.36
F04667  29.648 -27.764 6.07e-17 4.06e-17 1.81e-17 21.88 -585.87
F04612  29.790 -27.723 6.60e-17 5.01e-17 3.10e-17 12.56 -585.76
F04654  29.887 -27.298 7.74e-17 4.06e-17 2.61e-17 30.66 -585.82
