Time,Flux
0.0,1.0458432013360426
1.0,1.046502561924205
2.0,1.03979584254856
3.0,1.069194541692268
4.0,1.116684985478467
5.0,1.0863833159147842
6.0,1.0896798182413172
7.0,1.1068034347464069
8.0,1.1124490029047296
9.0,1.1412477708886506
10.0,1.1546016795213176
11.0,1.1337827772058682
12.0,1.1362735637616508
13.0,1.142450699733548
14.0,1.1556125193047162
15.0,1.1702471300378143
16.0,1.196591182417157
17.0,1.202902944241377
18.0,1.202785317107776
19.0,1.220048300791947
20.0,1.2242423165045797
21.0,1.2356544604149853
22.0,1.2741842391960652
23.0,1.253875174316677
24.0,1.30326776552031
25.0,1.2738134581556644
26.0,1.2601689213840899
27.0,1.312980656340155
28.0,1.3060172360871016
29.0,1.3317647322594568
30.0,1.323583028127584
31.0,1.3119051745834327
32.0,1.3372458473152853
33.0,1.3735451122409978
34.0,1.372418990191375
35.0,1.3431963790936023
36.0,1.3739761075550576
37.0,1.3799577205327629
38.0,1.3986391803236158
39.0,1.4083825665519356
40.0,1.3207542768186171
41.0,1.262718086490998
42.0,1.2090186114989467
43.0,1.1423006581375692
44.0,1.0983603882253483
45.0,1.0196425138391372
46.0,0.9934379374230984
47.0,1.0245103237025088
48.0,1.0380715809062553
49.0,1.0416862425283273
50.0,1.0524891979115498
51.0,1.0432076811604838
52.0,1.042120797006723
53.0,1.0403454632243938
54.0,1.089814920410326
55.0,1.0900769474502552
56.0,1.1070956136896266
57.0,1.10530310719552
58.0,1.1002946045098787
59.0,1.1252705316315639
60.0,1.138664663477036
61.0,1.155168571666662
62.0,1.1425300048395395
63.0,1.1619848486898023
64.0,1.156306292561571
65.0,1.2064021848584705
66.0,1.2065936242206743
67.0,1.2185510749194841
68.0,1.216487508873909
69.0,1.2321196172866429
70.0,1.236450384938335
71.0,1.22922737186408
72.0,1.2808532202576584
73.0,1.230354255895673
74.0,1.2929656882160396
75.0,1.2710155353378094
76.0,1.3104059263629229
77.0,1.3169452538956334
78.0,1.3130162702829478
79.0,1.3302780668465157
80.0,1.3422048977276884
81.0,1.337102748527193
82.0,1.329829431811877
83.0,1.3592275071724589
84.0,1.3674248042722337
85.0,1.3752714003593338
86.0,1.372919771270612
87.0,1.3896647112477951
88.0,1.3925186787124897
89.0,1.337883549511161
90.0,1.292064946210746
91.0,1.2408949568088763
92.0,1.1552921528651234
93.0,1.1082400887942652
94.0,1.0335441311093976
95.0,1.0004848499160262
96.0,1.043967528836094
97.0,1.0136574534640577
98.0,1.029642088607714
99.0,1.0722285245427632
100.0,1.0345496445717894
101.0,1.0370085976558765
102.0,1.0658957937896654
103.0,1.102681612771402
104.0,1.107929609268695
105.0,1.1065371225947356
106.0,1.0955175436877431
107.0,1.084553904489752
108.0,1.1383492861137798
109.0,1.1359513682182996
110.0,1.1390804651718298
111.0,1.1535863131001143
112.0,1.1634342764531107
113.0,1.1670817424623612
114.0,1.186223750792437
115.0,1.1915981585788664
116.0,1.1992158725823892
117.0,1.2197226562616463
118.0,1.2151573959950022
119.0,1.248362237535258
