name x y flux0 flux1 flux2 width rv
F11373   3.651  -3.787 1.77e-17 1.17e-17 8.91e-18  8.90 -1013.27
F11362   3.686  -3.793 2.20e-17 1.40e-17 1.12e-17  9.60 -1012.99
F11370   3.728  -3.923 1.54e-17 1.22e-17 6.28e-18 16.08 -1013.15
F11367   3.788  -3.475 1.87e-17 1.16e-17 8.47e-18 15.48 -1013.05
F11386   3.798  -3.727 1.93e-17 1.18e-17 8.41e-18  5.85 -1013.10
F11366   3.804  -3.749 1.51e-17 1.44e-17 7.49e-18 11.88 -1012.94
F11358   3.804  -3.649 1.79e-17 1.80e-17 1.14e-17 13.78 -1013.02
F11343   3.813  -3.625 2.27e-17 1.44e-17 1.17e-17 12.34 -1013.11
F11347   3.819  -3.695 2.26e-17 1.38e-17 1.05e-17  6.94 -1012.99
F11369   3.833  -3.696 2.56e-17 1.12e-17 7.73e-18 10.62 -1013.18
F11380   3.835  -3.843 2.27e-17 1.45e-17 1.12e-17 18.85 -1013.06
F11381   3.848  -3.806 2.40e-17 1.34e-17 8.62e-18 10.14 -1012.96
F11377   3.852  -3.762 1.68e-17 1.19e-17 7.64e-18 11.44 -1013.05
F11371   3.867  -3.731 2.34e-17 1.05e-17 9.68e-18  7.77 -1013.15
F11389   3.881  -3.730 1.81e-17 1.67e-17 9.28e-18 13.34 -1013.20
F11354   3.893  -3.702 2.44e-17 1.97e-17 1.14e-17 12.68 -1013.05
F11387   3.901  -3.735 2.16e-17 1.24e-17 8.29e-18  9.12 -1013.03
F11383   3.905  -3.596 1.51e-17 1.18e-17 7.83e-18 10.76 -1013.15
F11382   3.905  -3.748 1.79e-17 1.21e-17 8.40e-18 11.10 -1013.00
F11385   3.905  -3.934 1.98e-17 1.51e-17 9.37e-18 11.26 -1013.18
F11361   3.910  -3.727 2.35e-17 1.25e-17 1.00e-17 13.42 -1013.07
F11378   3.911  -3.740 2.30e-17 1.20e-17 7.95e-18  9.73 -1013.17
F11368   3.912  -3.717 2.20e-17 1.02e-17 1.08e-17 10.29 -1013.01
F11346   3.913  -3.741 1.56e-17 1.16e-17 6.61e-18 12.23 -1013.07
F11353   3.917  -3.659 1.75e-17 1.58e-17 9.74e-18 14.77 -1013.16
F11351   3.917  -3.650 1.95e-17 1.41e-17 1.03e-17  8.66 -1012.96
F11356   3.919  -3.767 1.65e-17 1.23e-17 7.10e-18 14.38 -1013.16
F11363   3.921  -3.759 1.35e-17 1.20e-17 6.64e-18 12.03 -1013.14
F11349   3.927  -3.772 1.97e-17 1.55e-17 8.52e-18 13.51 -1013.13
F11375   3.928  -3.670 2.09e-17 1.37e-17 7.56e-18 10.00 -1013.18
F11374   3.933  -3.742 1.75e-17 1.33e-17 6.50e-18 10.74 -1013.07
F11359   3.936  -3.773 1.35e-17 1.23e-17 6.41e-18 13.36 -1013.29
F11357   3.956  -3.767 1.74e-17 1.43e-17 8.31e-18 14.46 -1013.25
F11388   3.965  -3.679 1.51e-17 1.21e-17 7.26e-18  7.58 -1013.12
F11352   3.970  -3.697 1.94e-17 1.48e-17 1.01e-17  9.77 -1013.07
F11344   3.980  -3.709 1.66e-17 1.27e-17 8.53e-18 13.40 -1013.22
F11360   4.002  -3.698 2.97e-17 1.18e-17 9.22e-18 13.36 -1013.14
F11376   4.049  -3.538 1.99e-17 1.71e-17 1.19e-17 12.20 -1013.20
F11345   4.061  -3.165 2.05e-17 1.28e-17 7.84e-18 15.35 -1013.06
F11379   4.073  -3.827 2.33e-17 1.71e-17 1.07e-17 11.12 -1013.29
F11348   4.127  -3.678 2.62e-17 2.12e-17 9.80e-18  9.13 -1013.22
F11364   4.169  -3.867 2.24e-17 1.12e-17 7.74e-18 12.53 -1012.96
F11350   4.248  -3.718 1.58e-17 1.71e-17 8.19e-18 10.87 -1013.19
F01489   8.830  -6.478 1.32e-17 1.07e-17 5.33e-18  7.65 -1151.02
F01467   9.061  -6.257 2.10e-17 1.47e-17 8.31e-18  9.61 -1151.37
F01480   9.091  -6.353 1.55e-17 1.12e-17 8.01e-18 10.75 -1151.25
F01483   9.128  -6.261 2.17e-17 1.54e-17 8.93e-18 12.44 -1151.45
F01476   9.128  -6.302 1.75e-17 1.39e-17 1.06e-17 16.22 -1151.35
F01471   9.131  -6.332 1.34e-17 1.35e-17 6.96e-18  8.77 -1151.41
F01481   9.140  -6.145 1.40e-17 1.32e-17 5.47e-18 11.67 -1151.60
F01487   9.151  -6.271 1.50e-17 1.02e-17 9.17e-18  8.24 -1151.43
F01478   9.153  -6.213 1.41e-17 1.34e-17 7.13e-18 11.88 -1151.36
F01462   9.170  -6.265 1.17e-17 1.29e-17 8.97e-18 11.69 -1151.37
F01475   9.178  -6.265 1.29e-17 1.06e-17 5.34e-18  6.80 -1151.15
F01473   9.183  -6.277 1.73e-17 1.22e-17 7.01e-18 12.26 -1151.43
F01482   9.196  -6.284 1.88e-17 1.47e-17 9.41e-18  7.57 -1151.21
F01466   9.231  -6.238 2.02e-17 1.15e-17 7.84e-18  8.89 -1151.25
F01465   9.287  -6.452 1.40e-17 1.35e-17 8.52e-18  7.81 -1151.27
F01474   9.299  -5.961 1.69e-17 1.07e-17 4.37e-18 12.61 -1151.33
F01461   9.498  -6.211 1.29e-17 1.05e-17 5.97e-18 11.99 -1151.33
F09398  10.228  -6.222 4.83e-17 3.71e-17 2.34e-17 21.46 -621.40
F07778  10.390 -14.935 1.65e-16 1.36e-16 8.19e-17 37.28 -308.32
F09370  10.403  -6.065 3.71e-17 2.43e-17 1.81e-17 12.97 -621.18
F09371  10.474  -6.351 5.15e-17 2.78e-17 1.93e-17 18.11 -621.23
F09374  10.481  -6.163 6.21e-17 3.73e-17 2.50e-17 27.12 -621.42
F09362  10.504  -6.003 7.59e-17 4.50e-17 3.47e-17 13.01 -621.39
F07768  10.507 -14.981 1.99e-16 1.21e-16 1.13e-16 23.51 -308.41
F09382  10.555  -6.427 4.91e-17 3.02e-17 2.63e-17  6.32 -621.40
F09363  10.576  -6.149 5.43e-17 3.52e-17 2.01e-17 16.72 -621.40
F09393  10.627  -6.191 5.50e-17 4.24e-17 1.68e-17 28.44 -621.29
F09366  10.630  -5.987 4.95e-17 5.08e-17 2.17e-17 10.92 -621.49
F09399  10.642  -6.179 6.23e-17 3.49e-17 3.23e-17 19.19 -621.32
F09394  10.645  -6.059 6.13e-17 4.12e-17 2.62e-17 18.97 -621.11
F09380  10.655  -6.003 6.01e-17 4.21e-17 2.46e-17 17.00 -621.31
F09377  10.657  -6.171 5.19e-17 3.09e-17 3.18e-17 22.04 -621.18
F09373  10.658  -6.199 5.94e-17 3.01e-17 1.96e-17 18.48 -621.43
F09364  10.659  -6.169 3.95e-17 3.44e-17 3.13e-17 14.94 -621.27
F09391  10.666  -6.206 5.63e-17 4.55e-17 2.67e-17 17.39 -621.32
F09397  10.669  -6.205 4.91e-17 2.92e-17 1.94e-17 15.20 -621.47
F09387  10.669  -6.081 5.62e-17 3.78e-17 2.61e-17 19.98 -621.32
F09385  10.670  -6.166 7.43e-17 3.66e-17 2.69e-17 24.69 -621.41
F09389  10.670  -6.376 5.09e-17 2.88e-17 2.01e-17 17.02 -621.34
F09388  10.674  -6.367 4.57e-17 3.29e-17 2.03e-17 12.25 -621.17
F09367  10.675  -6.218 5.87e-17 3.76e-17 3.10e-17 13.30 -621.25
F09383  10.677  -6.192 6.11e-17 3.90e-17 2.03e-17 13.55 -621.22
F09379  10.681  -6.249 3.76e-17 2.96e-17 1.55e-17 19.25 -621.38
F09372  10.683  -6.195 4.06e-17 3.21e-17 2.31e-17 10.02 -621.44
F09375  10.687  -6.197 4.86e-17 3.53e-17 1.97e-17 16.56 -621.47
F09369  10.689  -6.193 5.97e-17 3.57e-17 2.84e-17 19.53 -621.24
F09396  10.721  -6.114 4.67e-17 2.93e-17 2.30e-17 26.96 -621.30
F09365  10.724  -5.830 6.01e-17 3.98e-17 2.83e-17 25.99 -621.54
F09376  10.727  -6.007 6.78e-17 4.27e-17 3.22e-17 27.34 -621.27
F09384  10.731  -5.750 5.10e-17 3.47e-17 2.87e-17 10.90 -621.37
F09368  10.743  -6.239 4.43e-17 2.55e-17 1.82e-17 20.62 -621.48
F09378  10.783  -6.322 5.16e-17 3.09e-17 2.13e-17 17.70 -621.08
F09390  10.786  -6.085 3.15e-17 2.94e-17 2.44e-17 22.40 -621.22
F09386  10.788  -6.338 5.53e-17 2.64e-17 2.06e-17 20.14 -621.30
F09392  10.844  -6.391 6.02e-17 2.90e-17 1.82e-17 15.12 -621.38
F09381  11.050  -6.675 2.81e-17 1.29e-17 1.24e-17 17.01 -621.22
F09361  11.208  -6.067 4.03e-17 4.13e-17 2.48e-17 13.28 -621.17
F09395  11.229  -6.077 3.84e-17 3.06e-17 1.66e-17 20.50 -621.33
F06358  14.744  -3.534 4.47e-17 3.56e-17 2.86e-17 20.63 -653.48
F06359  14.851  -3.597 3.19e-17 2.74e-17 1.53e-17 10.81 -653.40
