name x y flux0 flux1 flux2 width rv
F05242  28.283  29.448 1.44e-17 1.01e-17 6.78e-18  6.57 -1126.22
F05270  28.289  29.734 1.61e-17 1.17e-17 6.86e-18 10.23 -1126.28
F05287  28.333  29.506 1.82e-17 1.12e-17 7.26e-18 10.18 -1126.32
F05237  28.333  29.558 1.32e-17 1.00e-17 6.85e-18 14.02 -1126.33
F05284  28.341  29.355 1.53e-17 1.04e-17 6.97e-18 12.63 -1126.29
F05285  28.345  29.747 1.47e-17 1.17e-17 7.30e-18 12.10 -1126.34
F05260  28.372  29.499 1.64e-17 1.07e-17 7.30e-18  7.46 -1126.45
F05250  28.391  29.521 1.79e-17 1.23e-17 8.30e-18  7.86 -1126.45
F05291  28.392  29.529 1.73e-17 1.20e-17 7.90e-18  9.25 -1126.25
F05288  28.403  29.442 1.64e-17 1.03e-17 6.40e-18 12.08 -1126.23
F05268  28.413  29.567 1.51e-17 1.06e-17 5.66e-18 10.19 -1126.08
F05275  28.417  29.573 1.89e-17 1.35e-17 7.45e-18  8.78 -1126.48
F05249  28.424  29.487 1.90e-17 1.23e-17 9.27e-18  9.99 -1126.23
F05292  28.424  29.615 1.51e-17 1.07e-17 7.39e-18  9.77 -1126.35
F05248  28.432  29.526 1.31e-17 1.05e-17 6.40e-18  9.49 -1126.32
F05286  28.437  29.584 1.73e-17 1.44e-17 7.99e-18 14.52 -1126.22
F05240  28.444  29.537 1.95e-17 1.15e-17 8.34e-18 10.79 -1126.46
F05294  28.446  29.507 1.55e-17 1.02e-17 7.60e-18  9.02 -1126.32
F05256  28.448  29.528 1.53e-17 1.14e-17 6.40e-18 10.89 -1126.18
F05279  28.453  29.535 1.91e-17 1.28e-17 9.31e-18  8.45 -1126.37
F05236  28.457  29.522 1.60e-17 1.16e-17 7.19e-18 13.02 -1126.51
F05251  28.469  29.522 1.93e-17 1.22e-17 8.38e-18 11.43 -1126.31
F05246  28.480  29.552 1.26e-17 1.03e-17 5.83e-18 13.25 -1126.20
F05289  28.485  29.533 1.87e-17 1.19e-17 8.06e-18 13.65 -1126.23
F05238  28.491  29.562 1.64e-17 1.20e-17 6.82e-18 13.35 -1126.38
F05278  28.494  29.488 2.32e-17 1.14e-17 9.54e-18 10.17 -1126.10
F05295  28.496  29.489 1.72e-17 1.21e-17 8.17e-18 13.37 -1126.38
F05282  28.499  29.569 1.71e-17 1.26e-17 9.41e-18  9.32 -1126.36
F05253  28.512  29.450 2.19e-17 1.01e-17 7.07e-18  9.68 -1126.25
F05290  28.613  29.661 1.16e-17 1.10e-17 6.23e-18 11.73 -1126.37
