name x y flux0 flux1 flux2 width rv
F09797   9.260  25.902 2.72e-17 2.02e-17 1.21e-17 10.82 -926.11
F09821   9.387  25.773 2.37e-17 1.41e-17 9.44e-18 10.08 -926.02
F09808   9.507  25.982 2.35e-17 1.79e-17 1.09e-17  9.05 -926.28
F09805   9.549  26.075 2.50e-17 1.94e-17 1.60e-17  8.87 -926.16
F09796   9.568  25.841 3.06e-17 2.44e-17 1.23e-17 14.78 -926.12
F09822   9.571  25.939 2.94e-17 1.62e-17 1.07e-17 14.43 -926.22
F09807   9.573  25.989 2.25e-17 1.59e-17 9.33e-18 18.04 -926.16
F09804   9.576  26.079 1.65e-17 1.17e-17 8.14e-18 15.80 -926.13
F09829   9.607  26.144 1.68e-17 1.19e-17 8.91e-18 18.06 -926.31
F09817   9.611  26.081 2.03e-17 1.57e-17 1.02e-17 10.28 -926.17
F09827   9.615  26.105 2.10e-17 1.59e-17 9.98e-18  8.67 -926.17
F09820   9.626  26.091 1.45e-17 1.04e-17 6.00e-18 12.34 -926.24
F09810   9.639  26.065 2.29e-17 1.85e-17 1.09e-17 18.36 -926.38
F09824   9.651  26.028 2.67e-17 1.69e-17 1.32e-17 10.47 -926.12
F09802   9.651  25.899 2.32e-17 1.80e-17 1.12e-17 11.19 -926.21
F09806   9.653  26.089 2.02e-17 1.52e-17 9.74e-18  8.48 -926.06
F09799   9.657  26.054 1.54e-17 1.21e-17 7.88e-18 12.91 -926.11
F09809   9.667  26.054 2.13e-17 1.99e-17 1.24e-17 10.88 -926.05
F09818   9.668  26.054 2.39e-17 1.35e-17 8.20e-18  9.20 -926.11
F09823   9.673  26.053 2.27e-17 1.28e-17 1.05e-17 12.88 -926.10
F09819   9.673  26.127 2.94e-17 1.65e-17 1.14e-17 11.83 -926.16
F09812   9.682  26.029 2.55e-17 1.87e-17 1.15e-17 20.70 -926.17
F09813   9.684  26.066 2.12e-17 1.61e-17 1.26e-17 19.41 -926.21
F09811   9.684  26.043 2.08e-17 1.36e-17 9.39e-18  7.39 -926.19
F09801   9.712  26.011 2.79e-17 1.58e-17 1.16e-17 13.89 -926.40
F09826   9.726  26.195 2.27e-17 1.48e-17 1.25e-17  9.69 -926.23
F09803   9.747  25.907 1.64e-17 1.22e-17 7.95e-18 13.32 -926.10
F09828   9.762  25.823 2.98e-17 2.15e-17 1.28e-17 24.88 -926.17
F09816   9.763  25.995 2.22e-17 1.39e-17 1.00e-17 11.66 -926.12
F09814   9.773  26.066 1.73e-17 1.42e-17 9.20e-18  8.70 -926.16
F09825   9.794  26.273 2.04e-17 1.44e-17 9.69e-18 10.04 -926.31
F09815   9.980  26.133 2.59e-17 1.75e-17 9.47e-18 17.05 -926.16
F09798  10.141  25.786 2.64e-17 1.67e-17 9.95e-18 13.01 -926.18
F09800  10.145  25.926 2.78e-17 1.45e-17 1.06e-17  9.39 -926.13
