Time,Flux
0.0,1.1453668038317522
1.0,1.1785445722423151
2.0,1.1649587393238912
3.0,1.188070711893553
4.0,1.180909689640404
5.0,1.1705187073870564
6.0,1.220975873743244
7.0,1.1919292563111088
8.0,1.2121324601578398
9.0,1.198730982889449
10.0,1.2136711926029133
11.0,1.221149785830712
12.0,1.2345896022499014
13.0,1.2220732309632396
14.0,1.2530732040058046
15.0,1.2819043342486163
16.0,1.2324474252450304
17.0,1.265013873501582
18.0,1.2979280733276415
19.0,1.3014242060545784
20.0,1.2098390629377602
21.0,1.1611805357580431
22.0,1.1362213111432962
23.0,1.099041562188346
24.0,1.0482605865807952
25.0,1.011190802180968
26.0,1.0171950055718664
27.0,1.01739738464206
28.0,1.001761767326135
29.0,1.0341010479503632
30.0,1.0472655875531685
31.0,1.0405325878949803
32.0,1.0304183149431347
33.0,1.0346245590610395
34.0,1.0524056764537328
35.0,1.0514527433153908
36.0,1.0841278446321028
37.0,1.082006619080953
38.0,1.0577745436429025
39.0,1.0950122632223118
40.0,1.0947701143908122
41.0,1.1246615546202299
42.0,1.0886861897895321
43.0,1.1226173189620265
44.0,1.09610251915964
45.0,1.1021124675813279
46.0,1.1406539321706943
47.0,1.1344677705534536
48.0,1.138653204028723
49.0,1.151882063884921
50.0,1.1467768883373672
51.0,1.1731300329105943
52.0,1.1709332707343634
53.0,1.1992709927613838
54.0,1.1746872557773558
55.0,1.1914408430117347
56.0,1.203117881918864
57.0,1.1779105317124996
58.0,1.2315065091347188
59.0,1.2298033512307642
60.0,1.2080026029570492
61.0,1.2326375921407624
62.0,1.2242621521026955
63.0,1.2497856317302527
64.0,1.264196877098571
65.0,1.2464482329830293
66.0,1.2430597701696822
67.0,1.267080077894894
68.0,1.2581469281139037
69.0,1.209059444818365
70.0,1.160125964884147
71.0,1.1194270019634087
72.0,1.0908067731914213
73.0,1.0484829557166881
74.0,1.0066530491268153
75.0,1.00597901680017
76.0,0.9975747040577096
77.0,1.0249608878053935
78.0,1.0263742635813013
79.0,1.0307182679194125
80.0,1.0453636218786653
81.0,1.037634323881449
82.0,1.0501916189051106
83.0,1.0469241212266396
84.0,1.0563501178656896
85.0,1.0631213268661968
86.0,1.0721948259505645
87.0,1.079808392407104
88.0,1.079665399416459
89.0,1.1072662434633442
90.0,1.105961384042268
91.0,1.120188806849478
92.0,1.1413486571944065
93.0,1.1111156504914674
94.0,1.1156581986130913
95.0,1.1587087108322518
96.0,1.1424406097317616
97.0,1.1698225656512264
98.0,1.1682780432317696
99.0,1.1497888053346037
100.0,1.1440404871391472
101.0,1.15868769949747
102.0,1.1857848004411526
103.0,1.167811740922235
104.0,1.2254515180497452
105.0,1.1824869420394162
106.0,1.2202988454659696
107.0,1.2107107780375583
108.0,1.2182940346840423
109.0,1.2104915405047854
110.0,1.2225012372336257
111.0,1.2211009185928878
112.0,1.242828150056176
113.0,1.2508426373908663
114.0,1.2382878843419436
115.0,1.251996558155156
116.0,1.2599406998941758
117.0,1.2597068085241248
118.0,1.193004327253721
119.0,1.1794938143428946
