name x y flux0 flux1 flux2 width rv
F11543 -27.207 -19.979 1.94e-17 2.16e-17 1.19e-17 14.82 -936.51
F11551 -27.162 -19.584 1.97e-17 1.38e-17 9.11e-18  9.91 -936.37
F11541 -27.109 -19.815 2.29e-17 1.41e-17 9.61e-18 14.81 -936.34
F11563 -27.089 -19.521 1.87e-17 1.67e-17 1.11e-17 13.47 -936.57
F11581 -27.079 -19.782 2.71e-17 1.13e-17 9.88e-18  8.76 -936.41
F11558 -27.034 -19.736 1.79e-17 2.04e-17 9.94e-18  9.14 -936.42
F11575 -27.026 -19.723 1.99e-17 1.78e-17 1.21e-17  9.87 -936.46
F11546 -26.998 -19.458 2.89e-17 1.58e-17 1.21e-17  9.14 -936.43
F11542 -26.990 -19.714 2.13e-17 1.44e-17 8.49e-18 16.60 -936.51
F11557 -26.967 -19.626 1.94e-17 1.66e-17 9.73e-18 13.59 -936.36
F11550 -26.967 -19.522 2.46e-17 2.19e-17 1.23e-17 11.21 -936.47
F11562 -26.954 -19.689 2.44e-17 1.55e-17 1.09e-17  7.25 -936.53
F11576 -26.938 -19.617 2.11e-17 1.48e-17 7.56e-18 10.37 -936.34
F11548 -26.936 -19.506 1.77e-17 1.41e-17 9.74e-18  6.07 -936.57
F11561 -26.935 -19.526 3.05e-17 1.73e-17 1.45e-17  7.81 -936.37
F11579 -26.933 -19.635 1.78e-17 1.43e-17 1.09e-17 14.98 -936.52
F11547 -26.930 -19.612 2.02e-17 1.52e-17 1.35e-17 12.97 -936.36
F11574 -26.928 -19.630 1.89e-17 1.74e-17 9.68e-18  7.89 -936.26
F11544 -26.923 -19.603 2.30e-17 1.75e-17 8.34e-18 13.87 -936.43
F11568 -26.920 -19.648 1.90e-17 1.33e-17 7.35e-18 10.44 -936.57
F11566 -26.918 -19.548 2.28e-17 1.97e-17 1.52e-17  9.25 -936.59
F11580 -26.917 -19.622 1.98e-17 1.65e-17 1.11e-17 11.70 -936.40
F11571 -26.916 -19.625 1.92e-17 1.47e-17 9.61e-18  7.40 -936.24
F11555 -26.915 -19.550 2.06e-17 2.02e-17 1.08e-17 13.00 -936.27
F11564 -26.914 -19.813 2.42e-17 1.57e-17 1.16e-17  7.30 -936.48
F11582 -26.912 -19.591 3.05e-17 2.24e-17 9.25e-18 11.60 -936.57
F11553 -26.909 -19.561 2.00e-17 1.60e-17 1.03e-17 10.68 -936.62
F11567 -26.907 -19.651 1.44e-17 1.44e-17 7.09e-18  8.47 -936.21
F11573 -26.902 -19.644 1.64e-17 1.51e-17 9.76e-18 11.77 -936.40
F11559 -26.893 -19.476 2.23e-17 1.52e-17 7.41e-18 15.46 -936.42
F11556 -26.893 -19.645 2.09e-17 2.05e-17 9.98e-18 14.80 -936.33
F11545 -26.890 -19.631 3.05e-17 1.76e-17 9.93e-18 18.56 -936.54
F11578 -26.884 -19.549 2.18e-17 1.85e-17 1.15e-17 11.64 -936.28
F11577 -26.878 -19.561 3.21e-17 1.82e-17 1.22e-17  8.62 -936.30
F11549 -26.869 -19.562 2.64e-17 1.95e-17 1.50e-17 10.19 -936.35
F11560 -26.868 -19.799 1.62e-17 1.33e-17 1.13e-17 14.96 -936.44
F11569 -26.824 -19.675 1.73e-17 1.22e-17 8.83e-18 12.99 -936.33
F11570 -26.824 -19.570 2.20e-17 1.61e-17 1.12e-17 16.03 -936.47
F11572 -26.817 -19.438 2.60e-17 1.59e-17 1.53e-17 18.75 -936.30
F11552 -26.749 -19.565 2.18e-17 1.30e-17 7.90e-18 10.96 -936.29
F11583 -26.741 -19.733 1.80e-17 1.48e-17 9.53e-18 13.14 -936.41
F11554 -26.701 -19.692 2.62e-17 1.43e-17 8.86e-18 10.55 -936.24
F11565 -26.546 -19.477 1.99e-17 1.52e-17 7.11e-18  8.79 -936.20
F11212 -15.160 -22.041 2.72e-17 2.10e-17 1.10e-17  6.23 -936.43
