name x y flux1 flux2 flux3 par rv
P05337 -13.896  14.585 5.93e-14 4.25e-14 2.33e-14   0.013   -1.13
P07808 -11.130   9.753 4.97e-16 2.41e-16 1.12e-16   0.014   -1.15
P01322 -10.439   3.433 2.89e-11 1.46e-11 6.95e-12   0.012   -1.11
P03617 -10.254   9.355 2.49e-11 1.27e-11 6.15e-12   0.014   -1.14
P04131  -7.815  14.391 1.74e-13 1.01e-13 4.99e-14   0.015   -1.07
P05895  -6.976   4.057 1.15e-14 9.27e-15 6.06e-15   0.012   -1.10
P00683  -6.871   2.340 3.78e-11 2.48e-11 1.16e-11   0.013   -1.05
P07392  -6.839  14.749 2.24e-13 1.31e-13 6.72e-14   0.013   -1.18
P00700  -5.195   4.628 5.09e-11 3.21e-11 1.44e-11   0.013   -1.03
P07719  -4.891   3.024 1.56e-14 1.35e-14 7.84e-15   0.014   -1.01
P03704  -4.915  14.744 3.83e-11 2.06e-11 9.15e-12   0.013   -1.26
P02605  -4.317  14.241 2.32e-14 1.98e-14 1.24e-14   0.013   -1.25
P00149  -1.589  12.605 1.21e-14 9.74e-15 5.96e-15   0.017   -1.23
P08709  -0.942   2.378 5.91e-13 3.29e-13 1.51e-13   0.012   -0.94
