name x y flux0 flux1 flux2 width rv
F09259 -11.621   3.286 9.07e-17 4.31e-17 3.22e-17 23.28 -501.32
F09266 -11.328   3.723 7.03e-17 5.08e-17 3.46e-17 27.67 -501.41
F09249 -11.022   3.170 7.65e-17 5.97e-17 2.94e-17 22.96 -501.50
F09270 -10.835   3.231 6.91e-17 5.58e-17 3.13e-17 26.37 -501.49
F09258 -10.791   3.326 8.41e-17 5.62e-17 3.82e-17 20.44 -501.44
F09265 -10.754   3.096 7.08e-17 5.42e-17 3.25e-17 16.44 -501.44
F09271 -10.751   3.212 9.57e-17 6.66e-17 4.46e-17 14.79 -501.45
F09264 -10.714   3.256 6.79e-17 6.78e-17 4.89e-17 20.00 -501.24
F09269 -10.714   3.192 6.73e-17 5.48e-17 3.88e-17 22.35 -501.33
F09273 -10.710   3.170 6.89e-17 4.59e-17 2.82e-17 15.14 -501.61
F09254 -10.708   3.144 9.07e-17 6.36e-17 3.55e-17 23.29 -501.50
F09255 -10.707   3.236 7.53e-17 6.04e-17 3.13e-17 23.89 -501.40
F09257 -10.706   3.446 9.61e-17 5.32e-17 3.02e-17 35.93 -501.46
F09248 -10.696   3.184 6.78e-17 4.85e-17 3.37e-17 30.15 -501.28
F09272 -10.696   3.193 9.16e-17 6.02e-17 3.93e-17 15.33 -501.44
F09274 -10.694   3.178 7.17e-17 5.60e-17 4.79e-17 28.77 -501.42
F09253 -10.692   3.205 5.84e-17 4.91e-17 2.30e-17 25.90 -501.35
F09267 -10.691   3.186 7.05e-17 5.35e-17 2.92e-17 25.48 -501.31
F09250 -10.677   3.193 8.81e-17 5.48e-17 3.51e-17 13.50 -501.44
F09261 -10.677   3.164 7.91e-17 5.30e-17 3.38e-17 24.81 -501.49
F09251 -10.665   3.366 5.78e-17 4.93e-17 4.02e-17 12.19 -501.43
F09252 -10.658   3.169 9.67e-17 5.93e-17 3.80e-17 16.98 -501.31
F09260 -10.658   3.057 6.09e-17 5.22e-17 3.47e-17 29.57 -501.33
F09268 -10.598   3.124 6.51e-17 5.27e-17 3.92e-17 16.15 -501.41
F09262 -10.559   3.074 7.17e-17 5.00e-17 3.51e-17 20.36 -501.29
F09247 -10.528   3.250 6.53e-17 4.26e-17 3.03e-17 27.52 -501.37
F09256 -10.485   2.884 9.75e-17 5.39e-17 3.92e-17 23.24 -501.38
F09263 -10.432   3.061 9.78e-17 6.20e-17 4.93e-17 14.41 -501.33
F09275 -10.350   3.518 6.98e-17 5.28e-17 4.06e-17 23.07 -501.34
F06659  -1.317  13.307 6.83e-17 4.63e-17 3.12e-17 25.93 -545.35
F06657  -0.940  13.332 7.68e-17 4.47e-17 2.25e-17  9.84 -545.38
F06653  -0.867  12.699 5.60e-17 4.36e-17 2.66e-17 16.68 -545.48
F06677  -0.860  13.805 4.64e-17 4.34e-17 2.05e-17 23.00 -545.27
F06680  -0.814  12.930 7.48e-17 4.77e-17 3.16e-17 22.65 -545.44
F06658  -0.754  13.090 6.20e-17 4.58e-17 2.96e-17 28.69 -545.25
F06679  -0.736  13.006 5.88e-17 5.08e-17 2.60e-17 19.96 -545.31
F06660  -0.733  13.052 5.29e-17 3.89e-17 3.40e-17 15.94 -545.39
F06650  -0.713  13.213 7.07e-17 6.26e-17 3.84e-17 13.27 -545.34
F06651  -0.709  12.994 6.49e-17 4.05e-17 3.03e-17 22.86 -545.24
F06654  -0.702  13.239 5.59e-17 4.26e-17 2.56e-17 16.98 -545.35
F06664  -0.696  13.042 5.67e-17 4.75e-17 2.82e-17 27.26 -545.35
F06667  -0.685  13.107 5.06e-17 3.49e-17 2.45e-17 14.39 -545.43
F06681  -0.684  13.100 6.17e-17 4.55e-17 2.48e-17 14.79 -545.14
F06661  -0.676  13.022 7.72e-17 5.08e-17 3.25e-17 20.50 -545.28
F06671  -0.674  13.163 8.48e-17 5.17e-17 3.04e-17 27.82 -545.28
F06673  -0.666  14.055 7.14e-17 5.50e-17 3.03e-17 24.87 -545.34
F06665  -0.663  13.047 5.66e-17 3.69e-17 2.50e-17 19.31 -545.46
F06672  -0.660  13.094 7.31e-17 6.11e-17 3.02e-17 15.36 -545.35
F06652  -0.654  13.067 6.99e-17 4.88e-17 3.30e-17 26.73 -545.40
F06678  -0.645  13.177 6.94e-17 4.42e-17 2.87e-17 31.00 -545.08
F06676  -0.602  13.139 8.17e-17 5.86e-17 3.99e-17 15.87 -545.35
F06668  -0.600  13.096 5.12e-17 4.23e-17 2.72e-17 26.06 -545.39
F06656  -0.558  13.177 9.00e-17 3.94e-17 3.44e-17 12.59 -545.20
F06655  -0.555  13.164 7.57e-17 4.38e-17 2.43e-17 18.91 -545.24
F06666  -0.505  13.031 8.31e-17 6.73e-17 4.10e-17 18.72 -545.46
F06663  -0.489  13.052 4.82e-17 3.78e-17 3.00e-17 18.91 -545.34
F06674  -0.477  13.303 9.42e-17 6.97e-17 4.59e-17 11.25 -545.22
F06662  -0.454  13.099 6.17e-17 3.70e-17 2.92e-17 18.96 -545.19
F06669  -0.444  13.290 7.58e-17 5.28e-17 3.23e-17 21.31 -545.25
F06670  -0.365  13.009 5.48e-17 5.27e-17 3.14e-17 23.10 -545.30
F06675  -0.282  13.635 6.74e-17 5.50e-17 3.28e-17 11.23 -545.31
