name x y flux0 flux1 flux2 width rv
F00683   2.157  -5.860 2.67e-17 1.62e-17 1.21e-17  6.85 -1112.07
F00666   2.183  -5.771 1.44e-17 1.28e-17 6.78e-18 10.13 -1112.25
F00661   2.279  -5.783 1.36e-17 1.03e-17 6.76e-18  9.93 -1112.09
F00663   2.362  -5.619 1.22e-17 1.05e-17 6.58e-18  9.76 -1111.96
F00655   2.389  -5.849 1.66e-17 1.58e-17 9.30e-18 14.24 -1112.01
F00658   2.390  -5.764 2.06e-17 1.22e-17 7.57e-18  7.02 -1112.02
F00680   2.391  -5.774 1.55e-17 1.08e-17 8.35e-18  9.12 -1111.92
F00687   2.395  -5.770 1.37e-17 1.34e-17 7.51e-18  9.07 -1112.06
F00690   2.396  -5.754 1.58e-17 1.44e-17 9.41e-18  8.12 -1112.20
F00670   2.398  -5.767 1.42e-17 1.33e-17 8.81e-18  8.10 -1112.16
F00656   2.398  -5.767 1.79e-17 1.61e-17 7.66e-18  8.90 -1112.10
F00685   2.402  -5.767 1.47e-17 1.28e-17 8.33e-18 10.43 -1112.03
F00668   2.409  -5.634 1.82e-17 1.39e-17 5.76e-18 11.99 -1112.03
F00671   2.412  -5.804 1.68e-17 1.03e-17 9.09e-18 10.18 -1111.94
F00694   2.422  -5.809 2.16e-17 1.46e-17 9.71e-18  9.60 -1112.00
F00662   2.430  -5.707 2.38e-17 1.32e-17 7.67e-18 14.24 -1112.09
F00664   2.459  -5.748 1.84e-17 1.06e-17 7.97e-18 10.94 -1112.10
F00667   2.464  -5.782 1.92e-17 1.05e-17 7.09e-18  7.07 -1111.90
F00688   2.486  -5.755 1.13e-17 1.15e-17 7.82e-18  6.52 -1112.00
F00693   2.551  -5.778 1.66e-17 1.02e-17 1.14e-17 12.50 -1111.69
F00691   2.717  -5.831 2.09e-17 1.16e-17 7.65e-18 13.66 -1111.93
F10989   4.186  -0.125 5.05e-17 3.86e-17 2.15e-17 32.88 -545.21
F10991   4.243  -0.031 8.66e-17 5.67e-17 3.89e-17 27.85 -545.42
F10398   5.802 -14.934 4.75e-16 4.09e-16 2.87e-16 58.92 -193.55
F10415   6.544 -14.366 5.18e-16 3.76e-16 2.64e-16 72.43 -193.38
F10390   6.819 -11.506 5.53e-16 3.24e-16 2.10e-16 88.58 -193.21
F10395   7.219 -14.729 6.58e-16 2.94e-16 2.19e-16 48.44 -193.60
F10819   7.249 -14.376 3.37e-16 2.70e-16 1.86e-16 43.86 -208.48
F10397   7.428 -13.967 5.85e-16 4.18e-16 2.72e-16 55.16 -193.69
F10412   7.477 -14.595 4.36e-16 4.07e-16 2.58e-16 38.82 -193.35
F10394   7.635 -14.480 3.23e-16 3.07e-16 1.83e-16 68.89 -193.64
F10842   7.725 -14.180 5.15e-16 2.93e-16 1.96e-16 45.67 -208.35
F10825   7.802 -13.665 4.00e-16 3.28e-16 1.83e-16 67.90 -208.31
F10807   7.813 -13.173 4.69e-16 2.46e-16 1.61e-16 41.49 -208.47
F10405   7.906 -14.775 6.39e-16 3.97e-16 1.75e-16 50.26 -193.51
F10806   7.948 -13.660 5.56e-16 3.53e-16 1.91e-16 39.83 -208.39
F10413   7.955 -14.331 6.81e-16 2.96e-16 2.69e-16 73.62 -193.46
F10809   7.981 -13.689 3.17e-16 3.07e-16 1.47e-16 49.15 -208.56
F10414   8.034 -14.366 5.66e-16 3.99e-16 2.41e-16 50.09 -193.54
F10410   8.044 -14.604 4.80e-16 3.18e-16 2.10e-16 42.60 -193.55
F10402   8.058 -14.466 5.16e-16 3.67e-16 1.80e-16 66.92 -193.67
F10384   8.062 -14.553 5.81e-16 4.13e-16 2.01e-16 69.11 -193.57
F10382   8.072 -14.445 4.01e-16 3.11e-16 2.20e-16 54.25 -193.53
F10386   8.080 -14.566 3.97e-16 3.40e-16 2.41e-16 55.39 -193.61
F10808   8.085 -13.597 3.81e-16 2.99e-16 1.72e-16 50.97 -208.44
F10839   8.097 -14.365 4.46e-16 2.72e-16 2.03e-16 52.50 -208.35
F10388   8.097 -14.518 6.45e-16 4.68e-16 2.74e-16 55.18 -193.72
F10409   8.102 -14.459 4.21e-16 3.17e-16 2.86e-16 76.48 -193.48
F10392   8.105 -14.517 2.90e-16 2.37e-16 1.01e-16 44.80 -193.41
F10407   8.106 -14.526 4.10e-16 3.39e-16 1.69e-16 87.48 -193.64
F10383   8.115 -14.306 5.96e-16 3.73e-16 2.01e-16 61.06 -193.69
F10406   8.120 -14.494 7.14e-16 3.61e-16 2.94e-16 62.86 -193.64
F10389   8.121 -14.165 5.60e-16 3.48e-16 3.18e-16 58.48 -193.57
F10391   8.137 -14.404 4.82e-16 2.62e-16 1.67e-16 80.80 -193.51
F10419   8.142 -14.513 6.63e-16 4.05e-16 2.13e-16 51.59 -193.57
F10844   8.189 -13.458 4.00e-16 2.66e-16 1.69e-16 47.06 -208.39
F10385   8.193 -14.364 5.03e-16 3.51e-16 2.44e-16 74.83 -193.55
F10387   8.218 -14.497 6.62e-16 5.06e-16 2.80e-16 33.32 -193.60
F10814   8.231 -13.755 4.08e-16 3.14e-16 1.69e-16 53.73 -208.49
F10417   8.248 -14.765 4.22e-16 3.21e-16 1.51e-16 61.31 -193.45
F10828   8.289 -13.779 4.02e-16 2.59e-16 1.85e-16 74.87 -208.31
F10854   8.329 -13.778 3.42e-16 2.53e-16 1.67e-16 65.34 -208.51
F10399   8.333 -14.647 6.06e-16 4.36e-16 2.85e-16 60.97 -193.71
F10829   8.377 -13.789 4.65e-16 2.78e-16 1.75e-16 56.20 -208.60
F10823   8.390 -13.745 5.38e-16 2.88e-16 2.51e-16 52.52 -208.58
F10821   8.394 -13.829 2.41e-16 2.35e-16 1.31e-16 43.98 -208.41
F10824   8.399 -13.806 5.25e-16 4.01e-16 2.41e-16 55.12 -208.70
F10851   8.405 -13.788 3.99e-16 2.51e-16 1.44e-16 66.16 -208.61
F10830   8.423 -13.882 4.89e-16 3.19e-16 2.63e-16 30.02 -208.44
F10831   8.431 -13.826 3.73e-16 3.06e-16 2.46e-16 46.85 -208.62
F10815   8.432 -13.921 4.16e-16 3.64e-16 2.16e-16 64.21 -208.58
F10833   8.437 -13.823 4.65e-16 2.86e-16 2.76e-16 52.79 -208.58
F10813   8.438 -13.815 4.78e-16 2.71e-16 1.94e-16 62.26 -208.58
F10838   8.439 -13.811 5.10e-16 3.19e-16 1.86e-16 55.00 -208.42
F10836   8.439 -13.852 4.82e-16 3.30e-16 2.46e-16 71.14 -208.58
F10805   8.440 -13.815 5.09e-16 2.88e-16 1.66e-16 44.68 -208.45
F10832   8.441 -13.841 3.60e-16 3.46e-16 1.87e-16 32.87 -208.35
F10846   8.442 -13.818 5.11e-16 3.67e-16 2.55e-16 46.19 -208.42
F10804   8.450 -13.049 3.28e-16 3.36e-16 1.54e-16 79.89 -208.33
F10847   8.450 -13.810 4.10e-16 2.33e-16 2.02e-16 62.52 -208.52
F10837   8.468 -13.771 5.37e-16 3.91e-16 1.71e-16 30.05 -208.36
F10818   8.469 -14.065 3.65e-16 3.43e-16 2.11e-16 55.30 -208.32
F10849   8.472 -13.905 4.69e-16 3.72e-16 2.61e-16 42.86 -208.55
F10853   8.473 -13.937 4.54e-16 4.01e-16 2.57e-16 58.38 -208.60
F10852   8.475 -13.802 4.52e-16 3.39e-16 2.06e-16 72.04 -208.50
F10840   8.476 -13.818 6.11e-16 3.26e-16 3.42e-16 52.37 -208.65
F10827   8.500 -13.111 3.46e-16 2.82e-16 1.59e-16 58.87 -208.28
F10841   8.515 -13.761 4.10e-16 2.86e-16 2.01e-16 35.24 -208.39
F10416   8.522 -14.192 5.46e-16 3.74e-16 2.50e-16 57.56 -193.54
F10826   8.560 -13.833 4.90e-16 3.08e-16 1.67e-16 73.91 -208.40
F10810   8.580 -13.207 5.39e-16 2.69e-16 1.52e-16 65.86 -208.34
F10403   8.590 -14.601 3.29e-16 3.29e-16 1.96e-16 48.47 -193.39
F10843   8.592 -14.017 4.88e-16 2.90e-16 1.55e-16 51.15 -208.38
F10393   8.597 -14.195 5.14e-16 3.78e-16 2.28e-16 76.60 -193.50
F10411   8.612 -14.381 4.20e-16 3.12e-16 1.95e-16 42.15 -193.55
F10404   8.626 -14.975 7.23e-16 5.50e-16 2.60e-16 64.57 -193.57
F10850   8.664 -13.256 4.33e-16 3.73e-16 2.29e-16 49.06 -208.50
F10848   8.676 -13.773 4.33e-16 3.03e-16 2.35e-16 83.19 -208.47
F10817   8.682 -13.944 3.95e-16 2.94e-16 1.67e-16 28.87 -208.38
F10834   8.712 -14.078 3.39e-16 2.45e-16 1.50e-16 18.50 -208.57
F10400   8.748 -14.730 3.99e-16 2.48e-16 1.44e-16 59.45 -193.41
F10811   8.794 -13.796 5.43e-16 2.20e-16 2.29e-16 55.15 -208.47
F10845   8.981 -14.120 3.46e-16 2.99e-16 1.86e-16 63.10 -208.46
F10812   9.443 -14.268 5.61e-16 3.13e-16 2.76e-16 73.08 -208.76
F10835  10.043 -14.217 3.43e-16 3.24e-16 2.06e-16 68.71 -208.61
F10822  10.061 -14.163 4.29e-16 2.22e-16 1.74e-16 75.67 -208.45
F10401  10.703 -14.699 4.85e-16 2.25e-16 2.40e-16 38.46 -193.40
