name x y flux0 flux1 flux2 width rv
F06344  30.068   7.546 7.69e-16 5.34e-16 4.32e-16 77.42 -164.52
F06346  30.107   7.410 6.86e-16 5.67e-16 3.24e-16 85.51 -164.63
F06327  30.120   8.010 7.14e-16 5.67e-16 3.70e-16 71.70 -164.64
F06332  30.222   7.949 6.40e-16 4.42e-16 2.79e-16 92.03 -164.53
F06336  30.318   7.498 8.22e-16 5.77e-16 2.56e-16 107.47 -164.70
F06319  30.353   7.291 6.97e-16 4.78e-16 3.54e-16 53.93 -164.79
F06339  30.405   7.425 8.84e-16 6.89e-16 4.11e-16 72.39 -164.50
F06331  30.415   7.292 6.97e-16 5.65e-16 3.90e-16 72.61 -164.49
F06354  30.458   7.362 7.12e-16 5.22e-16 2.55e-16 93.93 -164.45
F06353  30.516   7.341 6.80e-16 5.35e-16 3.57e-16 90.87 -164.61
F06347  30.519   4.945 7.59e-16 5.56e-16 3.70e-16 66.26 -164.40
F06321  30.539   6.863 7.52e-16 4.46e-16 2.59e-16 47.65 -164.62
F06352  30.552   7.589 8.30e-16 5.51e-16 3.04e-16 69.55 -164.60
F06334  30.554   7.738 8.39e-16 4.78e-16 4.38e-16 62.61 -164.55
F06330  30.560   7.957 1.10e-15 5.18e-16 3.79e-16 98.39 -164.65
F06345  30.589   7.237 5.63e-16 3.94e-16 2.56e-16 66.29 -164.60
F06324  30.664   6.817 6.42e-16 4.42e-16 2.72e-16 67.14 -164.50
F06328  30.670   7.557 3.98e-16 3.73e-16 2.80e-16 116.54 -164.47
F06325  30.672   7.621 7.83e-16 5.29e-16 4.66e-16 64.82 -164.75
F06322  30.681   6.831 5.61e-16 3.16e-16 2.63e-16 81.76 -164.44
F06342  30.686   7.300 7.58e-16 6.50e-16 3.75e-16 75.13 -164.78
F06335  30.702   7.617 5.82e-16 4.86e-16 2.78e-16 66.69 -164.58
F06355  30.768   7.539 6.49e-16 3.80e-16 3.19e-16 62.85 -164.60
F06349  30.785   6.665 7.15e-16 4.28e-16 3.30e-16 54.72 -164.51
F06338  30.854   7.321 7.15e-16 6.00e-16 3.52e-16 89.38 -164.64
F06323  30.869   7.953 8.45e-16 4.36e-16 2.71e-16 69.32 -164.63
F06356  30.911   7.877 5.99e-16 6.68e-16 3.68e-16 61.18 -164.68
F06320  30.956   7.927 6.95e-16 5.46e-16 2.94e-16 77.02 -164.60
F06337  31.025   7.135 7.15e-16 5.54e-16 4.14e-16 42.78 -164.60
F06350  31.040   8.194 7.28e-16 4.44e-16 2.67e-16 97.35 -164.55
F06351  31.048   7.471 7.12e-16 5.86e-16 4.10e-16 44.57 -164.67
F06333  31.143   6.858 8.01e-16 5.43e-16 2.91e-16 87.74 -164.60
F06326  31.500   6.464 7.56e-16 4.39e-16 2.55e-16 92.33 -164.39
F06343  31.869   9.112 8.51e-16 6.25e-16 3.49e-16 68.59 -164.66
F09351  43.698   6.764 7.84e-17 6.10e-17 4.05e-17 10.93 -472.78
F09354  43.902   6.325 1.00e-16 4.98e-17 4.28e-17 13.90 -472.98
F09353  43.989   6.439 6.48e-17 5.90e-17 3.08e-17 19.63 -473.11
F09350  44.015   6.499 8.86e-17 5.35e-17 4.42e-17 16.41 -472.95
F09359  44.025   6.723 1.10e-16 5.98e-17 3.49e-17 13.74 -472.95
F09358  44.031   6.620 9.58e-17 7.53e-17 5.26e-17 28.78 -473.00
F10698  44.051   7.874 1.89e-17 1.87e-17 1.12e-17  6.98 -851.64
F09357  44.054   6.637 6.96e-17 4.72e-17 3.33e-17 21.96 -472.72
F09360  44.060   6.436 8.13e-17 6.32e-17 3.19e-17 23.33 -473.02
F09352  44.091   6.574 1.17e-16 8.98e-17 6.48e-17 36.20 -472.87
F10691  44.183   7.785 2.34e-17 1.37e-17 9.09e-18 12.70 -851.59
F10683  44.231   7.829 2.39e-17 1.76e-17 1.63e-17 11.46 -851.57
F10710  44.240   7.493 2.59e-17 1.96e-17 1.19e-17 13.54 -851.75
F10677  44.245   7.787 1.87e-17 2.35e-17 1.06e-17 12.98 -851.64
F10689  44.258   7.911 1.99e-17 1.85e-17 1.03e-17 12.63 -851.61
F10679  44.267   7.862 2.56e-17 1.88e-17 1.14e-17 11.59 -851.62
F10697  44.268   7.695 3.00e-17 2.04e-17 1.55e-17  8.58 -851.80
F10688  44.274   7.919 2.70e-17 2.06e-17 1.08e-17  9.83 -851.57
F09356  44.281   7.041 9.22e-17 8.28e-17 5.00e-17 16.98 -472.74
F10708  44.286   8.002 3.09e-17 1.91e-17 1.33e-17 10.13 -851.67
F10701  44.291   8.012 3.57e-17 2.03e-17 1.78e-17  8.15 -851.78
F10707  44.295   7.816 2.71e-17 2.11e-17 1.17e-17 11.55 -851.70
F10693  44.295   7.906 2.89e-17 2.24e-17 1.17e-17 17.49 -851.54
F10682  44.297   7.804 2.43e-17 1.64e-17 1.31e-17 15.05 -851.57
F10686  44.305   7.866 1.94e-17 1.85e-17 1.14e-17 14.04 -851.71
F10696  44.307   7.936 2.49e-17 1.77e-17 1.10e-17 14.27 -851.56
F10694  44.310   7.878 2.64e-17 1.73e-17 8.33e-18 14.28 -851.69
F10674  44.311   7.878 2.54e-17 2.15e-17 1.22e-17 17.59 -851.59
F10704  44.315   7.880 2.74e-17 1.80e-17 1.12e-17 18.63 -851.50
F10711  44.316   7.754 2.57e-17 1.83e-17 1.04e-17 11.30 -851.66
F10681  44.319   7.887 2.59e-17 2.28e-17 1.27e-17 11.19 -851.59
F10700  44.321   7.874 3.02e-17 2.13e-17 1.32e-17 21.26 -851.44
F10675  44.328   8.484 2.47e-17 1.89e-17 1.31e-17 16.59 -851.56
F10706  44.330   7.760 3.51e-17 3.24e-17 1.48e-17  8.51 -851.68
F10676  44.338   7.816 2.13e-17 1.94e-17 9.94e-18 12.64 -851.63
F10687  44.342   7.904 4.03e-17 2.60e-17 1.64e-17  9.11 -851.68
F10705  44.349   7.939 2.35e-17 1.85e-17 1.24e-17 13.19 -851.59
F10695  44.359   8.154 2.88e-17 2.31e-17 1.24e-17  9.84 -851.67
F10684  44.365   7.930 1.96e-17 1.49e-17 9.31e-18 12.60 -851.57
F10702  44.372   7.909 2.36e-17 1.47e-17 1.06e-17  8.81 -851.56
F10709  44.376   7.855 2.44e-17 1.64e-17 1.55e-17 12.76 -851.64
F10703  44.387   8.007 2.84e-17 1.54e-17 9.65e-18 17.43 -851.66
