name x y flux0 flux1 flux2 width rv
F09071 -12.015   6.885 2.07e-17 1.43e-17 8.19e-18 13.38 -955.87
F09082 -11.955   7.327 1.53e-17 1.19e-17 6.87e-18 15.28 -955.94
F09049 -11.949   7.197 1.66e-17 1.02e-17 8.19e-18 14.91 -955.99
F09073 -11.891   7.077 1.54e-17 1.01e-17 7.99e-18  8.00 -955.99
F09070 -11.884   7.272 1.72e-17 1.22e-17 9.79e-18 10.63 -956.01
F09041 -11.876   7.281 3.64e-17 2.34e-17 1.33e-17 10.38 -955.91
F09064 -11.836   7.201 1.68e-17 1.24e-17 7.99e-18  6.47 -955.93
F09085 -11.835   7.192 2.48e-17 1.29e-17 1.03e-17 14.54 -955.88
F09069 -11.835   7.202 1.75e-17 1.45e-17 8.55e-18 14.61 -955.83
F09067 -11.825   7.379 1.98e-17 1.38e-17 7.01e-18 11.41 -955.93
F09053 -11.825   7.019 1.98e-17 1.53e-17 1.21e-17 12.36 -956.10
F09055 -11.804   7.199 2.81e-17 1.64e-17 1.13e-17 10.73 -956.08
F09048 -11.796   7.182 1.65e-17 1.26e-17 8.36e-18  7.47 -955.90
F09050 -11.790   7.034 2.32e-17 1.57e-17 1.27e-17  8.69 -955.78
F09061 -11.784   7.127 1.33e-17 1.09e-17 6.10e-18 13.32 -955.82
F09060 -11.771   7.174 1.45e-17 1.09e-17 8.34e-18 11.16 -955.99
F09062 -11.763   7.216 2.00e-17 1.19e-17 7.67e-18  9.99 -955.85
F09078 -11.759   7.229 1.74e-17 1.39e-17 1.05e-17 14.29 -955.90
F09051 -11.758   7.222 2.86e-17 1.34e-17 1.04e-17  8.40 -956.05
F09077 -11.757   7.216 2.45e-17 1.78e-17 1.02e-17  7.52 -956.02
F09058 -11.757   7.205 2.44e-17 1.33e-17 9.82e-18 12.34 -955.94
F09045 -11.752   7.190 2.01e-17 1.15e-17 8.39e-18 15.08 -955.90
F09044 -11.751   7.110 1.99e-17 1.62e-17 1.13e-17  8.54 -956.01
F09076 -11.733   7.304 2.77e-17 1.51e-17 9.52e-18 12.54 -955.86
F09079 -11.732   7.214 1.41e-17 1.45e-17 9.83e-18  9.36 -955.82
F09084 -11.730   7.206 2.94e-17 1.52e-17 1.14e-17 11.84 -955.84
F09043 -11.728   7.199 1.82e-17 1.72e-17 9.71e-18  8.18 -956.00
F09063 -11.722   7.082 1.64e-17 1.41e-17 7.87e-18 12.04 -955.91
F09059 -11.721   7.295 2.37e-17 1.43e-17 9.50e-18  7.51 -955.90
F09054 -11.721   7.249 1.68e-17 1.53e-17 9.29e-18 15.30 -955.90
F09081 -11.712   7.177 3.12e-17 1.97e-17 1.11e-17 11.77 -955.78
F09065 -11.711   7.172 1.37e-17 1.37e-17 6.58e-18 11.39 -956.07
F09042 -11.710   7.248 1.93e-17 1.37e-17 7.07e-18  7.95 -955.83
F09075 -11.701   7.236 1.75e-17 1.49e-17 1.13e-17 19.40 -956.06
F09057 -11.667   7.182 2.69e-17 1.96e-17 9.72e-18 12.90 -955.85
F09080 -11.667   7.065 2.38e-17 1.20e-17 9.90e-18 11.04 -955.91
F09056 -11.662   7.180 1.87e-17 1.62e-17 8.25e-18 12.11 -955.87
F09046 -11.629   6.878 2.68e-17 1.63e-17 1.18e-17 10.01 -955.76
F09068 -11.618   7.042 2.68e-17 1.75e-17 1.05e-17  3.52 -955.91
F09074 -11.583   7.342 2.55e-17 1.76e-17 1.02e-17 18.19 -955.73
F09066 -11.569   7.138 2.51e-17 1.84e-17 1.08e-17  9.47 -955.89
F09072 -11.565   7.331 1.86e-17 1.80e-17 1.02e-17 18.76 -955.76
F09083 -11.509   7.660 2.58e-17 1.79e-17 1.00e-17  4.79 -955.77
F11435  -8.394  10.379 1.66e-17 1.23e-17 7.72e-18  7.73 -1098.85
F11448  -8.304  10.526 1.53e-17 1.07e-17 6.69e-18  9.48 -1098.88
F11437  -8.247  10.469 1.94e-17 1.14e-17 8.98e-18  8.61 -1099.06
F11442  -8.235  10.290 1.30e-17 1.38e-17 6.18e-18  7.10 -1099.12
F11424  -8.224  10.245 2.29e-17 1.61e-17 7.81e-18 12.96 -1098.82
F11429  -8.187  10.260 1.60e-17 1.20e-17 7.80e-18 10.25 -1098.85
F11446  -8.176  10.623 2.01e-17 1.38e-17 6.34e-18 13.57 -1098.90
F11425  -8.135  10.061 1.71e-17 1.14e-17 8.03e-18  9.27 -1098.71
F11453  -8.066  10.336 1.59e-17 1.74e-17 9.90e-18 14.36 -1098.80
F11449  -8.065  10.264 1.73e-17 1.35e-17 9.34e-18  7.20 -1098.81
