name x y flux0 flux1 flux2 width rv
F08424  31.867  19.602 5.34e-17 4.78e-17 2.69e-17 22.65 -516.78
F08411  31.935  19.913 6.58e-17 6.09e-17 3.69e-17 15.82 -517.08
F08425  32.098  20.267 9.55e-17 6.04e-17 3.98e-17 23.21 -516.84
F08433  32.154  19.924 5.57e-17 4.35e-17 2.77e-17 24.63 -517.01
F08409  32.161  20.333 7.12e-17 4.03e-17 2.65e-17 33.92 -516.87
F08403  32.202  20.376 1.05e-16 5.52e-17 4.39e-17 23.77 -516.82
F08401  32.245  20.420 9.15e-17 6.91e-17 3.98e-17 21.19 -516.83
F08418  32.266  20.424 7.62e-17 5.76e-17 3.08e-17 29.80 -517.00
F08427  32.283  20.196 6.40e-17 5.83e-17 3.29e-17 21.74 -517.15
F08399  32.299  19.937 6.35e-17 4.41e-17 3.46e-17 27.70 -516.99
F08408  32.300  20.357 8.18e-17 5.54e-17 3.20e-17 20.32 -517.03
F08406  32.300  20.381 7.05e-17 5.15e-17 3.88e-17 21.33 -516.83
F08419  32.312  20.113 9.02e-17 5.75e-17 4.21e-17 18.70 -516.94
F08421  32.316  20.066 7.36e-17 4.69e-17 3.48e-17 37.02 -516.81
F08430  32.322  20.116 9.28e-17 5.16e-17 3.68e-17 24.45 -516.85
F08398  32.323  20.198 8.30e-17 6.34e-17 3.85e-17 22.13 -516.90
F08417  32.331  20.142 8.57e-17 6.78e-17 3.28e-17 31.76 -516.68
F08410  32.334  20.284 7.90e-17 6.15e-17 4.18e-17 21.32 -516.99
F08428  32.340  20.328 7.33e-17 5.37e-17 3.55e-17 11.77 -516.97
F08402  32.344  20.109 9.09e-17 6.22e-17 4.06e-17 24.43 -516.92
F08431  32.345  20.057 7.07e-17 5.35e-17 3.25e-17 22.67 -516.76
F08432  32.346  20.117 7.92e-17 4.71e-17 3.30e-17 22.60 -516.85
F08420  32.353  20.129 9.69e-17 6.18e-17 3.89e-17 21.77 -516.91
F08435  32.356  20.154 4.91e-17 4.15e-17 2.55e-17 24.16 -516.96
F08436  32.358  20.008 6.67e-17 4.87e-17 2.39e-17 21.16 -516.96
F08404  32.358  20.120 8.19e-17 5.61e-17 3.33e-17 18.16 -516.85
F08407  32.364  20.143 7.52e-17 4.42e-17 2.77e-17 19.78 -516.92
F08423  32.380  20.176 4.90e-17 4.53e-17 2.48e-17 17.42 -516.95
F08412  32.399  20.357 8.57e-17 5.86e-17 4.10e-17 18.79 -516.90
F08416  32.436  20.380 6.96e-17 5.23e-17 4.38e-17 23.18 -517.04
F08413  32.438  19.754 7.72e-17 5.15e-17 3.74e-17 19.28 -517.07
F08400  32.438  20.146 6.29e-17 3.96e-17 2.57e-17 18.20 -516.87
F08405  32.456  20.163 7.40e-17 5.05e-17 4.07e-17 18.47 -516.81
F08414  32.493  19.138 7.71e-17 6.63e-17 3.88e-17 26.45 -517.01
F08429  32.504  20.111 5.58e-17 4.07e-17 2.72e-17 15.02 -516.83
