name x y flux0 flux1 flux2 width rv
F11590   8.253  -9.991 4.91e-17 2.79e-17 1.96e-17 13.27 -768.48
F11592   8.258  -9.741 2.51e-17 2.68e-17 1.27e-17 18.34 -768.55
F11584   8.328  -9.853 3.72e-17 2.45e-17 2.11e-17  8.10 -768.36
F11594   8.330  -9.969 2.82e-17 2.58e-17 1.88e-17 17.68 -768.48
F11599   8.377  -9.834 2.69e-17 1.80e-17 1.55e-17 12.26 -768.38
F11597   8.377  -9.840 2.23e-17 2.06e-17 1.38e-17 15.51 -768.31
F11593   8.378  -9.836 3.49e-17 2.40e-17 1.79e-17 11.65 -768.42
F11596   8.378  -9.826 2.47e-17 2.14e-17 1.32e-17 10.58 -768.57
F11587   8.385  -9.842 2.54e-17 1.92e-17 1.75e-17 14.99 -768.24
F11589   8.402  -9.569 3.10e-17 2.38e-17 1.99e-17 16.39 -768.51
F11586   8.418  -9.860 3.78e-17 3.53e-17 1.98e-17 10.12 -768.28
F11588   8.422  -9.892 3.62e-17 2.54e-17 1.42e-17  8.45 -768.36
F11591   8.423  -9.858 3.96e-17 3.59e-17 1.68e-17 18.62 -768.41
F11595   8.475  -9.913 3.10e-17 2.15e-17 1.55e-17 14.06 -768.40
F11598   8.690  -9.452 2.69e-17 1.60e-17 1.34e-17 13.25 -768.23
F11585   8.861  -9.977 3.50e-17 2.51e-17 1.74e-17  8.30 -768.19
F02306   9.552  -2.515 1.61e-17 1.09e-17 6.60e-18 13.41 -934.10
F02301   9.771  -2.568 1.90e-17 1.15e-17 7.68e-18  9.47 -934.15
F02307   9.779  -2.638 1.75e-17 1.21e-17 8.62e-18 10.02 -933.84
F02312   9.799  -2.630 1.66e-17 1.35e-17 8.81e-18 14.59 -934.06
F02298   9.835  -2.608 2.48e-17 2.00e-17 1.27e-17  9.22 -934.13
F02295   9.839  -2.582 2.58e-17 1.87e-17 1.03e-17 11.38 -934.11
F02302   9.845  -2.616 2.34e-17 1.45e-17 1.20e-17 12.63 -934.09
F02300   9.852  -2.631 1.81e-17 1.59e-17 8.76e-18  7.64 -933.96
F02304   9.853  -2.629 2.97e-17 2.27e-17 1.26e-17 11.48 -933.92
F02299   9.859  -2.714 2.23e-17 1.76e-17 1.10e-17 13.01 -933.91
F02309   9.870  -2.645 1.91e-17 1.50e-17 9.41e-18 11.96 -934.05
F02297   9.875  -2.610 2.10e-17 2.01e-17 1.03e-17 17.10 -934.10
F02296   9.891  -2.626 2.52e-17 1.46e-17 8.67e-18 11.71 -933.99
F02303   9.896  -2.276 2.11e-17 1.41e-17 9.19e-18 13.11 -934.04
F02308   9.910  -2.582 2.00e-17 1.33e-17 1.04e-17 11.88 -934.02
F02310   9.930  -2.680 1.92e-17 1.59e-17 9.91e-18  8.47 -934.00
F02305   9.937  -2.651 3.14e-17 1.40e-17 9.87e-18 13.26 -934.00
F02311   9.950  -2.784 1.91e-17 1.70e-17 1.19e-17  8.97 -934.01
F02294  10.018  -2.666 1.86e-17 1.51e-17 1.01e-17  7.93 -934.14
