name x y flux0 flux1 flux2 width rv
F05784  -5.219  12.133 3.25e-17 2.81e-17 1.65e-17 13.01 -712.31
F05786  -5.118  12.401 3.40e-17 2.13e-17 1.57e-17 11.84 -712.31
F05789  -5.033  12.635 4.56e-17 3.17e-17 1.82e-17 19.44 -712.21
F05752  -5.011  12.308 3.19e-17 2.76e-17 1.44e-17 20.38 -712.36
F05755  -5.010  12.187 4.02e-17 2.83e-17 1.81e-17 30.79 -712.50
F05780  -5.003  12.112 4.38e-17 3.38e-17 2.57e-17 13.99 -712.46
F05756  -4.998  12.302 5.08e-17 3.24e-17 2.21e-17 17.74 -712.20
F05762  -4.969  12.340 3.96e-17 2.95e-17 2.31e-17 17.59 -712.57
F05792  -4.966  12.078 2.97e-17 2.13e-17 1.68e-17 13.81 -712.42
F05770  -4.962  12.176 3.74e-17 2.13e-17 1.62e-17 11.93 -712.36
F05758  -4.962  12.152 2.65e-17 2.03e-17 1.19e-17 19.96 -712.32
F05774  -4.930  12.194 3.45e-17 2.38e-17 1.33e-17 19.65 -712.30
F05750  -4.922  12.159 4.44e-17 3.69e-17 2.33e-17 25.46 -712.26
F05768  -4.919  12.205 4.31e-17 4.00e-17 2.00e-17 13.64 -712.35
F05748  -4.916  11.815 2.83e-17 2.20e-17 1.31e-17 16.80 -712.37
F05766  -4.912  12.193 3.31e-17 2.50e-17 1.44e-17 17.23 -712.17
F05783  -4.907  12.185 3.92e-17 2.36e-17 1.61e-17 15.98 -712.38
F05772  -4.906  12.186 4.35e-17 3.27e-17 1.90e-17 14.29 -712.43
F05759  -4.906  12.187 5.34e-17 3.40e-17 1.69e-17 13.63 -712.19
F05760  -4.902  12.185 4.42e-17 2.88e-17 2.05e-17  9.40 -712.31
F05788  -4.901  12.181 3.73e-17 2.93e-17 2.33e-17 25.15 -712.35
F05747  -4.901  12.235 4.13e-17 2.54e-17 1.38e-17 13.09 -712.24
F05776  -4.901  12.190 3.22e-17 1.98e-17 1.45e-17 20.11 -712.35
F05769  -4.899  12.181 3.22e-17 2.03e-17 1.50e-17 10.12 -712.40
F05778  -4.898  12.188 4.38e-17 3.03e-17 2.47e-17 17.71 -712.27
F05757  -4.896  12.185 4.55e-17 2.29e-17 1.70e-17 11.64 -712.25
F05746  -4.894  12.200 4.09e-17 3.95e-17 2.09e-17 13.45 -712.39
F05767  -4.889  12.168 3.54e-17 2.67e-17 1.65e-17 21.15 -712.34
F05790  -4.888  12.386 4.35e-17 2.92e-17 1.64e-17 19.21 -712.12
F05782  -4.888  12.168 3.98e-17 3.39e-17 1.71e-17 15.39 -712.32
F05785  -4.885  12.189 2.91e-17 1.88e-17 1.21e-17 17.43 -712.33
F05745  -4.880  12.136 4.19e-17 3.51e-17 2.04e-17 15.85 -712.03
F05775  -4.878  12.173 4.22e-17 3.30e-17 2.28e-17 18.79 -712.17
F05773  -4.875  12.095 3.43e-17 2.38e-17 1.45e-17 15.73 -712.47
F05753  -4.865  12.188 4.02e-17 2.45e-17 2.31e-17 11.08 -712.32
F05761  -4.860  12.114 3.08e-17 1.98e-17 1.48e-17 24.21 -712.39
F05781  -4.860  12.232 4.90e-17 3.07e-17 1.83e-17 16.30 -712.48
F05751  -4.852  12.194 3.73e-17 2.37e-17 1.90e-17 14.16 -712.33
F05764  -4.834  11.829 4.95e-17 3.44e-17 2.00e-17 11.70 -712.44
F05777  -4.834  12.170 3.52e-17 2.11e-17 1.60e-17 15.92 -712.35
F05763  -4.823  12.337 4.20e-17 2.90e-17 2.65e-17 19.49 -712.18
