name x y flux0 flux1 flux2 width rv
F00387 -14.948  30.633 4.58e-16 3.17e-16 2.04e-16 51.02 -186.75
F00377 -14.759  30.840 5.89e-16 4.36e-16 2.74e-16 44.68 -186.76
F00385 -14.631  30.566 4.77e-16 3.11e-16 2.28e-16 68.77 -186.70
F00391 -14.553  30.360 3.87e-16 2.66e-16 1.80e-16 71.11 -186.72
F00380 -14.551  30.605 6.70e-16 4.29e-16 2.69e-16 71.35 -186.80
F00382 -13.958  30.081 4.58e-16 3.30e-16 2.28e-16 21.15 -186.84
F00400 -13.001  30.311 6.19e-16 4.13e-16 2.77e-16 76.19 -186.84
F04674  -4.254  41.336 7.32e-17 4.94e-17 3.28e-17 22.37 -483.15
F03264  -3.960  44.793 1.32e-16 9.47e-17 6.17e-17 23.45 -435.34
F04685  -3.850  40.860 8.50e-17 6.42e-17 3.94e-17 26.06 -483.24
F04688  -3.759  40.409 8.37e-17 5.69e-17 3.66e-17 20.36 -483.08
F04692  -3.609  40.456 8.62e-17 5.88e-17 4.22e-17 25.01 -483.20
F04696  -3.560  40.619 7.35e-17 5.22e-17 3.83e-17 24.56 -483.09
F04689  -3.538  41.241 8.55e-17 6.56e-17 4.08e-17 15.65 -483.08
F04691  -3.526  40.387 7.54e-17 5.91e-17 3.64e-17 16.48 -483.15
F04695  -3.526  40.698 8.57e-17 6.07e-17 3.61e-17 19.04 -483.28
F04690  -3.452  40.526 8.20e-17 5.82e-17 3.65e-17 22.76 -483.26
F04672  -3.450  40.513 7.86e-17 5.58e-17 3.98e-17 15.96 -483.30
F04697  -3.424  40.588 9.51e-17 7.28e-17 4.36e-17 15.77 -483.21
F04698  -3.416  40.535 8.79e-17 6.19e-17 4.34e-17 30.21 -483.27
F04687  -3.408  40.242 9.36e-17 5.61e-17 3.82e-17 30.20 -483.52
F04682  -3.401  40.504 7.38e-17 5.44e-17 4.06e-17 25.30 -483.36
F04694  -3.379  40.549 7.93e-17 5.43e-17 3.66e-17 20.89 -483.03
F04700  -3.377  40.546 6.37e-17 5.51e-17 3.08e-17 22.01 -483.26
F04699  -3.374  40.555 1.02e-16 6.63e-17 4.09e-17 34.47 -483.18
F04683  -3.371  40.561 8.43e-17 5.86e-17 3.52e-17 15.28 -483.07
F04684  -3.371  40.560 7.98e-17 6.10e-17 3.60e-17 20.39 -483.27
F04668  -3.366  40.507 7.54e-17 5.40e-17 3.61e-17 23.48 -483.17
F04671  -3.365  40.653 8.12e-17 6.06e-17 3.69e-17 25.80 -483.28
F04670  -3.362  40.555 7.65e-17 5.63e-17 3.79e-17 33.10 -483.24
F04679  -3.360  40.540 8.77e-17 5.93e-17 4.23e-17 15.87 -483.24
F04673  -3.359  40.567 7.67e-17 5.79e-17 3.97e-17 16.93 -483.23
F04693  -3.359  40.683 7.49e-17 5.33e-17 3.88e-17 20.78 -483.27
F04681  -3.352  40.553 7.50e-17 5.06e-17 3.16e-17 18.85 -483.24
F04686  -3.349  40.502 1.15e-16 7.11e-17 4.95e-17 12.18 -483.11
F04680  -3.311  40.910 1.13e-16 6.24e-17 4.21e-17 25.07 -483.17
F04675  -3.231  40.594 7.56e-17 4.54e-17 3.47e-17 24.12 -483.16
F04677  -3.178  40.477 7.48e-17 5.49e-17 3.55e-17 32.90 -483.26
F04701  -2.916  40.593 7.12e-17 5.34e-17 3.22e-17 32.55 -483.27
F04676  -2.836  40.636 9.43e-17 7.06e-17 4.47e-17 28.95 -483.07
F04669  -2.758  40.323 8.42e-17 5.64e-17 3.86e-17 20.74 -483.15
F04678  -2.558  40.813 8.14e-17 6.15e-17 4.14e-17 17.52 -483.25
