name x y flux0 flux1 flux2 width rv
F02637 -23.064 -34.894 9.13e-17 5.38e-17 4.28e-17 25.42 -346.54
F02630 -22.875 -32.400 1.56e-16 1.16e-16 9.97e-17 34.55 -346.18
F02627 -22.686 -34.431 1.16e-16 1.38e-16 7.38e-17 27.25 -346.45
F02629 -22.616 -33.857 2.29e-16 1.61e-16 1.34e-16 28.42 -346.52
F02631 -22.577 -34.577 1.19e-16 8.51e-17 8.49e-17 30.54 -346.55
F02651 -22.512 -34.290 1.70e-16 9.34e-17 7.20e-17 21.31 -346.33
F02625 -22.332 -34.269 2.07e-16 1.38e-16 6.45e-17 33.06 -346.37
F02622 -22.316 -34.526 1.43e-16 7.94e-17 4.54e-17 35.28 -346.30
F02647 -22.309 -34.959 2.46e-16 1.70e-16 1.05e-16 31.31 -346.41
F02633 -22.293 -34.611 1.94e-16 1.28e-16 8.48e-17 25.80 -346.49
F02636 -22.280 -34.478 1.56e-16 1.13e-16 6.23e-17 31.00 -346.54
F02643 -22.257 -34.627 1.39e-16 1.08e-16 8.01e-17 33.66 -346.37
F02640 -22.252 -34.421 1.52e-16 1.03e-16 7.80e-17 32.09 -346.37
F02658 -22.252 -34.257 2.12e-16 1.35e-16 8.90e-17 18.82 -346.41
F02659 -22.245 -33.746 1.76e-16 1.24e-16 6.43e-17 32.56 -346.28
F02644 -22.241 -33.811 1.46e-16 1.11e-16 5.45e-17 21.83 -346.49
F02646 -22.185 -34.351 1.37e-16 9.55e-17 6.62e-17 34.54 -346.34
F02624 -22.170 -34.447 1.87e-16 1.91e-16 9.19e-17 33.54 -346.51
F02656 -22.161 -34.497 1.98e-16 9.52e-17 7.66e-17 34.18 -346.47
F02655 -22.160 -34.422 1.51e-16 9.14e-17 7.76e-17 34.39 -346.41
F02649 -22.159 -34.399 2.78e-16 1.39e-16 1.31e-16 25.15 -346.28
F02657 -22.148 -34.430 1.67e-16 1.07e-16 8.65e-17 53.45 -346.50
F02650 -22.136 -34.481 1.60e-16 1.11e-16 6.99e-17 32.27 -346.31
F02654 -22.130 -34.495 1.26e-16 1.28e-16 9.45e-17 30.06 -346.61
F02660 -22.128 -34.432 1.18e-16 9.12e-17 5.93e-17 23.27 -346.51
F02621 -22.113 -34.508 1.78e-16 1.52e-16 8.30e-17 22.33 -346.54
F02626 -22.112 -34.451 2.03e-16 8.97e-17 5.73e-17 26.73 -346.54
F02652 -22.089 -34.317 1.70e-16 1.33e-16 8.03e-17 33.33 -346.31
F02638 -22.069 -34.226 1.63e-16 1.21e-16 7.09e-17 34.92 -346.41
F02623 -22.037 -34.579 1.43e-16 1.45e-16 6.56e-17 20.37 -346.54
F02641 -21.948 -34.404 1.36e-16 1.53e-16 6.55e-17 26.48 -346.57
F02653 -21.937 -33.326 1.38e-16 8.70e-17 6.26e-17 27.95 -346.38
F02648 -21.895 -35.596 1.10e-16 6.23e-17 3.88e-17 30.68 -346.36
F02634 -21.858 -34.577 1.27e-16 9.05e-17 7.00e-17 38.09 -346.44
F02645 -21.846 -34.296 1.88e-16 1.42e-16 5.66e-17 27.52 -346.44
F02661 -21.836 -34.352 1.64e-16 9.73e-17 6.07e-17 26.13 -346.41
F02628 -21.622 -35.234 2.14e-16 1.45e-16 1.06e-16 31.10 -346.56
F02632 -21.519 -34.468 1.63e-16 1.45e-16 1.15e-16 30.47 -346.41
F02642 -21.440 -34.497 1.34e-16 6.17e-17 6.59e-17 43.56 -346.31
F02639 -21.282 -33.500 1.34e-16 1.02e-16 5.64e-17 28.07 -346.28
F02635 -20.805 -34.118 1.50e-16 1.09e-16 6.85e-17 24.60 -346.36
