Time,Flux
0.0,1.3428361227025638
1.0,1.3332580439180244
2.0,1.2993576536587146
3.0,1.2686037364379847
4.0,1.2750406596054016
5.0,1.231973718050156
6.0,1.1802465010853098
7.0,1.185966501841856
8.0,1.1533804834159984
9.0,1.122134214963252
10.0,1.0993918760503258
11.0,1.0675885579551494
12.0,1.050887803552012
13.0,1.0024991568309873
14.0,1.0297616225336437
15.0,1.0931261696060017
16.0,1.1685869887729141
17.0,1.1980032593059178
18.0,1.2990486662031298
19.0,1.3432004537254703
20.0,1.3287991898930143
21.0,1.313100999743999
22.0,1.2714493974520018
23.0,1.2547374188288576
24.0,1.2192106484922056
25.0,1.186537668510731
26.0,1.1731008132131047
27.0,1.142542039958618
28.0,1.1339513780928894
29.0,1.06963718754471
30.0,1.080744796356441
31.0,1.0427411762548067
32.0,1.0230516770091054
33.0,1.0251356132339546
34.0,1.0647638231921042
35.0,1.1670040641275132
36.0,1.2291484421249854
37.0,1.2901476262908582
38.0,1.3435672918872814
39.0,1.3215998682516803
40.0,1.3050039917073317
41.0,1.3180861579570071
42.0,1.2826480017848443
43.0,1.1968420360783274
44.0,1.2135614438498867
45.0,1.1644445363202127
46.0,1.1749865139860831
47.0,1.138880212600076
48.0,1.1115022094424059
49.0,1.097188288205636
50.0,1.0733213734518778
51.0,1.0177157499049019
52.0,0.9926860839541242
53.0,1.079486835893909
54.0,1.1650990199600746
55.0,1.2096572721395058
56.0,1.2732265305095565
57.0,1.351193677887261
58.0,1.3302674138294661
59.0,1.3056676446394404
60.0,1.2872410369916565
61.0,1.292359284121946
62.0,1.2340053739012413
63.0,1.230047642394809
64.0,1.1755025631557592
65.0,1.1540850108029275
66.0,1.1534551938110693
67.0,1.1204208186145916
68.0,1.0844707472995467
69.0,1.0806048170760125
70.0,1.0428708134424751
71.0,1.013258979062599
72.0,1.0621613593814323
73.0,1.1031297610475752
74.0,1.1668413618649167
75.0,1.22689145045649
76.0,1.3279902465931728
77.0,1.3308549804875285
78.0,1.2982688212712408
79.0,1.314422692675227
80.0,1.2539051042547993
81.0,1.2265596828749303
82.0,1.2350464886397183
83.0,1.208766913308151
84.0,1.13541266113794
85.0,1.1324224975759893
86.0,1.1308019288674325
87.0,1.1012910161910072
88.0,1.0893723526210763
89.0,1.0452521834793074
90.0,1.002031186262722
91.0,1.0140352675078852
92.0,1.1232866007726978
93.0,1.1818627221859341
94.0,1.2420980530440275
95.0,1.306446541872486
96.0,1.3520810432686006
97.0,1.313096330268483
98.0,1.3116445490134878
99.0,1.2708680445162643
100.0,1.2502023230211452
101.0,1.2276757070937245
102.0,1.1977501296158342
103.0,1.1759225311609987
104.0,1.1223123210650183
105.0,1.1235826765575063
106.0,1.1076238022559346
107.0,1.089451828220368
108.0,1.055005370322429
109.0,1.0122522416281707
110.0,1.00955603946229
111.0,1.0891494401005988
112.0,1.1600147366710496
113.0,1.2430073683394918
114.0,1.3177582230334515
115.0,1.3721731087434987
116.0,1.3271092986803177
117.0,1.30661836179726
118.0,1.264765548205531
119.0,1.2298631010639838
