name x y flux0 flux1 flux2 width rv
F02572 -26.899  -3.554 8.42e-17 6.86e-17 6.05e-17 23.37 -473.92
F02567 -26.323  -3.149 6.41e-17 4.24e-17 4.01e-17 21.21 -474.07
F02578 -26.290  -3.419 8.76e-17 5.86e-17 3.92e-17 29.43 -474.13
F02577 -26.233  -3.491 1.01e-16 7.65e-17 4.34e-17 13.34 -474.26
F02580 -26.232  -3.445 5.69e-17 5.58e-17 2.08e-17 26.41 -474.14
F02569 -26.222  -3.450 8.96e-17 6.98e-17 4.94e-17 23.76 -474.29
F02581 -26.219  -3.473 6.36e-17 6.08e-17 3.70e-17 19.89 -474.40
F02566 -26.217  -3.502 9.03e-17 6.52e-17 5.84e-17 25.98 -474.11
F02570 -26.204  -3.463 6.39e-17 5.19e-17 3.93e-17 20.82 -474.21
F02582 -26.201  -3.462 7.80e-17 6.20e-17 4.03e-17 19.22 -474.04
F02565 -26.189  -3.405 6.55e-17 5.21e-17 3.12e-17 15.97 -474.07
F02571 -26.179  -3.521 6.51e-17 6.15e-17 4.43e-17 20.85 -473.92
F02573 -26.168  -3.315 9.21e-17 8.14e-17 4.19e-17 14.99 -474.08
F02579 -26.147  -3.435 8.42e-17 5.95e-17 3.22e-17 29.59 -474.22
F02574 -26.107  -3.532 7.65e-17 4.88e-17 2.91e-17 23.70 -473.93
F02568 -26.066  -3.297 8.29e-17 5.54e-17 3.68e-17 24.30 -474.13
F02575 -25.957  -3.338 7.92e-17 8.06e-17 4.67e-17 15.35 -474.19
F02576 -25.836  -3.218 6.07e-17 4.82e-17 2.59e-17 28.21 -474.17
F05042 -22.959 -12.965 1.38e-17 1.25e-17 1.07e-17 11.54 -954.39
F05043 -22.683 -12.707 2.31e-17 1.52e-17 1.06e-17  8.03 -954.39
F05040 -22.644 -12.713 1.64e-17 1.28e-17 1.00e-17 11.38 -954.34
F05041 -22.615 -12.715 2.69e-17 1.50e-17 1.25e-17 11.09 -954.30
F05039 -22.537 -12.695 2.15e-17 2.15e-17 1.02e-17 11.58 -954.23
