Time,Flux
0.0,1.0892758926953
1.0,1.1290719223711962
2.0,1.1014631562132051
3.0,1.1373804254647308
4.0,1.1538307340461027
5.0,1.1729331185218788
6.0,1.1414494366529402
7.0,1.172125702281722
8.0,1.171033131410453
9.0,1.1796979447668727
10.0,1.189262069386507
11.0,1.1810010400825566
12.0,1.2141182258843741
13.0,1.223688714538335
14.0,1.2145912938085845
15.0,1.2255126449797313
16.0,1.2337750604613384
17.0,1.2485966525712133
18.0,1.2675730156120606
19.0,1.2733044591493299
20.0,1.2713708545596112
21.0,1.3078985419143203
22.0,1.3051160169462506
23.0,1.308995009964277
24.0,1.32832867109175
25.0,1.350298372503076
26.0,1.3514451931235563
27.0,1.3596981401224535
28.0,1.3626602271372115
29.0,1.3696829603249077
30.0,1.4067267796997407
31.0,1.3416899915832363
32.0,1.277797161138867
33.0,1.2365383072814486
34.0,1.1473156966649676
35.0,1.151788057301769
36.0,1.06671368662044
37.0,0.9943133347893098
38.0,1.0155653481984104
39.0,1.0457633881998505
40.0,1.0092069314490528
41.0,1.029011995901637
42.0,1.0502458042584153
43.0,1.0707776300271747
44.0,1.0338677461148609
45.0,1.0857535890117933
46.0,1.0811280686207618
47.0,1.0832397577008845
48.0,1.0915519881506983
49.0,1.1122113598638268
50.0,1.1019065279080111
51.0,1.1454729050696415
52.0,1.1111758202753026
53.0,1.1369329060940192
54.0,1.1592478229519736
55.0,1.1646797059005312
56.0,1.1712757879565874
57.0,1.1768552662527876
58.0,1.22254104322248
59.0,1.196221497294183
60.0,1.2330949351380247
61.0,1.2202198620027833
62.0,1.204422395439959
63.0,1.2000760571037636
64.0,1.2527116702191443
65.0,1.308419780871213
66.0,1.2505658225460579
67.0,1.240879434141282
68.0,1.2796389497592748
69.0,1.2930346081564295
70.0,1.309970903458204
71.0,1.3247950299994116
72.0,1.3293812221588295
73.0,1.3187157216576537
74.0,1.3221654584813165
75.0,1.3676783134646675
76.0,1.345588839238085
77.0,1.342463200830118
78.0,1.3748665439960968
79.0,1.3743727293026118
80.0,1.364899370102229
81.0,1.3025385275757932
82.0,1.2169987666433442
83.0,1.1563470567425354
84.0,1.1364854850793198
85.0,1.0692410421091125
86.0,1.0021680318692663
87.0,1.0346339599200676
88.0,1.0021156218957483
89.0,1.0240276430019755
90.0,1.0405980259052028
91.0,1.0206735449080038
92.0,1.0523523479360934
93.0,1.0613813727949704
94.0,1.0580659897978473
95.0,1.0924491192224965
96.0,1.075041174917975
97.0,1.1002654542058246
98.0,1.0847686785279589
99.0,1.114170190576956
100.0,1.1369382193641195
101.0,1.1285899915589666
102.0,1.1572135721365968
103.0,1.1489539091268288
104.0,1.132308190082421
105.0,1.1571160500365918
106.0,1.1736222678054269
107.0,1.184539947500435
108.0,1.187897480123637
109.0,1.2023056187990129
110.0,1.1910674289910095
111.0,1.2344013039268213
112.0,1.227735934488582
113.0,1.2443904584865721
114.0,1.232615889172446
115.0,1.2562539822063723
116.0,1.2909107709157057
117.0,1.2736749261471134
118.0,1.2902723592717142
119.0,1.2857930311373065
