name x y flux0 flux1 flux2 width rv
F01338 -11.764 -14.413 5.63e-16 3.66e-16 2.09e-16 44.45 -207.21
F01325 -10.467 -14.450 5.68e-16 4.14e-16 2.76e-16 40.97 -207.37
F01340  -9.727 -14.881 5.47e-16 3.39e-16 2.63e-16 38.60 -207.36
F05589  -9.686  -7.519 2.05e-17 2.08e-17 6.84e-18 13.88 -810.97
F05569  -9.602  -7.519 2.59e-17 1.60e-17 1.15e-17 10.39 -810.78
F05572  -9.595  -8.049 3.62e-17 3.00e-17 1.49e-17  7.78 -810.90
F05592  -9.586  -7.480 2.42e-17 1.45e-17 1.16e-17 13.81 -810.83
F05563  -9.579  -7.575 1.36e-17 1.20e-17 7.78e-18 15.51 -810.86
F05582  -9.568  -7.496 3.38e-17 3.31e-17 1.77e-17 13.02 -810.76
F01346  -9.495 -13.858 3.92e-16 2.62e-16 1.53e-16 45.32 -207.19
F05568  -9.469  -7.532 1.59e-17 1.36e-17 7.00e-18  8.29 -810.64
F05580  -9.451  -7.673 2.56e-17 1.63e-17 1.04e-17 18.25 -810.69
F05604  -9.428  -7.594 3.58e-17 2.57e-17 1.79e-17 11.89 -810.93
F05601  -9.427  -7.571 2.49e-17 2.10e-17 1.37e-17 21.09 -810.85
F05576  -9.427  -7.514 3.34e-17 1.74e-17 1.41e-17 11.70 -810.93
F05556  -9.419  -7.810 3.78e-17 2.32e-17 1.66e-17 14.99 -810.96
F05574  -9.413  -7.574 3.17e-17 1.72e-17 1.27e-17 12.12 -810.73
F05571  -9.413  -7.585 2.25e-17 1.42e-17 8.75e-18 11.35 -810.77
F05560  -9.409  -7.625 3.10e-17 2.19e-17 1.48e-17 19.99 -811.01
F05564  -9.400  -7.371 3.41e-17 2.10e-17 1.39e-17  9.54 -810.96
F05573  -9.381  -7.605 2.68e-17 1.85e-17 1.33e-17 15.71 -810.77
F05578  -9.375  -7.639 3.41e-17 2.03e-17 1.55e-17 14.27 -810.85
F05600  -9.368  -7.138 2.68e-17 1.52e-17 1.13e-17 13.76 -810.77
F05555  -9.365  -7.582 2.27e-17 1.03e-17 7.77e-18  8.78 -810.98
F05595  -9.361  -7.833 2.24e-17 1.95e-17 1.27e-17 12.44 -810.86
F05599  -9.359  -7.622 2.73e-17 2.47e-17 1.64e-17 21.46 -810.80
F05591  -9.354  -7.627 2.98e-17 1.88e-17 1.09e-17  9.32 -810.72
F05594  -9.352  -7.623 2.20e-17 1.72e-17 1.29e-17 11.62 -811.01
F05586  -9.351  -7.591 2.88e-17 1.54e-17 1.43e-17 11.32 -811.00
F05584  -9.349  -7.603 4.08e-17 2.16e-17 1.69e-17 12.90 -810.91
F05603  -9.347  -7.772 2.82e-17 1.59e-17 1.33e-17 13.47 -810.95
F05590  -9.346  -7.622 2.07e-17 2.36e-17 1.03e-17 10.80 -810.65
F05553  -9.346  -7.631 1.91e-17 1.51e-17 9.30e-18 15.18 -810.95
F05587  -9.345  -7.534 3.24e-17 2.27e-17 1.53e-17 15.71 -810.75
F05602  -9.345  -7.607 3.20e-17 1.93e-17 1.36e-17 14.15 -810.83
F05559  -9.344  -7.615 3.11e-17 1.93e-17 1.28e-17 10.67 -810.73
F05577  -9.344  -7.598 2.32e-17 1.64e-17 1.44e-17  8.75 -811.02
F05562  -9.343  -7.506 5.34e-17 2.76e-17 2.33e-17 20.44 -810.93
F05597  -9.341  -7.631 2.17e-17 1.86e-17 1.22e-17 13.55 -810.83
F05579  -9.339  -7.609 2.27e-17 1.58e-17 1.44e-17 16.65 -810.87
F05567  -9.337  -7.585 2.62e-17 1.89e-17 1.30e-17  9.63 -810.74
F05566  -9.337  -7.604 4.49e-17 2.30e-17 1.89e-17 13.04 -810.86
F05561  -9.336  -7.605 2.42e-17 1.59e-17 1.22e-17 12.46 -811.01
F05583  -9.328  -7.556 3.24e-17 1.94e-17 1.31e-17 15.48 -810.77
F05593  -9.328  -7.613 2.49e-17 1.61e-17 9.66e-18 14.56 -811.01
F05554  -9.321  -7.618 2.13e-17 1.09e-17 7.70e-18 21.58 -810.62
F05581  -9.314  -7.341 2.20e-17 1.87e-17 1.13e-17 18.26 -810.80
F05570  -9.297  -7.352 3.74e-17 3.01e-17 1.77e-17 17.63 -810.95
F05598  -9.287  -7.723 3.06e-17 2.06e-17 1.23e-17 13.04 -810.95
F05575  -9.281  -7.719 3.57e-17 1.90e-17 1.04e-17 10.12 -810.94
F05558  -9.251  -7.692 2.27e-17 2.09e-17 9.97e-18 16.28 -810.69
F05565  -9.228  -7.526 2.35e-17 1.44e-17 1.13e-17  8.73 -810.76
F05557  -9.223  -7.598 2.32e-17 2.35e-17 9.13e-18 15.85 -810.98
F05588  -9.215  -7.653 2.63e-17 2.14e-17 1.58e-17  9.72 -810.81
F05585  -9.205  -7.559 2.81e-17 2.24e-17 1.53e-17  8.34 -810.94
F05596  -9.144  -7.071 2.91e-17 1.70e-17 1.18e-17 13.16 -810.73
F08440  -6.796  -5.621 2.16e-17 1.72e-17 1.03e-17 11.01 -932.43
F08448  -6.670  -5.653 2.06e-17 1.32e-17 8.59e-18 10.80 -932.39
F08441  -6.654  -5.755 2.49e-17 1.24e-17 9.53e-18  9.21 -932.51
F08452  -6.613  -5.492 2.24e-17 2.06e-17 9.34e-18 12.41 -932.50
F08454  -6.598  -5.498 1.96e-17 1.58e-17 9.06e-18 10.68 -932.34
F08439  -6.590  -5.519 2.26e-17 1.53e-17 1.12e-17  7.93 -932.33
F08459  -6.480  -5.598 2.95e-17 1.80e-17 1.17e-17 12.87 -932.37
F08460  -6.461  -5.720 2.48e-17 1.83e-17 1.36e-17 10.57 -932.51
F08457  -6.457  -5.630 2.66e-17 2.01e-17 1.15e-17 12.97 -932.42
F08453  -6.455  -5.589 2.07e-17 1.62e-17 1.37e-17 15.87 -932.41
F08442  -6.454  -5.610 3.34e-17 1.75e-17 1.38e-17 11.02 -932.48
F08437  -6.449  -5.624 2.66e-17 2.16e-17 1.26e-17  9.95 -932.30
F08456  -6.441  -5.602 2.14e-17 1.29e-17 1.03e-17  9.61 -932.45
F08449  -6.434  -5.663 3.23e-17 1.60e-17 1.40e-17 12.10 -932.33
F08446  -6.429  -5.640 1.84e-17 1.33e-17 8.28e-18 12.85 -932.52
F08455  -6.428  -5.638 2.24e-17 1.36e-17 1.19e-17 15.59 -932.56
F08445  -6.427  -5.618 2.21e-17 1.25e-17 1.02e-17 13.37 -932.36
F08447  -6.414  -5.728 2.64e-17 1.69e-17 9.08e-18 11.38 -932.48
F08451  -6.413  -5.606 1.88e-17 1.13e-17 6.69e-18  6.43 -932.50
F08438  -6.385  -5.495 1.77e-17 1.39e-17 9.45e-18 24.03 -932.48
F08450  -6.279  -5.593 1.61e-17 1.07e-17 8.13e-18 17.19 -932.44
F08443  -6.234  -5.869 1.86e-17 1.32e-17 1.13e-17  9.86 -932.39
F08444  -6.228  -5.389 2.56e-17 1.32e-17 8.23e-18 12.34 -932.59
F08458  -6.137  -5.768 2.36e-17 2.15e-17 1.63e-17  8.28 -932.43
F10006  -2.003 -11.913 1.05e-16 6.47e-17 5.35e-17 25.26 -439.66
F10012  -1.967 -12.204 9.10e-17 7.34e-17 4.50e-17 17.08 -439.54
F09997  -1.819 -12.438 7.61e-17 5.50e-17 3.97e-17 22.94 -439.44
F09996  -1.801 -12.415 1.23e-16 1.03e-16 7.15e-17 25.22 -439.62
F10014  -1.793 -12.341 1.22e-16 7.23e-17 5.09e-17 34.29 -439.41
F10002  -1.791 -12.455 1.06e-16 1.05e-16 6.38e-17 25.25 -439.69
F10007  -1.779 -12.345 7.19e-17 6.31e-17 3.34e-17 18.67 -439.44
F09999  -1.763 -12.375 1.52e-16 1.02e-16 5.56e-17 32.02 -439.65
