Time,Flux
0.0,1.0386462351534305
1.0,1.0657760450313796
2.0,1.0804175576459658
3.0,1.1017644928465045
4.0,1.078076824441205
5.0,1.0550819084095602
6.0,1.1290988284810495
7.0,1.134313574458672
8.0,1.1187350029201324
9.0,1.1276234297790049
10.0,1.1491461160458905
11.0,1.1418477253598613
12.0,1.1613036721644463
13.0,1.145042668762818
14.0,1.1585667413534104
15.0,1.1766024625871607
16.0,1.1705608350390724
17.0,1.2019838854636054
18.0,1.196512766897882
19.0,1.2111399127562785
20.0,1.2086594606758236
21.0,1.2220426283366868
22.0,1.2248616873562403
23.0,1.2620561929742402
24.0,1.2790819206898707
25.0,1.245906308924617
26.0,1.2766085321537395
27.0,1.2709592938347105
28.0,1.2638903855894286
29.0,1.27757806634185
30.0,1.2791601141168585
31.0,1.3079759849176236
32.0,1.2797743564735438
33.0,1.3137996907509302
34.0,1.300453703069043
35.0,1.2992955515708589
36.0,1.2351968612623594
37.0,1.205546347397614
38.0,1.183114620616208
39.0,1.089404859494318
40.0,1.0805198517002585
41.0,1.0214781493917495
42.0,1.0079741848282011
43.0,1.0110560157696173
44.0,1.0259159359665584
45.0,1.0585175536218046
46.0,1.0512470811082046
47.0,1.0132888294608324
48.0,1.0279658923797919
49.0,1.0675448959696474
50.0,1.0659199408235114
51.0,1.0516709551923231
52.0,1.0802139802182151
53.0,1.0887168663494773
54.0,1.0895380665850452
55.0,1.1168254536168656
56.0,1.110869898868403
57.0,1.1360471178808977
58.0,1.1295179432534896
59.0,1.1115203125254496
60.0,1.102509250928243
61.0,1.152816571195478
62.0,1.15514888484999
63.0,1.1510323174579697
64.0,1.1592645310011769
65.0,1.1724122823291445
66.0,1.1680207865007899
67.0,1.2010260094445515
68.0,1.2228220342450467
69.0,1.2281507847817326
70.0,1.1886857672008913
71.0,1.2169064957257425
72.0,1.238902726416553
73.0,1.2344548992474615
74.0,1.2515880435743594
75.0,1.2249208666835878
76.0,1.2720868445028812
77.0,1.2732503343230455
78.0,1.27903208767873
79.0,1.2825366925452746
80.0,1.2790115885170754
81.0,1.283781549585845
82.0,1.2721843000675164
83.0,1.3128260830159804
84.0,1.3159354994601973
85.0,1.3342656647212219
86.0,1.2738076586747482
87.0,1.249646602157346
88.0,1.2010977593151444
89.0,1.1265463708277736
90.0,1.0766397111069468
91.0,1.0380767291541757
92.0,0.9968581570161587
93.0,0.9965342056777455
94.0,1.0118772725500267
95.0,1.0021774387133655
96.0,1.008270015735218
97.0,0.9995039331568104
98.0,1.0392203750837303
99.0,1.0562566754860925
100.0,1.0608357812258895
101.0,1.0509609391257193
102.0,1.0909853014753321
103.0,1.0635553985260318
104.0,1.087769399352827
105.0,1.0902063966368276
106.0,1.084346707420552
107.0,1.1027752799817714
108.0,1.1169743425704972
109.0,1.1335488487443193
110.0,1.1265119360519786
111.0,1.1381276494928612
112.0,1.1547323085931644
113.0,1.1572492938173484
114.0,1.1625745050581808
115.0,1.1789026124494228
116.0,1.1768855798788438
117.0,1.1823765499969512
118.0,1.1735788548407116
119.0,1.1871052509445899
