Time,Flux
0.0,1.2342030853790693
1.0,1.2594231288776307
2.0,1.2535422660833224
3.0,1.255155215933734
4.0,1.2079990583944504
5.0,1.1880668990429768
6.0,1.1231248443314696
7.0,1.1270110546162064
8.0,1.0508338536862682
9.0,1.0141745604956771
10.0,1.0100182652688832
11.0,1.001129868883153
12.0,1.0089911884129286
13.0,0.9999517686743725
14.0,1.011339414048567
15.0,1.014747377319249
16.0,1.027562082065651
17.0,1.0201492155710838
18.0,1.056557099495964
19.0,1.0336478350890395
20.0,1.0589581856179802
21.0,1.0593282693497177
22.0,1.0900833607108373
23.0,1.0809612722459707
24.0,1.1085308588374025
25.0,1.084309744003157
26.0,1.1184636580391705
27.0,1.1209783183018809
28.0,1.079037281202147
29.0,1.1198796069632004
30.0,1.1113786094454732
31.0,1.1323412895839746
32.0,1.1182440106665947
33.0,1.1121614853996469
34.0,1.1350879081336074
35.0,1.1563252008254805
36.0,1.1218686574847399
37.0,1.1568425882753162
38.0,1.1675330034960234
39.0,1.16549493151417
40.0,1.1538509157704033
41.0,1.171855539796986
42.0,1.1912125407904155
43.0,1.1829563644111856
44.0,1.2247962181822556
45.0,1.204351235813098
46.0,1.2351997403216595
47.0,1.211130740697387
48.0,1.2202449786004432
49.0,1.2397309503056022
50.0,1.2295545595077095
51.0,1.248390543652544
52.0,1.2416204693863517
53.0,1.2512288974278196
54.0,1.2304701981010147
55.0,1.1711042165343863
56.0,1.1282293255999045
57.0,1.106852248146249
58.0,1.0608526411077643
59.0,1.0353911216774723
60.0,1.00678882725344
61.0,1.0223300778276154
62.0,1.023907639280831
63.0,1.0052692837425028
64.0,1.0437496043181607
65.0,1.0431504564169483
66.0,1.0270426326488025
67.0,1.0552274011609881
68.0,1.0507635932044295
69.0,1.0559402784484517
70.0,1.0810463966343258
71.0,1.0807498003428821
72.0,1.0846824598371778
73.0,1.078304783794527
74.0,1.0908839913879607
75.0,1.088918774663614
76.0,1.074197701953127
77.0,1.0962811330440994
78.0,1.1141805275361065
79.0,1.1264788334711897
80.0,1.113018601379273
81.0,1.1174954665802832
82.0,1.1414265292862875
83.0,1.1310254245189049
84.0,1.1322532007487331
85.0,1.1492785815414461
86.0,1.1265123728152304
87.0,1.1685981931305298
88.0,1.165851961853169
89.0,1.1474504835017305
90.0,1.179150566828116
91.0,1.2103447240917375
92.0,1.175937039728982
93.0,1.21237397837209
94.0,1.2038143109415291
95.0,1.2125797289317555
96.0,1.2157448564273743
97.0,1.2247174832914318
98.0,1.2124908637532634
99.0,1.2189419247918378
100.0,1.2105968183117535
101.0,1.247478610330888
102.0,1.2401618557027283
103.0,1.238603219299683
104.0,1.1986176817825218
105.0,1.1489817589680658
106.0,1.1051103719971067
107.0,1.075368475714172
108.0,1.0460067233879211
109.0,1.0137207185265005
110.0,1.0176417328092702
111.0,1.0238640132365613
112.0,0.9961613989671885
113.0,1.043742819246487
114.0,1.020264749544468
115.0,1.031665992308225
116.0,1.0541056841641523
117.0,1.025968078359316
118.0,1.0751676206996086
119.0,1.0300308929850932
