name x y flux0 flux1 flux2 width rv
F07571 -26.087 -31.848 1.95e-17 1.26e-17 9.61e-18 10.15 -1055.91
F07570 -25.846 -31.744 1.13e-17 1.06e-17 5.57e-18 11.83 -1055.88
F07568 -25.836 -31.872 1.24e-17 1.28e-17 6.33e-18  8.78 -1055.93
F07572 -25.823 -31.857 1.38e-17 1.32e-17 1.04e-17 10.07 -1056.02
F07582 -25.821 -31.661 1.99e-17 1.42e-17 9.99e-18  9.53 -1055.98
F07569 -25.813 -31.726 1.46e-17 1.24e-17 1.12e-17 11.52 -1056.07
F07581 -25.799 -31.698 2.43e-17 1.55e-17 9.06e-18 13.34 -1055.90
F07578 -25.799 -31.702 2.08e-17 1.20e-17 9.13e-18 12.87 -1055.93
F07585 -25.793 -31.698 2.44e-17 1.03e-17 6.48e-18  8.55 -1055.83
F07573 -25.792 -31.701 1.50e-17 2.13e-17 1.03e-17 10.81 -1055.89
F07577 -25.792 -31.681 2.36e-17 1.84e-17 1.27e-17  8.49 -1055.88
F07574 -25.786 -31.661 1.70e-17 1.10e-17 7.21e-18 10.04 -1056.05
F07576 -25.773 -31.695 1.52e-17 1.59e-17 8.05e-18  9.40 -1055.80
F07588 -25.752 -31.678 1.51e-17 1.55e-17 5.58e-18 13.13 -1055.99
F07586 -25.739 -31.613 1.63e-17 1.21e-17 1.02e-17 13.30 -1055.91
F07567 -25.738 -31.739 1.20e-17 1.23e-17 6.57e-18 10.71 -1055.99
F07575 -25.690 -31.679 1.64e-17 1.35e-17 8.82e-18  9.20 -1056.13
F07584 -25.292 -31.388 1.97e-17 1.69e-17 7.45e-18 14.44 -1055.72
F09757 -23.917 -35.698 7.73e-17 4.90e-17 3.75e-17 22.34 -532.44
F09752 -23.181 -34.377 4.75e-17 3.51e-17 3.19e-17 25.45 -532.46
F09760 -23.119 -34.398 6.37e-17 5.27e-17 3.42e-17 16.05 -532.42
F09738 -23.099 -34.467 5.84e-17 4.31e-17 2.27e-17 18.93 -532.32
F09746 -23.002 -34.732 8.87e-17 8.25e-17 4.21e-17 26.68 -532.25
F09741 -22.958 -34.422 5.74e-17 4.66e-17 2.48e-17 15.93 -532.46
F09754 -22.931 -34.213 5.74e-17 6.73e-17 4.12e-17 18.62 -532.32
F09742 -22.897 -34.417 7.14e-17 3.20e-17 3.37e-17 26.76 -532.35
F09750 -22.884 -34.489 6.09e-17 3.15e-17 2.45e-17 20.89 -532.45
F09740 -22.881 -34.401 7.59e-17 6.39e-17 3.67e-17 27.89 -532.38
F09753 -22.863 -34.430 5.13e-17 4.21e-17 2.36e-17 24.21 -532.28
F09745 -22.859 -34.403 6.14e-17 4.29e-17 3.30e-17 37.57 -532.49
F09761 -22.853 -34.406 6.48e-17 4.36e-17 2.65e-17 14.73 -532.59
F09747 -22.849 -34.360 4.16e-17 2.73e-17 1.78e-17 25.52 -532.34
F09744 -22.834 -34.383 5.44e-17 3.23e-17 3.12e-17 13.40 -532.37
F09755 -22.821 -34.363 7.09e-17 4.65e-17 2.80e-17 27.54 -532.31
F09743 -22.816 -34.549 6.60e-17 4.50e-17 2.37e-17 12.51 -532.38
F09737 -22.802 -34.365 6.06e-17 4.68e-17 2.89e-17 22.60 -532.48
F09749 -22.791 -34.398 7.67e-17 4.76e-17 4.35e-17 19.87 -532.39
F09739 -22.679 -34.421 5.43e-17 4.76e-17 2.42e-17 20.73 -532.27
F09756 -22.648 -34.341 5.95e-17 4.44e-17 2.50e-17 16.11 -532.31
F09758 -22.589 -34.355 4.15e-17 2.61e-17 1.16e-17 26.66 -532.36
F09748 -22.506 -34.252 6.54e-17 3.48e-17 2.15e-17 14.87 -532.34
F09759 -22.457 -34.888 7.19e-17 5.45e-17 3.54e-17 15.41 -532.23
F09762 -22.341 -34.380 5.07e-17 3.06e-17 2.57e-17 13.28 -532.44
F09751 -22.253 -34.426 6.16e-17 4.62e-17 2.75e-17 19.78 -532.15
F09296 -17.404 -30.545 1.36e-15 1.01e-15 5.70e-16 101.37 -115.82
F09300 -17.092 -30.293 1.31e-15 7.97e-16 4.80e-16 104.14 -115.76
F09279 -16.956 -31.321 1.81e-15 1.29e-15 5.65e-16 85.90 -115.79
F09280 -16.881 -32.012 9.60e-16 7.12e-16 5.73e-16 124.54 -115.65
F09299 -16.853 -31.246 1.24e-15 1.22e-15 8.17e-16 72.07 -115.63
F09286 -16.819 -31.759 1.19e-15 8.04e-16 4.70e-16 76.39 -115.81
F09304 -16.792 -31.550 1.75e-15 8.13e-16 5.08e-16 77.81 -115.92
F09297 -16.737 -30.362 1.72e-15 1.10e-15 5.74e-16 101.04 -115.84
F09284 -16.698 -30.934 1.10e-15 1.08e-15 6.42e-16 89.80 -115.76
F09282 -16.596 -30.453 1.21e-15 7.83e-16 4.42e-16 118.99 -115.79
F09294 -16.594 -30.760 1.53e-15 8.47e-16 5.12e-16 76.30 -115.58
F09301 -16.445 -30.754 1.40e-15 9.57e-16 8.38e-16 78.25 -115.65
F09287 -16.439 -30.447 1.24e-15 8.02e-16 8.52e-16 67.41 -115.69
F09281 -16.373 -30.760 1.29e-15 1.32e-15 6.40e-16 65.71 -115.68
F09285 -16.365 -30.927 1.57e-15 6.54e-16 4.34e-16 107.77 -115.74
F09305 -16.337 -30.867 1.31e-15 1.27e-15 7.18e-16 123.09 -115.70
F09303 -16.327 -30.838 1.70e-15 1.19e-15 8.31e-16 53.88 -115.95
F09289 -16.310 -30.912 1.19e-15 9.02e-16 6.46e-16 97.92 -115.79
F09298 -16.213 -30.645 1.15e-15 8.10e-16 5.50e-16 74.42 -115.73
F09291 -16.212 -30.792 1.85e-15 9.86e-16 7.20e-16 89.39 -115.97
F09276 -16.190 -30.987 1.60e-15 1.39e-15 7.06e-16 87.73 -115.68
F09288 -16.131 -30.504 1.49e-15 6.88e-16 5.94e-16 71.88 -115.79
F09283 -16.108 -30.608 2.22e-15 9.52e-16 5.22e-16 98.78 -115.78
F09292 -16.084 -30.968 9.66e-16 8.04e-16 6.18e-16 97.59 -115.84
F09278 -15.889 -32.187 8.62e-16 8.54e-16 4.21e-16 76.06 -115.62
F09290 -15.864 -31.058 1.57e-15 8.93e-16 7.37e-16 87.93 -115.59
