name x y flux0 flux1 flux2 width rv
F01624   9.651 -43.482 3.54e-17 2.96e-17 2.72e-17 20.36 -742.89
F01636   9.739 -43.350 5.49e-17 2.36e-17 2.77e-17 13.06 -742.71
F01598   9.765 -43.267 3.38e-17 2.04e-17 1.18e-17 14.57 -742.70
F01637   9.767 -43.386 2.03e-17 1.69e-17 1.14e-17 13.80 -742.89
F01602   9.804 -43.434 4.45e-17 2.77e-17 1.99e-17 15.10 -742.82
F01611   9.810 -43.203 3.35e-17 3.26e-17 1.75e-17  6.02 -742.63
F01606   9.824 -43.311 5.06e-17 4.06e-17 2.30e-17 15.02 -742.92
F01629   9.833 -43.463 2.45e-17 2.70e-17 2.50e-17 11.30 -742.75
F01614   9.834 -43.494 4.64e-17 2.35e-17 1.96e-17 13.04 -742.83
F01626   9.836 -43.366 3.00e-17 1.63e-17 1.50e-17 15.90 -742.73
F01612   9.864 -43.400 3.58e-17 2.01e-17 1.69e-17  6.64 -742.91
F01628   9.882 -43.475 3.02e-17 3.72e-17 2.12e-17  8.62 -742.59
F01603   9.900 -43.438 4.42e-17 2.74e-17 1.64e-17 14.83 -742.71
F01605   9.905 -43.421 3.84e-17 2.66e-17 1.24e-17  9.98 -742.59
F01617   9.908 -43.469 4.16e-17 2.77e-17 1.88e-17 11.94 -742.86
F01630   9.908 -43.345 3.36e-17 2.00e-17 1.66e-17 11.33 -742.87
F01620   9.912 -43.424 2.74e-17 2.60e-17 1.43e-17 18.32 -742.79
F01599   9.912 -43.397 3.62e-17 3.39e-17 1.59e-17 19.00 -742.79
F01610   9.913 -43.325 3.40e-17 2.91e-17 1.73e-17 11.72 -742.84
F01618   9.916 -43.322 3.25e-17 2.51e-17 1.17e-17 13.78 -742.71
F01623   9.929 -43.422 3.20e-17 2.42e-17 1.04e-17  9.74 -742.65
F01608   9.931 -43.674 2.92e-17 1.39e-17 1.36e-17 12.71 -742.75
F01616   9.933 -43.377 4.71e-17 2.35e-17 2.41e-17 18.88 -742.84
F01632   9.959 -43.421 3.21e-17 1.97e-17 2.12e-17 16.27 -742.74
F01625   9.964 -43.435 2.52e-17 2.03e-17 1.51e-17 13.49 -742.71
F01633   9.968 -43.443 2.53e-17 1.49e-17 8.20e-18 10.15 -742.83
F01635   9.992 -42.803 3.28e-17 2.60e-17 1.24e-17 14.74 -742.65
F01619   9.993 -42.949 3.35e-17 1.55e-17 1.25e-17 16.75 -742.87
F01631   9.994 -43.425 3.02e-17 2.08e-17 8.15e-18  8.40 -742.74
F01607  10.002 -43.328 2.63e-17 2.22e-17 1.33e-17 16.43 -742.69
F01627  10.043 -43.253 3.76e-17 2.49e-17 2.65e-17 15.14 -742.81
F01600  10.086 -43.165 3.69e-17 2.16e-17 1.14e-17 13.17 -742.78
F01613  10.103 -43.455 3.85e-17 4.28e-17 1.96e-17 17.16 -742.84
F01634  10.115 -43.694 2.47e-17 2.59e-17 1.58e-17 20.66 -742.77
F01604  10.141 -43.459 3.95e-17 3.41e-17 1.88e-17 20.41 -742.67
F01609  10.164 -43.576 2.50e-17 2.29e-17 1.80e-17  8.68 -742.99
F01615  10.165 -43.377 4.41e-17 3.49e-17 2.23e-17 20.40 -742.81
F01601  10.221 -43.422 2.80e-17 3.72e-17 1.25e-17 17.66 -742.95
F01621  10.536 -43.638 4.38e-17 2.31e-17 1.39e-17 18.31 -742.74
F01622  10.642 -43.940 6.00e-17 2.77e-17 2.27e-17 16.69 -742.75
