name x y flux0 flux1 flux2 width rv
F12050 -31.475 -15.410 4.48e-17 2.06e-17 2.17e-17 15.95 -645.98
F12040 -31.397 -15.792 5.92e-17 3.87e-17 2.06e-17 18.34 -646.07
F12036 -31.360 -15.611 4.30e-17 3.98e-17 2.51e-17 17.34 -646.05
F12019 -31.290 -15.923 4.31e-17 3.52e-17 2.23e-17 13.46 -645.94
F12049 -31.284 -15.263 5.37e-17 4.84e-17 2.72e-17 20.60 -645.90
F12024 -31.250 -15.166 3.71e-17 2.47e-17 1.92e-17 26.56 -645.93
F12039 -31.230 -15.410 3.44e-17 3.25e-17 2.06e-17 25.84 -645.94
F12032 -31.201 -15.452 6.77e-17 3.43e-17 3.03e-17 14.58 -645.83
F12026 -31.176 -15.409 4.98e-17 3.18e-17 2.51e-17 18.58 -646.02
F12030 -31.175 -15.487 3.89e-17 3.86e-17 1.80e-17 24.64 -645.89
F12042 -31.165 -15.476 6.10e-17 2.49e-17 1.64e-17 16.80 -646.05
F12014 -31.160 -15.486 3.65e-17 2.17e-17 2.12e-17 26.65 -645.97
F12015 -31.148 -15.422 5.29e-17 4.15e-17 2.20e-17 20.81 -645.99
F12020 -31.146 -15.525 4.00e-17 4.48e-17 2.09e-17 15.99 -645.94
F12011 -31.140 -15.468 4.86e-17 3.00e-17 1.87e-17 15.56 -645.95
F12047 -31.106 -15.454 4.89e-17 3.29e-17 2.31e-17 19.04 -645.90
F12027 -31.100 -15.518 4.56e-17 2.13e-17 2.34e-17  5.19 -646.01
F12017 -31.096 -15.461 5.35e-17 5.75e-17 2.51e-17 19.31 -645.92
F12031 -31.094 -15.598 5.02e-17 2.71e-17 2.19e-17 13.89 -646.05
F12025 -31.091 -15.341 3.75e-17 2.64e-17 2.02e-17 11.86 -645.86
F12035 -31.088 -15.470 6.35e-17 2.67e-17 2.04e-17 19.67 -645.98
F12018 -31.087 -15.483 4.14e-17 3.59e-17 3.10e-17 18.62 -646.05
F12038 -31.085 -15.488 4.63e-17 3.58e-17 2.37e-17 22.18 -645.84
F12045 -31.071 -15.453 5.37e-17 3.63e-17 2.86e-17 11.85 -645.78
F12044 -31.050 -15.187 4.39e-17 3.64e-17 2.32e-17 15.99 -645.92
F12048 -31.041 -15.530 4.25e-17 3.70e-17 2.00e-17 19.83 -645.95
F12037 -31.036 -15.381 4.31e-17 4.06e-17 2.39e-17 18.76 -646.10
F12033 -31.033 -15.468 4.78e-17 3.06e-17 1.84e-17 18.46 -645.85
F12016 -31.006 -15.615 5.83e-17 3.08e-17 2.97e-17 13.68 -645.92
F12022 -30.998 -15.393 3.84e-17 2.44e-17 1.25e-17 11.68 -645.90
F12041 -30.985 -15.451 5.09e-17 4.38e-17 2.76e-17 21.42 -645.80
F12023 -30.970 -15.489 6.09e-17 3.67e-17 2.09e-17 19.10 -646.13
F12046 -30.960 -15.591 4.16e-17 3.63e-17 1.79e-17 14.07 -645.95
F12012 -30.947 -15.550 3.82e-17 2.85e-17 1.73e-17 18.72 -645.79
F12010 -30.935 -15.500 3.96e-17 2.67e-17 2.17e-17 10.18 -645.90
F12008 -30.928 -15.545 2.29e-17 2.36e-17 1.39e-17 24.69 -645.97
F12029 -30.923 -15.446 5.73e-17 3.95e-17 2.73e-17 14.65 -645.89
F12009 -30.922 -15.628 5.32e-17 3.40e-17 2.11e-17 15.53 -645.95
F12013 -30.921 -15.379 6.04e-17 3.05e-17 2.84e-17 15.48 -645.85
F12021 -30.684 -15.038 4.30e-17 3.14e-17 1.88e-17 18.14 -645.86
