name x y flux0 flux1 flux2 width rv
F01231  15.494 -39.336 6.92e-17 6.95e-17 3.52e-17 27.32 -491.66
F01233  15.589 -39.467 6.62e-17 5.22e-17 3.80e-17 18.74 -491.59
F01232  15.656 -39.525 1.13e-16 5.87e-17 3.98e-17 16.66 -491.63
F01240  15.711 -39.517 7.78e-17 5.74e-17 2.98e-17 29.31 -491.65
F01253  15.755 -39.496 7.63e-17 3.80e-17 3.55e-17 31.92 -491.51
F01235  15.758 -39.122 9.72e-17 5.95e-17 4.20e-17 27.19 -491.50
F03610  15.826 -43.054 3.40e-17 3.13e-17 1.38e-17 14.55 -614.02
F01255  15.893 -39.585 9.20e-17 5.94e-17 4.85e-17 13.90 -491.51
F01230  15.899 -39.441 6.45e-17 6.92e-17 3.62e-17 25.58 -491.59
F01249  15.950 -39.497 4.72e-17 3.15e-17 3.09e-17 11.29 -491.56
F01261  15.973 -39.445 1.01e-16 9.21e-17 4.08e-17 22.89 -491.75
F01259  15.987 -39.400 7.52e-17 4.39e-17 4.52e-17 29.05 -491.80
F01241  15.990 -39.503 6.94e-17 5.18e-17 3.02e-17 23.64 -491.58
F01236  15.993 -39.549 1.07e-16 5.53e-17 7.60e-17 21.96 -491.61
F01243  16.043 -39.514 8.59e-17 6.98e-17 3.35e-17 13.98 -491.56
F01256  16.048 -39.512 1.10e-16 5.11e-17 4.39e-17 20.87 -491.70
F01237  16.058 -39.518 9.87e-17 5.67e-17 3.85e-17 15.03 -491.48
F01242  16.066 -39.521 8.51e-17 3.82e-17 4.15e-17 15.26 -491.83
F01252  16.078 -39.580 5.51e-17 3.35e-17 2.31e-17 27.92 -491.73
F01260  16.090 -39.129 9.83e-17 4.60e-17 4.49e-17 29.00 -491.52
F03634  16.092 -43.399 6.17e-17 3.34e-17 2.28e-17 25.47 -614.11
F03623  16.127 -43.227 5.76e-17 4.67e-17 2.83e-17 14.87 -613.98
F03641  16.134 -43.278 7.17e-17 3.35e-17 3.46e-17 20.66 -614.09
F01245  16.135 -39.551 1.04e-16 8.50e-17 2.96e-17 29.26 -491.51
F01254  16.139 -39.559 1.06e-16 7.86e-17 3.73e-17 17.41 -491.52
F01238  16.143 -39.387 6.42e-17 4.34e-17 3.55e-17 26.04 -491.53
F03631  16.183 -43.585 4.89e-17 3.24e-17 2.55e-17 13.10 -614.20
