name x y flux0 flux1 flux2 width rv
F07724  27.356 -19.443 3.16e-17 2.52e-17 1.49e-17 17.21 -816.23
F07722  27.591 -19.412 2.71e-17 2.13e-17 1.05e-17 17.78 -816.11
F07733  27.616 -18.921 3.26e-17 2.59e-17 1.67e-17 16.23 -816.16
F07718  27.672 -19.407 2.92e-17 1.94e-17 1.69e-17 12.70 -816.18
F07726  27.679 -19.337 2.95e-17 1.49e-17 1.77e-17 12.14 -816.36
F07705  27.684 -19.377 3.32e-17 1.82e-17 1.18e-17 22.71 -816.50
F07730  27.684 -19.325 2.08e-17 2.31e-17 1.74e-17 17.64 -816.11
F07731  27.691 -19.251 2.53e-17 1.68e-17 1.23e-17 12.92 -816.26
F07734  27.701 -19.306 2.62e-17 1.89e-17 2.40e-17 14.38 -816.09
F07716  27.707 -19.271 2.74e-17 1.98e-17 1.31e-17 15.81 -816.13
F07711  27.707 -19.378 3.55e-17 2.19e-17 1.32e-17 11.96 -816.22
F07737  27.713 -19.294 3.03e-17 1.92e-17 1.33e-17 12.16 -816.24
F07714  27.718 -19.350 3.43e-17 2.73e-17 1.70e-17 15.02 -816.15
F07721  27.719 -19.304 2.83e-17 1.50e-17 1.23e-17 20.79 -816.25
F07706  27.727 -19.339 2.47e-17 1.85e-17 7.44e-18 13.75 -816.06
F07719  27.730 -19.341 3.11e-17 2.58e-17 1.27e-17  6.48 -816.18
F07704  27.731 -19.370 3.18e-17 2.11e-17 1.59e-17 11.84 -816.49
F07723  27.734 -19.269 2.16e-17 1.35e-17 9.94e-18 20.36 -816.15
F07717  27.734 -19.321 1.74e-17 1.08e-17 7.80e-18 16.33 -816.58
F07710  27.735 -19.343 4.05e-17 2.87e-17 2.24e-17 15.65 -816.19
F07712  27.736 -19.348 3.84e-17 2.57e-17 1.58e-17 11.18 -816.16
F07739  27.738 -19.362 2.63e-17 1.53e-17 9.76e-18 16.42 -816.02
F07728  27.738 -19.276 2.79e-17 1.25e-17 1.50e-17 11.56 -816.33
F07709  27.743 -19.351 3.17e-17 2.66e-17 1.44e-17 13.40 -816.13
F07735  27.746 -19.169 2.99e-17 2.08e-17 2.01e-17 13.98 -816.32
F07713  27.748 -19.219 3.14e-17 2.18e-17 1.28e-17 13.37 -816.15
F07720  27.752 -19.338 2.53e-17 1.50e-17 1.16e-17 15.66 -816.17
F07727  27.759 -19.269 2.04e-17 1.97e-17 1.16e-17 14.90 -816.17
F07729  27.772 -19.391 2.70e-17 1.91e-17 1.16e-17 14.23 -816.18
F07732  27.795 -19.223 3.60e-17 2.14e-17 1.49e-17  9.04 -816.25
F07703  27.823 -19.295 3.06e-17 2.25e-17 1.46e-17 10.80 -816.17
F07707  27.825 -19.645 2.92e-17 2.28e-17 1.22e-17 17.74 -816.07
F07736  27.841 -19.313 1.96e-17 1.26e-17 1.09e-17 16.28 -816.19
F07708  27.880 -19.495 2.36e-17 2.06e-17 1.29e-17  9.10 -816.08
F07725  27.899 -19.406 4.11e-17 1.80e-17 1.20e-17  9.71 -816.31
F07738  28.002 -20.249 3.07e-17 2.13e-17 1.54e-17 15.47 -816.18
F07715  28.207 -19.690 2.78e-17 1.63e-17 1.22e-17 13.48 -816.29
