Name Equatorial Polar BlueFlux GreenFlux RedFlux Parallax RadialVelocity Distance Periodicity Location
P04778 243.755 105.869 1.48e-15 8.41e-16 3.47e-16 0.001 0.48 undef 0.0 LeftB05
P00976 244.377 106.579 8.31e-14 6.59e-14 3.99e-14 -0.0 0.15 undef 0.0 LeftB05
P05842 244.43 106.176 2.48e-16 1.41e-16 7.47e-17 0.0 0.76 undef 0.0 LeftB05
P01332 244.378 106.543 9.32e-14 6.62e-14 5.18e-14 0.002 0.79 undef 0.0 LeftB05
P03844 244.7 106.415 4.95e-17 3.22e-17 2.14e-17 0.001 0.79 undef 0.0 LeftB05
P10022 245.411 106.55 1.11e-17 8.3e-18 5.98e-18 0.001 0.39 undef 49.375339489407935 LeftB05
P05408 245.555 106.341 6.4e-17 4.28e-17 2.66e-17 -0.001 0.59 undef 0.0 LeftB05
P02674 245.98 106.646 5.5e-14 3.22e-14 1.46e-14 0.001 0.42 undef 0.0 LeftB05
P01013 245.813 106.702 5.29e-14 2.97e-14 1.41e-14 0.001 -0.66 undef 0.0 LeftB05
P10148 245.972 106.579 1.89e-17 1.66e-17 1.08e-17 0.001 0.1 undef 50.69715560513106 LeftB05
P05127 246.082 106.558 2.74e-16 1.94e-16 8.33e-17 0.001 0.2 undef 0.0 LeftB05
P10048 246.13 106.212 3.15e-17 2.04e-17 1.57e-17 0.001 -1.17 undef 0.0 LeftB05
P09801 246.373 106.903 8.17e-14 7.08e-14 5.63e-14 -0.001 -0.19 undef 0.0 LeftB05
P02312 246.126 106.439 1.32e-15 5.93e-16 3.05e-16 -0.001 -0.13 undef 0.0 LeftB05
P04158 246.261 106.4 2.49e-15 1.34e-15 6.99e-16 -0.001 0.17 undef 0.0 LeftB05
P07991 246.532 106.728 3.08e-15 1.43e-15 6.13e-16 0.001 -0.03 undef 0.0 LeftB05
P05734 246.394 106.405 1.47e-17 1.18e-17 9.11e-18 -0.001 -0.62 undef 50.02751788662631 LeftB05
P00557 246.457 106.687 1.14e-17 9.61e-18 6.13e-18 -0.0 -0.2 undef 50.02751788662631 LeftB05
P09193 246.578 106.533 8.45e-16 4.24e-16 2.07e-16 -0.0 -0.05 undef 0.0 LeftB05
P09556 246.457 106.382 2.09e-16 9.91e-17 5.67e-17 0.0 -0.12 undef 0.0 LeftB05
P01106 246.599 106.452 1.21e-16 7.8e-17 4.43e-17 0.001 -0.3 undef 0.0 LeftB05
P06087 246.461 106.06 6.98e-17 4.62e-17 3.08e-17 -0.0 -1.5 undef 0.0 LeftB05
P01079 246.494 106.541 2.48e-15 1.07e-15 4.25e-16 -0.002 -0.1 undef 0.0 LeftB05
P02853 246.446 106.651 3.7e-15 1.96e-15 9.08e-16 0.0 -0.61 undef 0.0 LeftB05
P09588 246.481 106.339 1.11e-16 6.78e-17 3.23e-17 0.0 -0.75 undef 0.0 LeftB05
P05799 246.648 106.427 2.04e-17 1.74e-17 1.16e-17 0.0 -0.39 undef 50.13789299503585 LeftB05
P07269 246.676 106.49 7.21e-16 4.72e-16 2.34e-16 -0.001 -0.48 undef 0.0 LeftB05
P00237 246.75 106.672 4.13e-16 2.6e-16 1.14e-16 0.001 -0.55 undef 0.0 LeftB05
P10248 246.678 106.811 1.32e-15 6.68e-16 2.93e-16 -0.001 -1.24 undef 0.0 LeftB05
P06343 246.693 106.806 8.3e-16 4.31e-16 2.4e-16 0.002 -1.85 undef 0.0 LeftB05
P00590 246.755 106.214 5.19e-14 2.39e-14 1.46e-14 0.002 -1.57 undef 0.0 LeftB05
P05287 246.781 106.523 5.35e-14 3.05e-14 1.29e-14 -0.0 -1.62 undef 0.0 LeftB05
P03745 246.665 106.151 7.97e-16 5.15e-16 2.41e-16 -0.001 -0.64 undef 0.0 LeftB05
