Name Equatorial Polar BlueFlux GreenFlux RedFlux Parallax RadialVelocity Distance Periodicity Location
P02726 328.558 89.91 3.78e-16 2.13e-16 1.09e-16 -0.0 2.75 undef 0.0 FrontA03
P02449 329.692 89.96 6.35e-14 3.61e-14 1.59e-14 0.0 0.53 undef 0.0 FrontA03
P01184 329.8 89.913 6.1e-16 3.34e-16 1.82e-16 -0.0 0.36 undef 0.0 FrontA03
P08961 329.844 89.946 1.26e-16 9.41e-17 5.1e-17 -0.0 0.32 undef 0.0 FrontA03
P02625 327.769 90.029 1.05e-16 7.55e-17 3.79e-17 -0.0 2.78 undef 0.0 FrontA04
P01146 328.548 90.297 1.24e-17 1.07e-17 7.99e-18 0.001 3.03 undef 50.02751788662631 FrontA04
P05143 328.504 90.57 6.3e-17 3.96e-17 2.17e-17 0.001 3.11 undef 0.0 FrontA04
P06618 328.544 90.244 2.99e-15 1.46e-15 7.58e-16 -0.0 2.83 undef 0.0 FrontA04
P00405 328.554 90.894 3.16e-17 2.27e-17 1.46e-17 0.001 2.33 undef 0.0 FrontA04
P03619 328.65 91.311 2.06e-16 1.31e-16 6.69e-17 0.002 1.27 undef 0.0 FrontA04
P04280 328.706 90.521 2.96e-16 1.86e-16 9.06e-17 0.001 2.99 undef 0.0 FrontA04
P02726 328.661 90.156 3.65e-16 2.16e-16 1.08e-16 0.0 2.75 undef 0.0 FrontA04
P05272 328.723 90.647 1.29e-17 1.03e-17 7.8e-18 0.001 3.0 undef 50.360110803324105 FrontA04
P00060 328.799 90.474 1.61e-15 8.45e-16 4.02e-16 0.002 2.98 undef 0.0 FrontA04
P06250 329.021 90.761 3.29e-17 2.28e-17 1.44e-17 -0.001 2.63 undef 0.0 FrontA04
P01321 328.955 90.547 2.24e-15 1.13e-15 5.3e-16 0.001 2.66 undef 0.0 FrontA04
P09042 329.082 90.798 3.37e-14 5.77e-14 6.2e-14 0.001 2.34 undef 19.68810916179337 FrontA04
P05015 328.999 90.7 1.28e-16 8.41e-17 4.59e-17 -0.001 2.58 undef 0.0 FrontA04
P09986 329.277 90.785 5.56e-16 3.29e-15 1.13e-14 0.001 2.07 undef 0.0 FrontA04
P06497 329.248 90.168 8.44e-17 5.65e-17 2.9e-17 0.002 1.7 undef 0.0 FrontA04
P05158 329.268 90.669 1.4e-15 7.43e-16 3.04e-16 0.001 2.58 undef 0.0 FrontA04
P06743 329.244 91.064 7.36e-14 7.75e-14 6.47e-14 0.003 2.16 undef 18.33770425660682 FrontA04
P04045 329.383 91.06 4.99e-14 2.72e-14 1.36e-14 -0.001 1.25 undef 0.0 FrontA04
P01717 329.359 90.804 1.13e-13 8.05e-14 4.23e-14 0.002 1.98 undef 0.0 FrontA04
P02671 329.364 90.672 7.54e-16 3.77e-16 2.23e-16 0.0 2.56 undef 0.0 FrontA04
P09480 329.34 90.448 1.62e-15 9.75e-16 4.54e-16 0.002 2.55 undef 0.0 FrontA04
P03949 329.491 90.596 5.3e-17 3.85e-17 2.31e-17 0.001 2.45 undef 0.0 FrontA04
P01408 329.518 90.713 1.36e-17 1.23e-17 8.4e-18 -0.0 2.39 undef 49.699289229086936 FrontA04
P07045 329.548 90.349 3.01e-17 2.45e-17 1.32e-17 0.002 1.49 undef 0.0 FrontA04
P09870 329.499 90.409 4.03e-17 3.01e-17 2.04e-17 -0.001 2.01 undef 0.0 FrontA04
P01551 329.536 90.613 3.89e-16 2.83e-16 1.29e-16 -0.0 2.15 undef 0.0 FrontA04
P04783 329.72 90.253 1.55e-16 1.06e-16 4.91e-17 0.0 1.35 undef 0.0 FrontA04
P00220 329.612 90.683 4.87e-17 3.17e-17 1.69e-17 0.002 1.41 undef 0.0 FrontA04
P01496 329.524 90.671 5.45e-14 2.4e-14 1.32e-14 -0.001 1.65 undef 0.0 FrontA04
P00326 329.632 91.005 2.66e-17 1.73e-17 1.27e-17 0.0 0.7 undef 0.0 FrontA04
P00900 329.664 90.674 5.19e-17 3.32e-17 2.17e-17 0.001 1.86 undef 0.0 FrontA04
P08241 329.61 90.523 3.65e-16 2.23e-16 1.06e-16 0.0 1.73 undef 0.0 FrontA04
P06454 329.701 90.736 6.11e-14 3.07e-14 1.46e-14 0.003 1.19 undef 0.0 FrontA04
P00286 329.655 90.692 1.28e-17 1.04e-17 6.86e-18 -0.001 1.55 undef 49.59083469721767 FrontA04
P04683 329.771 90.63 3.98e-14 1.77e-14 7.93e-15 0.0 1.65 undef 0.0 FrontA04
P00381 329.821 91.032 5.34e-16 3.24e-16 1.51e-16 -0.0 0.54 undef 0.0 FrontA04
P08224 329.694 90.741 1.01e-13 6.75e-14 4.22e-14 -0.0 1.72 undef 0.0 FrontA04
P02119 329.703 90.65 4.01e-17 2.63e-17 1.74e-17 0.001 1.77 undef 0.0 FrontA04
P06788 329.736 90.933 1.26e-16 7.92e-17 4.46e-17 0.001 1.23 undef 0.0 FrontA04
P06979 329.711 90.517 1.41e-17 1.18e-17 7.65e-18 0.002 1.43 undef 50.02751788662631 FrontA04
P08961 329.844 90.056 1.27e-16 9.65e-17 5.01e-17 0.003 0.29 undef 0.0 FrontA04
P03033 329.748 90.696 3.48e-16 1.96e-16 1e-16 -0.0 1.65 undef 0.0 FrontA04
P00878 329.917 90.658 3.9e-14 2.26e-14 7.95e-15 0.0 1.21 undef 0.0 FrontA04
P05504 329.961 90.246 4.27e-17 3.09e-17 2.06e-17 0.001 0.41 undef 0.0 FrontA04
P04171 329.861 91.213 4.19e-15 2.23e-15 9.34e-16 0.002 0.24 undef 0.0 FrontA04
