Name Equatorial Polar BlueFlux GreenFlux RedFlux Parallax RadialVelocity Distance Periodicity Location
P04491 291.632 48.174 2.37e-14 1.41e-14 7.06e-15 0.003 -0.2 undef 0.0 LeftE01
P06767 292.099 45.487 4.09e-16 3.49e-16 2.6e-16 0.003 -0.43 undef 49.375339489407935 LeftE01
P01041 293.057 49.089 1.41e-16 1.63e-16 1.46e-16 0.006 -2.12 167 0.0 LeftE01
P01033 295.093 46.978 7.62e-16 6.34e-16 4.3e-16 0.002 -0.53 undef 50.24875621890547 LeftE01
P06460 295.479 46.1 1.11e-16 1.17e-16 9.17e-17 0.003 -0.72 undef 0.0 LeftE01
P09284 295.583 46.988 1.26e-13 6.59e-14 3.18e-14 0.004 -0.62 undef 0.0 LeftE01
P04508 295.549 46.638 5.31e-15 3.48e-15 1.95e-15 0.004 -0.56 undef 0.0 LeftE01
P04995 296.235 46.136 3.51e-15 2.55e-15 1.37e-15 0.003 -0.78 undef 0.0 LeftE01
P03325 297.752 47.717 3.87e-17 4.97e-17 4.64e-17 0.002 -0.76 undef 0.0 LeftE01
P08233 299.212 46.027 8.36e-17 9.28e-17 7.29e-17 0.002 -1.05 undef 0.0 LeftE01
P09461 297.635 44.908 5.56e-15 3.72e-15 2.02e-15 0.004 -0.68 undef 0.0 UpA05
P02918 301.638 44.813 3.99e-15 3.19e-15 1.67e-15 0.003 -1.19 undef 0.0 UpA05
P05410 294.778 44.762 1.45e-14 9.74e-15 4.48e-15 0.005 -0.71 undef 0.0 UpA05
P03967 295.967 44.558 4.12e-12 3.33e-12 2.66e-12 0.003 -0.49 undef 0.0 UpA05
P05352 298.092 44.487 3e-16 2.58e-16 1.81e-16 0.003 -0.67 undef 49.05558553696708 UpA05
P06040 298.324 44.387 5.08e-15 4.72e-15 2.54e-15 0.003 -0.9 undef 0.0 UpA05
P01540 299.019 44.334 1.3e-17 2.19e-17 2.1e-17 0.003 -0.95 undef 0.0 UpA05
P04296 299.273 44.213 7.15e-14 3.93e-14 1.78e-14 0.004 -1.01 undef 0.0 UpA05
P03022 299.582 44.299 1.45e-16 1.61e-16 1.25e-16 0.004 -1.13 undef 0.0 UpA05
P06606 298.768 44.208 1.25e-14 6.74e-14 3.6e-13 0.004 -0.99 undef 0.0 UpA05
P06146 300.073 44.204 2.32e-16 2.2e-16 1.8e-16 0.002 -1.27 undef 0.0 UpA05
P04493 295.648 44.081 1.57e-16 1.52e-16 1.39e-16 0.002 -0.89 undef 0.0 UpA05
P08807 297.571 43.962 1.87e-17 8.13e-18 4.43e-18 0.004 -0.81 undef 0.0 UpA05
P09397 296.882 43.933 9e-17 4.04e-17 1.7e-17 0.003 -0.74 undef 0.0 UpA05
P09368 297.157 43.985 3.61e-16 3.2e-16 2.38e-16 0.007 -0.81 143 49.16170903190913 UpA05
P09501 299.75 43.948 2.59e-12 1.07e-12 5.21e-13 0.003 -1.34 undef 0.0 UpA05
P01313 297.819 43.93 1.4e-15 1.01e-15 6.79e-16 0.005 -0.95 undef 0.0 UpA05
P03239 298.547 43.835 1.04e-13 5.21e-14 2.32e-14 0.002 -1.12 undef 0.0 UpA05
P08752 293.862 43.744 1.57e-17 2.2e-17 2.25e-17 0.003 -1.11 undef 0.0 UpA05
P07310 294.927 43.642 9e-17 8.59e-17 7.52e-17 0.002 -1.06 undef 0.0 UpA05
P00699 297.811 43.513 7.09e-17 8.46e-17 7.61e-17 0.004 -1.15 undef 0.0 UpA05
P04220 297.843 43.498 9.18e-14 4.92e-14 2.4e-14 0.003 -1.28 undef 0.0 UpA05
P04984 298.236 43.334 6.36e-17 3.23e-17 1.32e-17 0.004 -1.46 undef 0.0 UpA05
P00850 300.359 43.561 1.22e-16 1.3e-16 9.1e-17 0.005 -1.59 undef 0.0 UpA05
P04433 298.487 43.374 1.61e-14 9.06e-15 4.53e-15 0.003 -1.54 undef 0.0 UpA05
P07003 295.114 43.218 5.68e-15 3.16e-15 2.21e-15 0.003 -1.26 undef 0.0 UpA05
