Name Equatorial Polar BlueFlux GreenFlux RedFlux Parallax RadialVelocity Distance Periodicity Location
P09698 27.511 113.177 3.4e-14 2.06e-14 7.83e-15 0.001 5.94 undef 0.0 FrontE05
P04496 28.403 113.262 5.92e-16 3.05e-16 1.64e-16 -0.001 5.77 undef 0.0 FrontE05
P04271 29.105 113.347 9.45e-17 5.98e-17 3.65e-17 -0.0 5.66 undef 0.0 FrontE05
P07570 29.471 113.22 4.54e-14 2.36e-14 1.13e-14 -0.0 4.73 undef 0.0 FrontE05
P03251 29.569 113.706 1.11e-16 8.47e-17 4.38e-17 -0.002 4.86 undef 0.0 FrontE05
P04956 29.507 113.814 1.38e-15 6.26e-16 2.89e-16 -0.0 5.05 undef 0.0 FrontE05
P08254 29.88 113.825 4.04e-14 1.74e-14 8.87e-15 -0.0 5.34 undef 0.0 FrontE05
P02359 29.802 113.389 3.12e-17 2.27e-17 1.55e-17 0.0 4.79 undef 0.0 FrontE05
P08329 30.237 113.747 1.71e-15 9.47e-16 4.49e-16 0.001 4.16 undef 0.0 FrontF05
P03170 30.207 113.878 2.02e-17 1.78e-17 1.19e-17 0.0 5.3 undef 0.0 FrontF05
P05723 30.297 114.071 4.39e-14 2.28e-14 1.08e-14 0.001 4.18 undef 0.0 FrontF05
P06898 30.195 113.899 6.86e-14 4.15e-14 2.44e-14 -0.0 4.28 undef 0.0 FrontF05
P06227 30.201 113.783 1.36e-17 1.08e-17 7.77e-18 0.001 5.37 undef 50.02751788662631 FrontF05
P09152 30.201 113.778 7.35e-17 5.51e-17 3.17e-17 0.002 4.95 undef 0.0 FrontF05
P02995 30.375 113.637 4.51e-15 2.27e-15 1.01e-15 0.002 5.36 undef 0.0 FrontF05
P10281 30.217 113.622 3.81e-14 2.08e-14 8.17e-15 0.001 5.29 undef 0.0 FrontF05
P04486 30.362 114.094 9.05e-14 4.79e-14 2.72e-14 0.001 5.05 undef 0.0 FrontF05
P06332 30.356 113.831 5.02e-16 3.07e-16 1.59e-16 0.001 4.61 undef 0.0 FrontF05
P06972 30.238 113.824 1.11e-15 6.83e-16 2.78e-16 0.002 4.76 undef 0.0 FrontF05
P07801 30.433 113.528 6.06e-14 3.21e-14 1.52e-14 0.0 3.34 undef 0.0 FrontF05
P09702 30.518 113.864 4.16e-17 3.28e-17 2.02e-17 0.002 4.24 undef 0.0 FrontF05
P01393 30.401 114.178 4.14e-17 2.6e-17 1.56e-17 0.0 3.69 undef 0.0 FrontF05
P04690 30.433 113.919 4e-15 1.52e-15 7.09e-16 0.001 4.72 undef 0.0 FrontF05
P06354 30.638 113.967 4.44e-16 2.79e-16 1.4e-16 0.001 4.45 undef 0.0 FrontF05
P09221 30.549 113.952 2.54e-15 1.15e-15 5.32e-16 0.002 4.02 undef 0.0 FrontF05
P04457 30.627 113.956 3.3e-15 1.96e-15 8e-16 -0.001 4.34 undef 0.0 FrontF05
P09642 30.64 113.802 1.18e-15 7.22e-16 2.91e-16 0.0 4.15 undef 0.0 FrontF05
P09387 30.751 114.054 4.73e-14 2.41e-14 1.08e-14 0.001 3.28 undef 0.0 FrontF05
P08642 30.731 113.999 6.15e-17 4.15e-17 2.67e-17 0.002 3.78 undef 0.0 FrontF05
P08676 30.735 113.792 4.14e-14 1.85e-14 8.14e-15 -0.001 3.74 undef 0.0 FrontF05
P09215 30.65 113.976 5.2e-17 4.84e-17 2.33e-17 -0.001 3.04 undef 0.0 FrontF05
P09283 30.826 113.958 8.89e-14 8.05e-14 5.43e-14 0.001 3.68 undef 0.0 FrontF05
P02374 30.754 113.836 7.37e-16 3.72e-16 1.71e-16 0.001 3.68 undef 0.0 FrontF05
P09325 30.762 113.891 2.56e-15 1.31e-15 6.51e-16 0.001 3.33 undef 0.0 FrontF05
P02343 30.719 113.769 9.87e-14 6.56e-14 4.15e-14 0.001 3.6 undef 0.0 FrontF05
P04238 30.766 113.994 3.52e-17 2.18e-17 1.45e-17 -0.0 3.18 undef 0.0 FrontF05
P05073 30.833 114.076 8.29e-16 4.54e-16 2.3e-16 0.002 3.33 undef 0.0 FrontF05
P07408 30.789 113.829 1.39e-15 6.5e-16 3.41e-16 0.0 3.43 undef 0.0 FrontF05
P08422 30.807 113.91 3.5e-15 1.99e-15 8.97e-16 -0.0 3.1 undef 0.0 FrontF05
P01797 30.84 114.099 1.48e-16 7.94e-17 4.32e-17 0.001 2.91 undef 0.0 FrontF05
P05689 30.851 114.115 2.68e-16 1.6e-16 7.3e-17 0.001 3.25 undef 0.0 FrontF05
P05923 30.826 113.966 5.03e-14 2.65e-14 1.2e-14 -0.0 3.25 undef 0.0 FrontF05
P02981 30.849 113.909 1.68e-15 8.19e-16 4.04e-16 0.001 2.66 undef 0.0 FrontF05
P03246 30.932 113.677 2.2e-17 1.74e-17 1.15e-17 0.002 2.91 undef 0.0 FrontF05
P01312 30.696 113.83 1.01e-13 7.68e-14 5.29e-14 0.0 2.74 undef 0.0 FrontF05
P02969 30.757 113.848 8.22e-14 6.59e-14 4.11e-14 0.002 2.31 undef 0.0 FrontF05
P06008 30.835 113.974 4.68e-14 2.51e-14 1.07e-14 0.001 2.32 undef 0.0 FrontF05
P09485 30.782 114.049 4.63e-14 2.64e-14 1.33e-14 -0.001 2.25 undef 0.0 FrontF05
P05978 30.905 113.924 5.83e-17 3.94e-17 2.55e-17 0.001 2.02 undef 0.0 FrontF05
P01526 31.021 113.871 4.68e-15 2.5e-15 9.95e-16 -0.001 1.41 undef 0.0 FrontF05
P03693 30.982 113.791 1.85e-15 1.09e-15 6.07e-16 -0.0 2.04 undef 0.0 FrontF05
P08860 30.795 113.928 8.04e-16 4.3e-16 1.79e-16 0.002 1.76 undef 0.0 FrontF05
P10468 31.012 114.016 2.18e-15 1.02e-15 5.39e-16 -0.0 1.68 undef 0.0 FrontF05
P10388 30.88 113.802 4.04e-14 2.23e-14 1.13e-14 0.0 1.55 undef 0.0 FrontF05
P07999 31.048 113.69 4.02e-15 2.23e-15 9.19e-16 0.002 1.33 undef 0.0 FrontF05
P04877 31.125 113.703 6.2e-14 3.24e-14 1.64e-14 0.002 1.68 undef 0.0 FrontF05
P03087 30.888 114.013 7.32e-17 4.52e-17 3.01e-17 0.001 1.22 undef 0.0 FrontF05
P03839 30.956 113.477 2.57e-15 1.39e-15 6.35e-16 0.001 1.63 undef 0.0 FrontF05
P07644 30.949 114.022 7.61e-14 4.46e-14 2.39e-14 0.0 0.81 undef 0.0 FrontF05
P08260 30.996 113.865 5.86e-16 3.43e-16 1.7e-16 0.001 0.86 undef 0.0 FrontF05
P03475 31.183 113.887 3.28e-14 5.25e-14 5.55e-14 -0.0 0.29 undef 0.0 FrontF05
P10089 31.061 113.901 1.93e-17 1.3e-17 9.25e-18 0.002 0.29 undef 50.58430717863105 FrontF05
P04116 31.141 113.985 6.72e-14 3.56e-14 1.58e-14 0.0 0.88 undef 0.0 FrontF05
P09555 31.146 114.077 7.86e-14 5.81e-14 3.05e-14 -0.0 0.45 undef 0.0 FrontF05
P00994 31.008 113.889 1.59e-15 9.42e-16 4.03e-16 -0.0 1.1 undef 0.0 FrontF05
P01938 31.155 114.085 1.1e-16 8.83e-17 4.56e-17 0.002 0.43 undef 0.0 FrontF05
P04757 31.257 114.069 4.98e-17 3.23e-17 2.57e-17 -0.001 0.04 undef 0.0 FrontF05
P07988 31.207 114.034 9.9e-14 5.67e-14 3.18e-14 0.001 0.04 undef 0.0 FrontF05
P05456 31.235 113.961 2.68e-15 1.22e-15 5.45e-16 0.001 0.16 undef 0.0 FrontF05
P03209 31.181 114.193 2.6e-16 1.55e-16 8.17e-17 -0.002 1.0 undef 0.0 FrontF05
P01693 31.203 113.937 1.79e-17 1.46e-17 9.85e-18 0.002 1.43 undef 49.9176276771005 FrontF05
P05162 31.403 114.128 2.12e-16 1.34e-16 6.49e-17 -0.001 -0.06 undef 0.0 FrontF05
P00346 31.297 114.287 4.15e-17 3.45e-17 2.18e-17 -0.0 1.44 undef 0.0 FrontF05
P00726 31.334 114.02 1.74e-16 1.21e-16 5.11e-17 -0.0 -0.3 undef 0.0 FrontF05
P07020 31.236 113.837 1.68e-16 1.15e-16 6.07e-17 0.001 -0.14 undef 0.0 FrontF05
P04610 31.37 113.826 3.06e-16 1.59e-16 9.81e-17 -0.001 -0.2 undef 0.0 FrontF05
P09568 31.41 114.187 5.37e-16 2.67e-16 1.56e-16 0.001 -0.4 undef 0.0 FrontF05
P06756 31.439 113.887 4.54e-15 2.24e-15 1.06e-15 0.002 -0.19 undef 0.0 FrontF05
P04255 31.39 113.854 8.78e-14 7.19e-14 4.12e-14 0.002 -0.18 undef 0.0 FrontF05
P06236 31.332 113.892 5.98e-17 3.78e-17 2.34e-17 0.0 0.46 undef 0.0 FrontF05
P05644 31.4 113.76 8.51e-17 6.16e-17 3.14e-17 0.0 0.94 undef 0.0 FrontF05
P08062 31.558 113.738 4.12e-17 3.16e-17 1.88e-17 -0.0 -0.58 undef 0.0 FrontF05
P08173 31.543 114.187 3.13e-15 1.72e-15 7.27e-16 0.0 0.15 undef 0.0 FrontF05
P06987 31.677 113.789 1.76e-16 1.18e-16 5.37e-17 -0.0 -0.3 undef 0.0 FrontF05
P06863 31.726 113.754 3.16e-15 1.67e-15 6.7e-16 0.002 -0.57 undef 0.0 FrontF05
P09445 31.562 114.07 8.14e-16 3.91e-16 2.37e-16 0.0 -0.66 undef 0.0 FrontF05
P03193 31.72 114.365 3.21e-17 2.65e-17 1.27e-17 0.0 0.24 undef 0.0 FrontF05
P06362 31.885 113.883 1.22e-16 8.75e-17 4.5e-17 -0.0 -0.98 undef 0.0 FrontF05
P08957 32.046 113.876 7.45e-14 3.57e-14 2.27e-14 -0.0 -0.8 undef 0.0 FrontF05
P00348 32.061 113.916 3.58e-17 2.31e-17 1.61e-17 0.001 -1.08 undef 0.0 FrontF05
P10014 32.248 113.99 2.87e-17 2.66e-17 1.38e-17 0.002 -0.89 undef 0.0 FrontF05
P09414 32.362 114.301 1.48e-16 9.78e-17 5.81e-17 0.001 -1.31 undef 0.0 FrontF05
P08753 32.423 114.454 3.1e-15 1.59e-15 6.66e-16 -0.002 -0.5 undef 0.0 FrontF05
P06641 32.497 114.337 2.54e-15 1.41e-15 6.24e-16 -0.001 -0.91 undef 0.0 FrontF05
P07315 32.594 114.15 6.45e-14 5.89e-14 5.39e-14 0.001 -1.31 undef 18.71525633106856 FrontF05
P10299 33.171 114.259 4.99e-17 3.98e-17 2.36e-17 -0.0 -1.45 undef 0.0 FrontF05
