Name Equatorial Polar BlueFlux GreenFlux RedFlux Parallax RadialVelocity Distance Periodicity Location
P07623 110.7 74.766 1.72e-17 1.88e-17 1.38e-17 0.002 4.39 undef 0.0 RightE02
P00560 113.182 71.739 6.56e-15 3.28e-15 1.56e-15 -0.0 3.22 undef 0.0 RightE02
P05024 115.194 72.619 1.71e-15 9.97e-16 5.23e-16 -0.0 3.55 undef 0.0 RightE02
P10078 115.8 73.633 4.02e-15 2.25e-15 1.13e-15 0.002 3.97 undef 0.0 RightE02
P04654 115.995 72.591 1.2e-16 9.82e-17 6.1e-17 -0.0 3.29 undef 0.0 RightE02
P09963 116.066 74.458 2.01e-17 1.77e-17 1.48e-17 0.002 4.08 undef 0.0 RightE02
P07536 116.321 74.759 1.01e-14 4.79e-15 2.29e-15 0.001 3.89 undef 0.0 RightE02
P06776 116.506 72.999 4.6e-17 4.32e-17 3.07e-17 0.001 3.81 undef 48.63563402889245 RightE02
P05399 116.492 73.094 3.37e-15 1.9e-15 8.65e-16 0.002 3.56 undef 0.0 RightE02
P08253 116.562 73.279 5.22e-13 3.31e-13 2.05e-13 0.002 3.83 undef 0.0 RightE02
P06748 116.712 73.942 5.26e-16 3.56e-16 2.03e-16 0.002 3.85 undef 0.0 RightE02
P09170 116.788 73.294 1.43e-16 9.93e-17 6.06e-17 -0.0 3.76 undef 0.0 RightE02
P08476 116.766 72.704 2.39e-13 1.01e-13 5.07e-14 -0.001 3.58 undef 0.0 RightE02
P09460 116.903 72.75 1.18e-14 6.26e-15 2.91e-15 0.002 3.35 undef 0.0 RightE02
P08644 117.033 72.786 6.79e-15 3.18e-15 1.68e-15 0.002 3.25 undef 0.0 RightE02
P04857 116.913 73.459 2.82e-17 2.71e-17 1.93e-17 0.002 3.62 undef 0.0 RightE02
P10323 117.138 73.479 1.25e-15 7.08e-16 4.2e-16 0.002 3.46 undef 0.0 RightE02
P06412 117.275 72.571 5.39e-16 3.74e-16 2.22e-16 0.001 3.16 undef 0.0 RightE02
P09558 117.324 72.292 6.16e-15 3.69e-15 1.63e-15 0.002 2.47 undef 0.0 RightE02
P09011 117.516 72.295 1.38e-15 7.65e-16 4.3e-16 0.001 2.42 undef 0.0 RightE02
P07835 117.581 73.042 9.59e-15 4.67e-15 2.04e-15 0.001 3.21 undef 0.0 RightE02
P04221 117.664 73.054 3.35e-15 1.98e-15 9.08e-16 0.001 3.21 undef 0.0 RightE02
P07530 117.799 71.625 1.18e-16 9.98e-17 6.66e-17 0.001 1.73 undef 0.0 RightE02
P04401 117.727 74.328 1.38e-17 1.53e-17 1.15e-17 0.002 2.77 undef 0.0 RightE02
P03880 117.899 73.22 1.57e-15 9.06e-16 4.65e-16 0.002 2.99 undef 0.0 RightE02
P10112 117.867 73.226 1.64e-17 1.63e-17 1.18e-17 0.001 3.17 undef 0.0 RightE02
P02817 117.927 72.883 1.51e-15 8.63e-16 4.15e-16 0.003 2.89 undef 0.0 RightE02
P03253 117.776 72.539 4.36e-15 2.32e-15 1.11e-15 0.002 2.86 undef 0.0 RightE02
P07933 117.891 73.747 5.89e-17 4.69e-17 3.49e-17 0.002 2.44 undef 49.26829268292683 RightE02
P02391 118.073 72.591 2.15e-16 1.68e-16 9.12e-17 -0.0 2.68 undef 0.0 RightE02
P02556 118.094 72.68 9.44e-15 4.53e-15 2.31e-15 0.0 2.54 undef 0.0 RightE02
P06676 118.222 74.713 1.84e-16 1.37e-16 7.91e-17 0.001 2.17 undef 0.0 RightE02
P03544 118.254 71.736 2.9e-16 2.33e-16 1.34e-16 0.001 1.5 undef 0.0 RightE02
P09604 118.104 72.868 4.58e-15 2.4e-15 1.21e-15 0.002 2.64 undef 0.0 RightE02
P09435 118.215 72.617 8.8e-16 5.6e-16 3.06e-16 0.002 2.42 undef 0.0 RightE02
P09517 118.2 72.892 2.25e-17 2.1e-17 1.79e-17 0.002 2.67 undef 0.0 RightE02
P08316 118.266 72.809 2.2e-17 2.36e-17 1.78e-17 0.001 2.62 undef 0.0 RightE02
P04762 118.298 73.067 7.83e-17 5.79e-17 4.04e-17 0.002 2.42 undef 49.80821917808219 RightE02
P03832 118.37 74.437 1.27e-14 6.36e-15 3e-15 -0.001 2.08 undef 0.0 RightE02
P08035 118.329 74.135 2.92e-16 1.77e-16 1.04e-16 0.001 2.14 undef 0.0 RightE02
P01453 118.366 72.244 2.38e-16 1.88e-16 9.93e-17 -0.0 1.82 undef 0.0 RightE02
P03453 118.48 71.84 8.3e-17 6.7e-17 4.2e-17 0.001 1.15 undef 50.24875621890547 RightE02
P00504 118.374 71.965 2.07e-17 2.08e-17 1.77e-17 0.002 1.19 undef 0.0 RightE02
P01917 118.424 72.41 2.02e-13 1.02e-13 4.64e-14 -0.0 2.16 undef 0.0 RightE02
P00646 118.364 73.06 2.96e-16 2.21e-16 1.26e-16 0.003 1.93 undef 0.0 RightE02
P00426 118.458 72.056 3.93e-17 3.74e-17 2.56e-17 0.0 1.11 undef 48.84470714669533 RightE02
P01255 118.447 72.481 7.3e-16 4.76e-16 2.37e-16 -0.0 1.9 undef 0.0 RightE02
P09403 118.427 73.041 3.17e-17 2.86e-17 2.1e-17 0.002 1.74 undef 48.531767218366255 RightE02
P04772 118.604 72.423 8.81e-16 5.86e-16 3.02e-16 0.001 1.61 undef 0.0 RightE02
P03587 118.509 73.136 4.93e-16 3.47e-16 1.93e-16 0.003 1.7 undef 0.0 RightE02
P09020 118.593 72.753 9.14e-17 7.33e-17 4.65e-17 0.001 1.77 undef 50.92436974789916 RightE02
