Name Equatorial Polar BlueFlux GreenFlux RedFlux Parallax RadialVelocity Distance Periodicity Location
P02428 159.159 59.627 1.78e-17 2.2e-17 2e-17 0.001 1.06 undef 0.0 BackB01
P00756 159.225 57.855 9.28e-17 8.65e-17 6.83e-17 0.001 0.65 undef 0.0 BackB01
P02444 160.87 57.984 2.1e-17 2.4e-17 2.12e-17 0.003 0.05 undef 0.0 BackB01
P01534 160.957 58.569 2.67e-14 1.4e-14 6.71e-15 0.003 0.07 undef 0.0 BackB01
P00823 161.158 59.841 2.98e-15 1.75e-15 9.32e-16 -0.0 0.42 undef 0.0 BackB01
P01570 161.19 59.997 6.31e-15 3.44e-15 1.84e-15 0.001 0.46 undef 0.0 BackB01
P05927 161.851 56.257 1.83e-17 2.23e-17 2.02e-17 0.002 -0.53 undef 0.0 BackB01
P02267 162.271 58.886 4.82e-14 2.19e-14 1.08e-14 0.002 -0.53 undef 0.0 BackB01
P03287 163.26 58.4 1.09e-17 1.39e-17 1.35e-17 0.002 -1.24 undef 0.0 BackB01
P02931 163.622 59.318 3.61e-16 2.78e-16 1.77e-16 0.002 -1.68 undef 51.61839863713799 BackB01
P00319 163.758 59.257 8.2e-17 8.02e-17 6.26e-17 0.0 -1.6 undef 0.0 BackB01
P07348 156.92 62.25 9.65e-15 5.25e-15 2.75e-15 0.002 1.28 undef 0.0 BackB02
P02195 159.287 62.178 1.26e-12 7.86e-13 4.13e-13 0.001 0.94 undef 0.0 BackB02
P04404 159.684 62.243 2.69e-14 1.47e-14 6.62e-15 0.001 0.92 undef 0.0 BackB02
P05212 160.171 62.602 5.01e-17 4.79e-17 4.09e-17 0.004 0.74 undef 0.0 BackB02
P05029 160.593 61.263 2.79e-14 1.52e-14 6.96e-15 0.001 0.98 undef 0.0 BackB02
P03999 160.624 60.193 2.92e-15 1.82e-15 1.08e-15 0.003 0.84 undef 0.0 BackB02
P07033 160.826 60.319 1.53e-14 9.31e-15 4.1e-15 0.002 0.74 undef 0.0 BackB02
P05330 160.786 61.916 4.32e-14 2.31e-14 9.85e-15 0.003 0.68 undef 0.0 BackB02
P07303 160.832 61.177 3.91e-17 4.29e-17 3.72e-17 0.003 0.85 undef 0.0 BackB02
P05025 160.9 60.857 3.94e-16 2.95e-16 1.97e-16 0.002 0.89 undef 0.0 BackB02
P10429 161.239 60.315 6.99e-17 7.38e-17 5.49e-17 0.005 0.34 undef 0.0 BackB02
