Name Equatorial Polar BlueFlux GreenFlux RedFlux Parallax RadialVelocity Distance Periodicity Location
P01297 306.828 41.487 5.33e-17 3.72e-17 2.32e-17 -0.0 1.55 undef 0.0 UpA05
P01240 306.648 41.263 1.13e-17 8.45e-18 6.24e-18 -0.001 2.08 undef 49.375339489407935 UpA05
P03371 307.755 41.455 3.35e-16 1.78e-16 9.6e-17 -0.001 0.99 undef 0.0 UpA05
P09635 307.52 41.221 1.89e-17 1.53e-17 9.64e-18 -0.001 1.89 undef 0.0 UpA05
P00753 307.614 41.289 5.45e-17 3.89e-17 2.26e-17 -0.0 1.79 undef 0.0 UpA05
P02495 307.659 41.253 4.8e-17 3.57e-17 2.21e-17 -0.001 2.06 undef 0.0 UpA05
P05808 308.05 41.253 7.58e-14 5.82e-14 2.7e-14 -0.001 1.26 undef 0.0 UpA05
P02376 307.883 41.039 4.65e-14 2.16e-14 1.07e-14 0.001 2.14 undef 0.0 UpA05
P00265 307.679 40.881 4.97e-14 2.49e-14 1.25e-14 0.001 2.06 undef 0.0 UpA05
P07693 308.502 41.083 1.58e-17 1.45e-17 1.03e-17 0.002 1.28 undef 50.81050866405813 UpA05
P06601 308.645 41.006 2.15e-17 1.88e-17 1.28e-17 -0.001 1.05 undef 0.0 UpA05
P04389 308.641 40.965 4.14e-16 2.29e-16 1.05e-16 0.002 1.53 undef 0.0 UpA05
P06669 308.15 40.918 5.25e-14 2.71e-14 1.17e-14 0.001 1.92 undef 0.0 UpA05
P03807 308.035 40.842 3.56e-17 2.75e-17 1.46e-17 0.001 1.76 undef 0.0 UpA05
P04990 308.445 41.019 2.73e-16 1.49e-16 8.34e-17 0.002 1.16 undef 0.0 UpA05
P07684 308.46 41.004 5.63e-14 2.51e-14 1.15e-14 -0.001 1.23 undef 0.0 UpA05
P09377 307.907 40.617 1.38e-17 1.17e-17 8.67e-18 0.001 1.24 undef 50.58430717863105 UpA05
P03816 307.612 40.451 3.17e-16 1.98e-16 9.62e-17 -0.0 1.1 undef 0.0 UpA05
P06542 309.039 40.594 3.87e-15 1.94e-15 8.93e-16 -0.001 -0.89 undef 0.0 UpA05
P08627 309.091 40.264 3.53e-14 4.56e-14 5.32e-14 0.0 -1.12 undef 19.773765499238632 UpA05
P02243 307.748 41.982 4.96e-15 1.28e-14 2.5e-14 -0.0 -0.11 undef 0.0 UpA06
P06169 309.271 41.476 4.73e-17 3.45e-17 1.84e-17 -0.0 -2.18 undef 0.0 UpA06
P05558 308.907 41.321 3.16e-16 1.66e-16 9.97e-17 0.002 -1.38 undef 0.0 UpA06
P06160 309.113 41.257 1.06e-15 6.38e-16 2.88e-16 -0.001 -2.0 undef 0.0 UpA06
P09665 308.611 41.136 3.5e-16 2.22e-16 1.09e-16 0.0 0.71 undef 0.0 UpA06
P03372 308.723 41.273 3.86e-16 2.27e-16 1.03e-16 0.0 -0.5 undef 0.0 UpA06
P00307 308.944 41.183 1.14e-17 7.29e-18 6.1e-18 -0.001 -1.36 undef 49.80821917808219 UpA06
P02604 309.697 41.415 7.03e-14 4.93e-14 2.35e-14 -0.001 -3.24 undef 0.0 UpA06
P03775 308.838 41.181 4.59e-15 2.05e-15 1.09e-15 0.001 -0.21 undef 0.0 UpA06
P02284 308.719 41.131 2.1e-17 1.12e-17 7.41e-18 0.0 0.86 undef 49.9176276771005 UpA06
P03499 309.243 41.249 6.21e-17 4.67e-17 2.94e-17 0.001 -2.32 undef 0.0 UpA06
P05659 308.972 41.135 7.03e-17 4.26e-17 2.41e-17 0.0 -1.2 undef 0.0 UpA06
P07215 308.882 41.09 1.62e-16 1.05e-16 5.17e-17 0.002 0.1 undef 0.0 UpA06
P06237 308.748 41.104 1.45e-16 9.26e-17 4.07e-17 0.001 0.28 undef 0.0 UpA06
P06601 308.636 41.069 2.14e-17 1.77e-17 1.26e-17 0.0 1.11 undef 0.0 UpA06
P05893 309.522 41.309 1.72e-17 1.19e-17 7.62e-18 0.001 -3.41 undef 50.24875621890547 UpA06
P09310 309.396 41.35 1.2e-15 5.62e-16 2.48e-16 -0.0 -3.07 undef 0.0 UpA06
P00323 309.475 41.267 6.32e-16 3.18e-16 1.84e-16 0.001 -3.17 undef 0.0 UpA06
P07907 309.061 41.131 6.85e-16 3.77e-16 2.16e-16 0.001 -0.99 undef 0.0 UpA06
P06344 308.659 41.069 2.18e-17 1.72e-17 1.1e-17 0.0 1.09 undef 0.0 UpA06
P03248 309.167 41.201 6e-16 3.41e-16 1.67e-16 0.001 -2.03 undef 0.0 UpA06
P02933 308.974 41.14 4.49e-17 3e-17 1.9e-17 -0.0 -0.41 undef 0.0 UpA06
P09262 309.027 41.155 4.75e-17 3.52e-17 2.08e-17 -0.0 -1.75 undef 0.0 UpA06
P09444 308.786 41.087 4.85e-17 3.18e-17 1.94e-17 0.0 -0.7 undef 0.0 UpA06
P09844 308.808 41.144 5.47e-17 3.88e-17 2.2e-17 0.001 -1.36 undef 0.0 UpA06
P05045 308.791 41.104 4.97e-17 3.26e-17 2.07e-17 0.0 0.63 undef 0.0 UpA06
P09842 309.374 41.146 7.99e-16 4.38e-16 2.02e-16 -0.0 -2.83 undef 0.0 UpA06
P01916 308.961 41.107 7.7e-17 4.45e-17 2.78e-17 0.001 -0.18 undef 0.0 UpA06
P06518 309.205 41.203 3.66e-16 1.96e-16 1.11e-16 0.001 -3.35 undef 0.0 UpA06
P01925 309.02 41.064 3.14e-17 2.55e-17 1.3e-17 0.001 -0.8 undef 0.0 UpA06
P00089 309.0 41.076 2.43e-16 1.63e-16 8.33e-17 -0.001 -2.08 undef 0.0 UpA06
P03958 309.084 41.099 1.61e-15 8.61e-16 3.49e-16 -0.0 -1.62 undef 0.0 UpA06
P08161 309.108 40.99 1.25e-15 6.25e-16 3.3e-16 -0.0 -0.54 undef 0.0 UpA06
P07331 309.15 41.116 6.29e-14 3.31e-14 1.73e-14 0.002 -2.43 undef 0.0 UpA06
P09528 308.931 41.086 4.58e-14 2.62e-14 1.21e-14 0.001 -1.62 undef 0.0 UpA06
P08115 309.133 41.077 2.91e-16 1.82e-16 1.07e-16 0.0 -2.39 undef 0.0 UpA06
P00745 308.972 41.033 1.31e-16 9.1e-17 4.94e-17 0.0 -0.52 undef 0.0 UpA06
P01067 309.128 41.061 1.23e-17 1.05e-17 7.67e-18 0.002 -1.81 undef 49.9176276771005 UpA06
P01125 308.87 41.099 6.06e-17 3.84e-17 2.55e-17 0.002 -1.92 undef 0.0 UpA06
P09631 308.9 41.009 3.41e-17 3.03e-17 1.57e-17 0.004 -1.29 undef 0.0 UpA06
