Name Equatorial Polar BlueFlux GreenFlux RedFlux Parallax RadialVelocity Distance Periodicity Location
P05285 226.663 44.962 1.65e-13 9.83e-14 4.91e-14 0.012 -1.98 83 0.0 UpA01
P03254 224.871 44.993 1.35e-17 1.73e-17 1.71e-17 0.003 0.04 undef 0.0 UpA01
P08729 226.014 44.945 1.15e-17 7.97e-18 4.99e-18 0.0 -4.0 undef 0.0 UpA01
P05318 225.931 44.92 1.06e-17 7.86e-18 4.82e-18 -0.001 -3.87 undef 0.0 UpA01
P06762 225.827 44.931 1.19e-14 6.31e-15 2.83e-15 0.001 -3.82 undef 0.0 UpA01
P06615 226.425 44.879 3.07e-16 1.62e-16 7.84e-17 0.0 -2.85 undef 0.0 UpA01
P02629 227.185 44.833 2.61e-14 1.59e-14 8.13e-15 -0.0 -2.11 undef 0.0 UpA01
P09917 226.334 44.863 2.05e-14 1.13e-14 5.58e-15 -0.001 -2.9 undef 0.0 UpA01
P06855 226.078 44.866 2.11e-14 1.15e-14 5.76e-15 0.0 -3.31 undef 0.0 UpA01
P07082 225.477 44.908 6.44e-16 3.31e-16 1.48e-16 -0.0 -3.75 undef 0.0 UpA01
P07807 225.679 44.877 5.26e-17 3.27e-17 1.72e-17 -0.0 -3.81 undef 0.0 UpA01
P08838 225.954 44.821 2.68e-16 1.43e-16 6.94e-17 0.001 -3.23 undef 0.0 UpA01
P05548 225.541 44.863 1.14e-15 3.68e-15 7.73e-15 0.0 -3.78 undef 0.0 UpA01
P03148 225.177 44.896 1.05e-17 7.66e-18 4.67e-18 0.002 -3.7 undef 0.0 UpA01
P03394 226.445 44.79 2.69e-16 1.46e-16 6.9e-17 0.001 -2.18 undef 0.0 UpA01
P08440 225.548 44.87 9.65e-17 5.66e-17 2.9e-17 0.002 -3.67 undef 0.0 UpA01
P03591 226.008 44.812 9.45e-16 4.66e-16 2.09e-16 0.0 -3.27 undef 0.0 UpA01
P03749 225.824 44.831 2.43e-14 1.48e-14 7.77e-15 -0.0 -3.58 undef 0.0 UpA01
P08858 225.758 44.834 2.5e-16 1.32e-16 6.81e-17 -0.0 -3.59 undef 0.0 UpA01
P03014 225.915 44.805 4.74e-16 2.56e-16 1.2e-16 -0.0 -3.28 undef 0.0 UpA01
P02244 225.687 44.814 3.49e-16 1.83e-16 8.65e-17 0.001 -3.52 undef 0.0 UpA01
P03449 226.012 44.784 2.72e-17 1.81e-17 1.06e-17 -0.0 -2.65 undef 0.0 UpA01
P09710 226.013 44.808 1.43e-17 9.93e-18 5.84e-18 -0.001 -2.73 undef 0.0 UpA01
P03285 225.64 44.815 5.83e-16 2.95e-16 1.38e-16 0.001 -3.52 undef 0.0 UpA01
P09535 225.881 44.784 1.25e-16 7.04e-17 3.6e-17 0.001 -3.18 undef 0.0 UpA01
P08302 225.798 44.782 2.18e-14 1.19e-14 6.04e-15 0.001 -3.13 undef 0.0 UpA01
P08566 225.864 44.795 6.23e-16 3.21e-16 1.42e-16 -0.001 -3.08 undef 0.0 UpA01
P00942 225.95 44.782 6.27e-16 3.34e-16 1.52e-16 0.0 -2.45 undef 0.0 UpA01
P00271 225.941 44.767 6.8e-17 4.11e-17 2.14e-17 0.001 -2.47 undef 0.0 UpA01
P10442 226.02 44.77 1.28e-14 6.38e-15 3.02e-15 -0.001 -2.62 undef 0.0 UpA01
P03097 226.237 44.74 7.34e-16 2.72e-15 6.43e-15 0.001 -1.67 undef 0.0 UpA01
P01478 225.797 44.773 7.68e-16 4.12e-16 1.77e-16 0.002 -3.06 undef 0.0 UpA01
P09092 226.032 44.764 1.01e-16 5.91e-17 2.98e-17 0.001 -2.35 undef 0.0 UpA01
P01877 225.987 44.761 1.56e-16 8.87e-17 4.37e-17 0.002 -1.96 undef 0.0 UpA01
P04732 225.948 44.776 1.84e-17 1.29e-17 7.78e-18 0.001 -2.58 undef 0.0 UpA01
P03072 225.978 44.754 6.58e-16 3.36e-16 1.53e-16 -0.0 -2.12 undef 0.0 UpA01
P08620 226.326 44.741 4.27e-16 2.25e-16 1.06e-16 -0.001 -1.6 undef 0.0 UpA01
P07433 225.759 44.783 2.35e-16 1.3e-16 6.19e-17 -0.001 -3.03 undef 0.0 UpA01
P08342 225.829 44.744 4.29e-17 2.77e-17 1.45e-17 0.001 -2.01 undef 0.0 UpA01
P04597 225.836 44.776 2.59e-14 2.32e-14 1.72e-14 -0.001 -2.47 undef 0.0 UpA01
P04084 225.716 44.75 5.73e-16 2.96e-16 1.36e-16 0.0 -2.32 undef 0.0 UpA01
P00812 225.917 44.752 8.58e-16 4.24e-16 1.92e-16 0.001 -1.95 undef 0.0 UpA01
P05428 225.828 44.741 2.78e-17 1.88e-17 1.07e-17 0.003 -2.09 undef 0.0 UpA01
P04832 225.6 44.768 1.42e-17 9.72e-18 6.22e-18 0.001 -2.74 undef 0.0 UpA01
P10373 225.504 44.796 4.94e-16 2.5e-16 1.16e-16 -0.001 -3.1 undef 0.0 UpA01
P06443 225.658 44.761 1.21e-16 7.14e-17 3.48e-17 0.001 -2.36 undef 0.0 UpA01
P10375 226.076 44.729 2.13e-16 1.19e-16 5.68e-17 0.0 -1.54 undef 0.0 UpA01
P02080 225.908 44.753 6.95e-17 4.06e-17 2.13e-17 0.001 -1.66 undef 0.0 UpA01
P02535 225.822 44.753 5.37e-16 2.75e-16 1.25e-16 0.001 -2.48 undef 0.0 UpA01
P03713 225.819 44.73 2.81e-17 1.86e-17 1.04e-17 0.0 -1.78 undef 0.0 UpA01
P10010 225.483 44.755 6.23e-17 3.93e-17 2.01e-17 0.0 -2.58 undef 0.0 UpA01
P04937 225.918 44.733 1.86e-16 1.04e-16 5.15e-17 -0.0 -1.44 undef 0.0 UpA01
P07027 225.748 44.715 1.07e-17 8.15e-18 5.02e-18 0.003 -1.87 undef 0.0 UpA01
P07861 225.193 44.792 6.21e-17 3.7e-17 2.04e-17 -0.001 -2.91 undef 0.0 UpA01
P05311 224.948 44.808 6.05e-16 3.15e-16 1.43e-16 0.001 -3.06 undef 0.0 UpA01
P02118 225.213 44.778 1.76e-16 9.96e-17 4.85e-17 0.0 -2.98 undef 0.0 UpA01
P03976 226.9 44.577 2.38e-14 2.31e-14 1.84e-14 0.001 -1.13 undef 0.0 UpA01
P00297 225.496 44.739 4.58e-17 2.85e-17 1.57e-17 -0.001 -2.24 undef 0.0 UpA01
P07734 225.874 44.665 7.29e-16 3.73e-16 1.66e-16 0.0 -1.14 undef 0.0 UpA01
P09250 226.039 44.661 2.73e-17 1.82e-17 1.04e-17 -0.0 -1.02 undef 0.0 UpA01
P03444 225.589 44.733 3.38e-17 2.18e-17 1.25e-17 0.0 -2.19 undef 0.0 UpA01
P07167 225.791 44.664 3.38e-16 1.79e-16 8.47e-17 -0.001 -1.39 undef 0.0 UpA01
P04601 226.387 44.585 2.04e-16 1.11e-16 5.31e-17 0.001 -0.99 undef 0.0 UpA01
P04862 225.414 44.708 2.39e-14 1.43e-14 7.49e-15 0.0 -2.14 undef 0.0 UpA01
