Name Equatorial Polar BlueFlux GreenFlux RedFlux Parallax RadialVelocity Distance Periodicity Location
P08434 354.848 51.03 4.52e-17 2.96e-17 1.74e-17 0.001 2.63 undef 0.0 FrontC01
P08248 355.197 51.167 5.02e-16 2.78e-16 1.41e-16 -0.001 2.36 undef 0.0 FrontC01
P07496 355.51 50.268 9.25e-17 5.8e-17 3.15e-17 0.001 2.39 undef 0.0 FrontC01
P08222 355.499 50.597 3.21e-15 1.62e-15 6.69e-16 -0.001 2.7 undef 0.0 FrontC01
P05499 355.565 50.267 3.56e-17 2.53e-17 1.44e-17 0.0 2.19 undef 0.0 FrontC01
P09454 355.715 50.172 4.85e-16 2.74e-16 1.32e-16 0.002 2.01 undef 0.0 FrontC01
P05093 355.551 51.302 3.28e-14 1.77e-14 8.16e-15 -0.0 1.68 undef 0.0 FrontC01
P01816 355.706 50.526 6.76e-14 6.11e-14 4.14e-14 0.001 2.5 undef 0.0 FrontC01
P06585 355.766 50.496 9.45e-17 7.79e-16 3.81e-15 0.0 2.44 undef 0.0 FrontC01
P01477 355.817 50.619 1.82e-16 1.11e-16 6e-17 0.002 2.32 undef 0.0 FrontC01
P03595 355.763 51.076 4.63e-17 3.27e-17 1.94e-17 0.0 1.74 undef 0.0 FrontC01
P01960 356.004 50.592 2.39e-16 1.4e-16 6.58e-17 0.001 2.29 undef 0.0 FrontC01
P03646 355.831 50.804 6.42e-16 3.65e-16 1.71e-16 0.002 1.64 undef 0.0 FrontC01
P06438 356.066 50.054 7.24e-17 5e-17 2.71e-17 -0.0 1.32 undef 0.0 FrontC01
P09757 355.928 51.413 1.16e-14 6.47e-15 2.94e-15 0.001 -1.67 undef 0.0 FrontC01
P08242 356.146 50.113 8.13e-17 5.32e-17 2.87e-17 0.001 1.3 undef 0.0 FrontC01
P07606 356.157 50.755 2.97e-16 1.69e-16 7.9e-17 0.002 1.99 undef 0.0 FrontC01
P09512 356.14 50.561 3.07e-14 1.61e-14 7.48e-15 0.001 1.87 undef 0.0 FrontC01
P03103 356.171 50.542 1.15e-15 6.16e-16 2.81e-16 0.003 1.68 undef 0.0 FrontC01
P03656 356.147 50.593 7.64e-17 5.45e-17 2.88e-17 0.0 1.64 undef 0.0 FrontC01
P08675 356.278 50.554 1.23e-16 7.57e-17 4.14e-17 0.0 1.57 undef 0.0 FrontC01
P00145 356.228 50.66 1.92e-17 1.51e-17 9.46e-18 0.002 1.57 undef 0.0 FrontC01
P08749 356.281 50.812 2.82e-17 2.02e-17 1.25e-17 0.001 1.16 undef 0.0 FrontC01
P06681 356.152 50.476 3.69e-16 2.01e-16 1.02e-16 0.001 1.02 undef 0.0 FrontC01
P09956 356.384 50.753 9.37e-16 5.23e-16 2.39e-16 0.002 0.78 undef 0.0 FrontC01
P09267 356.385 50.696 3.2e-15 1.62e-15 6.97e-16 -0.001 1.24 undef 0.0 FrontC01
P00509 356.281 50.223 2.85e-16 1.57e-16 7.82e-17 0.001 0.59 undef 0.0 FrontC01
P10382 356.448 50.813 2.4e-15 1.26e-15 5.49e-16 0.001 1.1 undef 0.0 FrontC01
P08361 356.284 51.634 2.81e-14 3.97e-14 4.16e-14 0.001 0.52 undef 19.637070641607256 FrontC01
P10155 356.319 50.472 6.98e-14 5.4e-14 3.6e-14 -0.0 0.89 undef 0.0 FrontC01
P08288 356.354 50.828 1.61e-15 8.59e-16 3.77e-16 -0.002 0.54 undef 0.0 FrontC01
P07302 356.502 50.541 1.71e-16 9.71e-17 4.74e-17 0.001 0.68 undef 0.0 FrontC01
P02112 356.356 50.316 1.33e-15 6.62e-16 3.07e-16 0.001 0.45 undef 0.0 FrontC01
P02384 356.339 50.596 2.52e-15 1.28e-15 5.77e-16 0.001 0.45 undef 0.0 FrontC01
P01768 356.441 50.565 2.78e-16 1.6e-16 7.92e-17 -0.0 0.36 undef 0.0 FrontC01
P05464 356.475 50.567 3.72e-16 2.14e-16 1.03e-16 -0.0 0.46 undef 0.0 FrontC01
P02456 356.466 50.59 6.63e-16 3.43e-16 1.71e-16 0.0 0.42 undef 0.0 FrontC01
P00988 356.465 50.606 1.74e-16 1.05e-16 5.65e-17 -0.0 0.21 undef 0.0 FrontC01
P01999 356.49 50.587 6.01e-16 3.23e-16 1.61e-16 0.001 0.02 undef 0.0 FrontC01
P00361 356.337 50.396 3.65e-16 2.16e-16 9.8e-17 -0.001 0.02 undef 0.0 FrontC01
P09269 356.486 50.622 5.97e-14 3.94e-14 2.03e-14 0.002 -0.14 undef 0.0 FrontC01
P03060 356.332 50.72 2.26e-17 1.76e-17 1.04e-17 -0.001 0.21 undef 0.0 FrontC01
P05080 356.567 50.776 1.16e-15 6.41e-16 2.75e-16 0.0 -0.24 undef 0.0 FrontC01
P04003 356.406 50.614 2.3e-17 1.79e-17 1.11e-17 -0.001 -0.28 undef 0.0 FrontC01
P02060 356.336 50.506 3.35e-16 1.91e-16 9.3e-17 0.0 -0.28 undef 0.0 FrontC01
P05834 356.592 50.79 1.69e-17 1.32e-17 8.06e-18 -0.002 0.09 undef 0.0 FrontC01
P00172 356.535 50.644 1.44e-15 7.38e-16 3.39e-16 0.003 -0.2 undef 0.0 FrontC01
P03983 356.521 50.805 4.02e-17 2.75e-17 1.64e-17 -0.001 0.11 undef 0.0 FrontC01
P01625 356.427 50.326 1.45e-14 7.68e-15 3.33e-15 0.001 -2.03 undef 0.0 FrontC01
P09704 356.394 50.747 1.84e-16 1.14e-16 5.95e-17 -0.001 -0.03 undef 0.0 FrontC01
P08310 356.519 50.718 2.35e-16 1.3e-16 6.87e-17 0.001 -0.55 undef 0.0 FrontC01
P10081 356.439 50.502 1.22e-17 1.02e-17 6.72e-18 0.001 -0.53 undef 52.09169054441261 FrontC01
P00830 356.549 50.513 3.11e-15 1.43e-15 6.78e-16 -0.001 -0.32 undef 0.0 FrontC01
P06498 356.563 50.41 1.29e-17 1.04e-17 6.75e-18 0.0 -0.19 undef 49.26829268292683 FrontC01
P10175 356.552 50.585 7.37e-16 3.91e-16 1.86e-16 0.001 -0.4 undef 0.0 FrontC01
P02157 356.517 50.734 1.72e-15 8.84e-16 4.19e-16 0.001 -0.34 undef 0.0 FrontC01
P03163 356.52 50.479 2.06e-17 1.64e-17 1.07e-17 -0.0 -0.44 undef 0.0 FrontC01
P02031 356.55 50.298 9.96e-16 5.46e-16 2.61e-16 -0.0 -0.12 undef 0.0 FrontC01
P02377 356.576 51.497 4.11e-14 2.04e-14 9.76e-15 0.001 0.13 undef 0.0 FrontC01
P00810 356.613 50.518 2.52e-15 1.29e-15 6e-16 0.002 -0.68 undef 0.0 FrontC01
P09610 356.615 50.511 4.16e-14 2.25e-14 1.08e-14 0.002 -0.68 undef 0.0 FrontC01
