Name Equatorial Polar BlueFlux GreenFlux RedFlux Parallax RadialVelocity Distance Periodicity Location
P10312 238.222 80.665 8.16e-17 7.31e-17 5.09e-17 0.002 1.33 undef 49.9176276771005 LeftA03
P04971 240.456 82.522 3.08e-13 1.43e-13 7.69e-14 0.002 0.77 undef 0.0 LeftB03
P09731 240.962 82.49 3.6e-17 4.04e-17 2.75e-17 0.002 0.98 undef 0.0 LeftB03
P01785 241.336 82.773 1.93e-16 1.55e-16 9.05e-17 0.001 0.86 undef 0.0 LeftB03
P08689 241.371 82.734 4.13e-14 1.17e-13 2.08e-13 0.003 0.84 undef 0.0 LeftB03
P03584 241.521 83.075 1.87e-16 1.43e-16 9.41e-17 0.003 0.5 undef 0.0 LeftB03
P05262 241.825 83.0 1.33e-14 6.97e-15 3.21e-15 0.003 0.56 undef 0.0 LeftB03
P03161 241.992 83.239 2.77e-16 2.15e-16 1.41e-16 0.002 0.96 undef 0.0 LeftB03
P08063 242.559 83.593 2.22e-15 1.31e-15 6.93e-16 0.001 0.72 undef 0.0 LeftB03
P09355 242.575 83.278 1.43e-16 1.22e-16 6.91e-17 0.001 0.79 undef 51.61839863713799 LeftB03
P08770 242.549 83.61 3.62e-17 3.18e-17 2.3e-17 0.001 0.81 undef 0.0 LeftB03
P02307 242.652 83.592 6.77e-15 3.56e-15 1.66e-15 0.001 0.49 undef 0.0 LeftB03
P07576 242.741 83.427 4.86e-13 5.49e-13 3.48e-13 0.002 0.24 undef 0.0 LeftB03
P03390 242.845 83.755 2.3e-16 1.63e-16 1.04e-16 0.002 -0.11 undef 0.0 LeftB03
P07984 242.875 83.673 8.52e-15 4.06e-15 1.98e-15 0.0 0.33 undef 0.0 LeftB03
P01427 243.166 84.248 2.77e-16 1.98e-16 1.11e-16 0.001 -0.42 undef 0.0 LeftB03
P08140 243.253 83.864 1.43e-14 5.65e-14 1.53e-13 0.002 0.2 undef 0.0 LeftB03
P05535 243.174 84.139 7.52e-15 3.79e-15 1.76e-15 0.001 -1.79 undef 0.0 LeftB03
P00347 243.349 84.648 3.2e-15 1.81e-15 9.38e-16 0.002 -0.52 undef 0.0 LeftB03
