Name Equatorial Polar BlueFlux GreenFlux RedFlux Parallax RadialVelocity Distance Periodicity Location
P00500 268.442 56.634 3.72e-14 5.43e-14 5.36e-14 0.001 -0.2 undef 19.552591955259192 LeftC01
P04573 268.982 55.489 2.54e-16 1.41e-16 7.47e-17 0.001 0.28 undef 0.0 LeftC01
P09361 269.523 56.566 2.01e-15 8e-15 1.87e-14 -0.0 -0.36 undef 0.0 LeftC01
P10169 269.431 57.094 7.05e-16 3.81e-16 1.9e-16 0.001 -0.8 undef 0.0 LeftC01
P05905 269.718 57.295 8.28e-17 5.19e-17 3.02e-17 0.001 -1.26 undef 0.0 LeftC01
P05047 269.555 56.983 4.72e-16 2.56e-16 1.36e-16 0.0 -0.86 undef 0.0 LeftC01
P00042 269.811 56.784 9.25e-14 6.56e-14 4.07e-14 0.0 -0.94 undef 0.0 LeftC01
P05621 270.113 57.719 3.41e-17 2.35e-17 1.53e-17 0.001 -1.83 undef 0.0 LeftD01
P07772 270.108 56.619 4.4e-16 2.49e-16 1.24e-16 0.0 -0.62 undef 0.0 LeftD01
P00932 270.056 56.375 3.13e-15 1.56e-15 6.96e-16 0.001 -0.36 undef 0.0 LeftD01
P07464 270.147 57.446 6.89e-16 3.66e-16 1.92e-16 0.001 -1.84 undef 0.0 LeftD01
P05949 270.246 55.389 1.2e-16 7.61e-17 4.37e-17 0.0 -0.38 undef 0.0 LeftD01
P05774 270.13 55.826 2.35e-16 1.42e-16 7.53e-17 0.001 -0.14 undef 0.0 LeftD01
P00369 270.335 56.875 3.23e-15 1.63e-15 7.15e-16 0.001 -1.34 undef 0.0 LeftD01
P01134 270.428 55.92 1.77e-17 3.13e-17 3.83e-17 0.008 -1.97 125 0.0 LeftD01
P05270 270.529 56.096 3.24e-17 2.38e-17 1.49e-17 -0.0 -0.35 undef 0.0 LeftD01
P04424 270.427 55.879 3.53e-17 2.64e-17 1.71e-17 0.0 -0.52 undef 0.0 LeftD01
P01979 270.557 56.437 2.95e-16 1.78e-16 8.88e-17 0.0 -0.49 undef 0.0 LeftD01
P07093 270.551 56.493 1.83e-17 1.35e-17 9.26e-18 0.0 -0.84 undef 50.81050866405813 LeftD01
P10416 270.57 55.693 6.51e-14 3.6e-14 1.76e-14 0.001 -0.64 undef 0.0 LeftD01
P09430 270.699 56.782 4.8e-15 2.31e-15 9.91e-16 0.0 -1.58 undef 0.0 LeftD01
P00389 270.791 54.79 1.27e-15 1.12e-15 8.08e-16 0.006 -1.98 167 48.73994638069705 LeftD01
P01095 270.727 56.162 1.53e-16 1.02e-16 5.61e-17 0.0 -0.81 undef 0.0 LeftD01
P05050 270.707 57.631 1.4e-15 7.18e-16 3.27e-16 -0.001 -2.57 undef 0.0 LeftD01
P08277 270.984 55.412 1.96e-17 1.62e-17 1.06e-17 0.0 -1.12 undef 51.15362971299943 LeftD01
P02223 270.996 56.671 3.44e-15 1.83e-15 8.58e-16 -0.001 -1.58 undef 0.0 LeftD01
P09378 270.721 55.919 5.39e-15 2.57e-15 1.16e-15 0.001 -1.0 undef 0.0 LeftD01
P02441 270.954 56.503 2.41e-17 1.83e-17 1.18e-17 0.001 -1.24 undef 0.0 LeftD01
P07254 270.921 56.628 7.26e-16 4.22e-16 2.13e-16 0.0 -1.53 undef 0.0 LeftD01
P00170 271.005 55.98 1.06e-16 7.31e-17 3.99e-17 -0.0 -1.11 undef 0.0 LeftD01
P07370 270.942 56.608 3.59e-17 2.57e-17 1.65e-17 0.003 -1.7 undef 0.0 LeftD01
P05976 270.979 56.507 2.29e-16 1.52e-16 7.04e-17 0.0 -1.25 undef 0.0 LeftD01
P03879 271.07 56.322 5.4e-14 2.95e-14 1.46e-14 -0.003 -1.23 undef 0.0 LeftD01
P01746 270.996 56.462 1.12e-17 1.01e-17 7.16e-18 0.002 -1.44 undef 49.26829268292683 LeftD01
