Name Equatorial Polar BlueFlux GreenFlux RedFlux Parallax RadialVelocity Distance Periodicity Location
P04292 344.966 52.707 4.96e-13 3.05e-13 1.59e-13 0.003 2.68 undef 0.0 FrontB01
P06796 347.697 52.205 1.96e-14 1e-14 4.68e-15 -0.001 2.53 undef 0.0 FrontC01
P09794 348.368 50.076 4.29e-13 5.14e-13 4.52e-13 0.003 2.37 undef 18.96515752138535 FrontC01
P07696 348.708 50.561 4.81e-13 3.02e-13 1.55e-13 0.002 2.51 undef 0.0 FrontC01
P06560 350.099 50.5 3.88e-17 3.82e-17 2.68e-17 0.001 2.26 undef 0.0 FrontC01
P09811 350.437 51.222 1.53e-15 9.4e-16 5.03e-16 0.002 2.14 undef 0.0 FrontC01
P01026 350.462 50.904 3.29e-15 1.92e-15 9.28e-16 -0.001 2.2 undef 0.0 FrontC01
P02988 350.568 51.111 4.29e-16 3.07e-16 1.73e-16 0.001 1.83 undef 0.0 FrontC01
P02113 350.705 51.061 2.5e-16 1.89e-16 1.17e-16 0.001 1.94 undef 0.0 FrontC01
P07908 350.746 51.703 6.04e-13 3.66e-13 2.06e-13 0.001 1.69 undef 0.0 FrontC01
P09752 350.933 50.335 1.89e-14 9.14e-15 4.45e-15 0.001 1.85 undef 0.0 FrontC01
P08468 351.072 49.928 5.92e-17 5.2e-17 3.68e-17 0.0 1.43 undef 49.9176276771005 FrontC01
P03771 351.257 50.95 1.1e-14 5.74e-15 2.63e-15 -0.0 1.82 undef 0.0 FrontC01
P08263 351.083 49.673 3.85e-14 1.81e-14 8.15e-15 0.001 1.28 undef 0.0 FrontC01
P09761 351.471 49.157 7.72e-17 7.24e-17 4.78e-17 0.002 0.53 undef 49.59083469721767 FrontC01
P09125 351.431 50.299 3.68e-15 2.01e-15 9.94e-16 0.002 1.32 undef 0.0 FrontC01
P01591 351.59 49.172 3.5e-15 2.03e-15 1.02e-15 0.001 1.01 undef 0.0 FrontC01
P07409 351.633 51.331 3.9e-17 3.66e-17 2.69e-17 0.002 1.26 undef 0.0 FrontC01
P05018 351.776 50.569 1.19e-14 6.03e-15 2.93e-15 -0.0 1.47 undef 0.0 FrontC01
P03753 351.647 50.723 1.74e-16 1.32e-16 8.64e-17 0.0 1.52 undef 0.0 FrontC01
P04026 351.842 50.708 1.18e-16 9.23e-17 6.31e-17 0.002 1.02 undef 49.59083469721767 FrontC01
P08492 351.873 50.699 3.81e-16 2.73e-16 1.6e-16 0.003 0.93 undef 0.0 FrontC01
P00246 351.806 50.884 2.22e-16 1.65e-16 1.06e-16 0.002 1.12 undef 0.0 FrontC01
P02145 351.969 50.111 3.19e-17 2.79e-17 2.31e-17 0.002 0.83 undef 0.0 FrontC01
P06041 351.911 49.076 1.59e-17 1.66e-17 1.39e-17 0.0 0.09 undef 0.0 FrontC01
P02689 352.086 50.431 4.95e-17 4.52e-17 3.3e-17 0.002 0.89 undef 49.05558553696708 FrontC01
P06479 351.951 50.614 3.82e-16 2.71e-16 1.59e-16 0.001 0.92 undef 0.0 FrontC01
P02542 352.006 50.497 2.81e-16 1.98e-16 1.19e-16 0.002 0.85 undef 0.0 FrontC01
P00657 352.077 50.588 1.34e-16 1.07e-16 7.02e-17 0.001 0.78 undef 50.69715560513106 FrontC01
P10063 352.12 50.831 4.62e-13 2.69e-13 1.32e-13 0.0 0.98 undef 0.0 FrontC01
P08799 352.063 50.493 1.09e-15 6.58e-16 3.59e-16 0.002 0.38 undef 0.0 FrontC01
P07330 352.077 50.349 3.96e-13 2.04e-13 9.53e-14 0.002 0.35 undef 0.0 FrontC01
P08956 352.049 50.642 4.1e-16 2.74e-16 1.63e-16 0.002 0.73 undef 0.0 FrontC01
P03794 352.065 50.966 5.47e-17 5.01e-17 3.51e-17 0.002 0.77 undef 49.05558553696708 FrontC01
P06246 352.184 50.981 1.33e-15 8.64e-16 4.55e-16 -0.0 0.72 undef 0.0 FrontC01
P08767 352.176 50.464 3.29e-17 3.06e-17 2.34e-17 0.001 0.67 undef 0.0 FrontC01
P03787 352.156 50.537 4.78e-15 2.7e-15 1.24e-15 0.001 0.11 undef 0.0 FrontC01
P07935 352.189 50.638 2.26e-15 1.29e-15 6.71e-16 0.0 0.32 undef 0.0 FrontC01
P09476 352.365 50.675 2.04e-15 1.15e-15 5.91e-16 0.002 0.4 undef 0.0 FrontC01
P03867 352.327 50.634 3.04e-14 1.53e-14 7.02e-15 0.002 0.28 undef 0.0 FrontC01
