Name Equatorial Polar BlueFlux GreenFlux RedFlux Parallax RadialVelocity Distance Periodicity Location
P10449 272.103 155.428 4.41e-15 3.03e-15 1.68e-15 0.002 -1.49 undef 0.0 DownB03
P04904 270.989 156.236 1.05e-13 4.89e-14 2.21e-14 0.004 -1.75 undef 0.0 DownB03
P05769 270.793 156.869 1.18e-12 2.31e-12 3.31e-12 0.004 -2.29 undef 0.0 DownB03
P08585 280.217 158.622 6.07e-12 3.9e-12 2.1e-12 0.002 -3.01 undef 0.0 DownB03
P05261 271.888 159.03 4.61e-14 2.32e-14 1.36e-14 0.005 -2.68 undef 0.0 DownB03
P00920 278.148 159.216 1.39e-13 6.47e-14 3.18e-14 0.005 -2.86 undef 0.0 DownB03
P02165 275.852 159.474 3.51e-15 2.48e-15 1.47e-15 0.005 -2.94 undef 0.0 DownB03
P01819 282.237 160.189 2.59e-17 3.58e-17 3.53e-17 0.003 -3.18 undef 0.0 DownB03
P07349 270.275 160.645 4.22e-17 5.73e-17 5.37e-17 0.005 -2.79 undef 0.0 DownB03
P01544 276.87 160.696 9.4e-14 4.69e-14 2.63e-14 0.006 -2.86 167 0.0 DownB03
P03169 279.018 160.807 1.62e-17 2.59e-17 2.8e-17 0.006 -3.07 167 0.0 DownB03
P07523 243.062 148.993 3.48e-14 2.22e-14 9.25e-15 0.004 1.59 undef 0.0 DownB04
P02003 254.492 150.969 2.14e-17 3.18e-17 3.43e-17 0.005 0.08 undef 0.0 DownB04
P08704 246.416 150.176 6.56e-15 4.39e-15 2.22e-15 0.006 1.63 167 0.0 DownB04
P02700 265.698 151.714 3.51e-12 3.12e-12 1.69e-12 0.004 -0.75 undef 0.0 DownB04
P04335 251.981 151.335 3.15e-16 3.42e-16 2.31e-16 0.005 0.47 undef 0.0 DownB04
P07419 249.643 151.153 5.52e-16 4.31e-16 3.58e-16 0.004 0.65 undef 49.699289229086936 DownB04
P04287 246.909 151.411 2.16e-17 3.06e-17 3.72e-17 0.004 1.88 undef 0.0 DownB04
P01767 252.029 152.206 4.38e-17 5.19e-17 4.89e-17 0.004 0.76 undef 0.0 DownB04
