Name Equatorial Polar BlueFlux GreenFlux RedFlux Parallax RadialVelocity Distance Periodicity Location
P05125 254.693 82.29 8.58e-17 9.28e-17 7.51e-17 0.003 1.61 undef 0.0 LeftB03
P05084 254.898 82.921 1.79e-12 8.74e-13 3.9e-13 0.003 0.75 undef 0.0 LeftB03
P01025 260.799 74.68 3.82e-17 1.73e-17 7.71e-18 0.004 -2.39 undef 0.0 LeftC02
P00923 264.608 74.543 3.75e-15 2.64e-15 1.52e-15 0.003 -4.65 undef 0.0 LeftC02
P09339 265.594 74.927 5.04e-12 2.46e-12 1.27e-12 0.004 -0.29 undef 0.0 LeftC02
P08668 267.734 73.968 4.97e-17 2.69e-17 1.2e-17 0.004 -6.09 undef 0.0 LeftC02
P04150 267.87 74.197 3.63e-16 3.25e-16 2.68e-16 0.004 -6.22 undef 49.16170903190913 LeftC02
P06333 255.738 82.264 2.12e-14 1.18e-14 5.62e-15 0.004 1.0 undef 0.0 LeftC03
P04217 256.187 81.874 1.3e-14 7.83e-15 4.32e-15 0.003 1.02 undef 0.0 LeftC03
P02380 257.068 82.051 2.78e-16 2.5e-16 1.76e-16 0.004 0.56 undef 49.05558553696708 LeftC03
P04986 257.821 78.523 1.2e-13 5.88e-14 2.44e-14 0.004 0.6 undef 0.0 LeftC03
P03893 258.027 79.531 2.36e-16 2.17e-16 1.68e-16 0.002 0.89 undef 0.0 LeftC03
P08601 258.073 77.364 1.42e-15 1.04e-15 7.05e-16 0.005 0.24 undef 0.0 LeftC03
P07664 258.087 83.177 2.29e-12 2.44e-12 2.24e-12 0.004 -0.53 undef 18.66913123844732 LeftC03
P10199 258.062 77.464 1.67e-15 1.29e-15 8.35e-16 0.004 -0.17 undef 0.0 LeftC03
P01024 258.332 81.23 9.78e-14 5.16e-14 2.61e-14 0.003 0.98 undef 0.0 LeftC03
P06166 258.345 75.947 7.43e-14 3.71e-14 1.74e-14 0.005 -1.1 undef 0.0 LeftC03
P02417 259.073 78.024 1.49e-14 9.39e-15 5.53e-15 0.005 -0.04 undef 0.0 LeftC03
