Name Equatorial Polar BlueFlux GreenFlux RedFlux Parallax RadialVelocity Distance Periodicity Location
P04291 338.117 53.236 5.22e-13 2.78e-13 1.19e-13 0.002 1.41 undef 0.0 FrontB01
P00280 338.726 54.208 1.78e-15 1.08e-15 6.17e-16 0.0 1.46 undef 0.0 FrontB01
P07770 338.953 56.722 3.7e-15 2.33e-15 1.16e-15 0.003 1.15 undef 0.0 FrontB01
P00915 339.382 54.546 2.63e-14 1.32e-14 6.16e-15 0.001 1.42 undef 0.0 FrontB01
P02084 339.369 51.188 8.47e-13 4.8e-13 2.36e-13 0.003 0.95 undef 0.0 FrontB01
P03991 339.639 55.311 4.64e-16 3.48e-16 2.07e-16 0.001 1.4 undef 0.0 FrontB01
P00820 339.702 52.716 1.43e-14 7.76e-15 3.67e-15 0.002 1.12 undef 0.0 FrontB01
P04033 339.94 54.339 6.22e-15 3.61e-15 1.78e-15 0.002 1.36 undef 0.0 FrontB01
P01778 340.207 55.333 1.24e-12 9.49e-13 5.88e-13 0.001 1.38 undef 0.0 FrontB01
P03791 340.118 54.116 1.64e-17 1.87e-17 1.63e-17 0.001 1.28 undef 0.0 FrontB01
P10390 340.173 54.011 1.07e-17 1.34e-17 1.26e-17 0.002 1.35 undef 0.0 FrontB01
P07692 340.311 55.498 1.35e-16 1.15e-16 8.3e-17 0.003 1.25 undef 49.48285247686445 FrontB01
P05007 340.489 55.286 6.47e-13 3.47e-13 1.67e-13 0.001 1.33 undef 0.0 FrontB01
P10124 340.458 57.009 7.89e-17 7.07e-17 5.2e-17 0.001 0.91 undef 0.0 FrontB01
P04248 340.562 54.598 6.98e-17 6.7e-17 5.01e-17 0.003 1.3 undef 0.0 FrontB01
P01286 340.55 51.858 3.7e-16 2.81e-16 1.81e-16 0.002 0.85 undef 0.0 FrontB01
P07097 340.657 53.735 2.18e-15 1.4e-15 7.15e-16 0.002 1.14 undef 0.0 FrontB01
P05010 340.659 50.613 1.39e-16 1.19e-16 8.73e-17 0.002 0.73 undef 49.699289229086936 FrontB01
P08986 340.873 55.962 1.42e-17 1.66e-17 1.55e-17 0.001 1.18 undef 0.0 FrontB01
P06888 340.763 56.19 2.47e-14 1.26e-14 5.82e-15 0.002 0.98 undef 0.0 FrontB01
P08121 340.863 55.946 2.78e-17 3.04e-17 2.54e-17 -0.001 1.1 undef 0.0 FrontB01
P09105 340.937 55.854 1.19e-14 6.68e-15 3.14e-15 0.002 1.09 undef 0.0 FrontB01
P09381 341.006 57.02 1.33e-16 1.15e-16 7.99e-17 0.001 0.69 undef 50.02751788662631 FrontB01
P02220 340.991 54.302 8.28e-17 7.81e-17 6e-17 0.002 1.06 undef 48.63563402889245 FrontB01
P06961 341.065 55.411 5.27e-14 2.7e-14 1.12e-14 0.003 1.25 undef 0.0 FrontB01
P03106 341.233 54.624 8.36e-16 5.72e-16 3.43e-16 0.003 1.09 undef 0.0 FrontB01
P06433 341.164 55.647 1.47e-16 1.32e-16 8.63e-17 0.004 1.14 undef 49.16170903190913 FrontB01
P07705 341.01 56.665 1.41e-14 7.45e-15 3.5e-15 -0.002 0.83 undef 0.0 FrontB01
P02442 341.131 56.266 1.44e-14 8.17e-15 3.75e-15 0.001 0.93 undef 0.0 FrontB01
P08448 341.17 55.873 7.41e-15 4.1e-15 1.92e-15 0.001 1.09 undef 0.0 FrontB01
P09233 341.206 56.069 1.38e-17 1.66e-17 1.48e-17 0.002 0.93 undef 0.0 FrontB01
P01783 341.084 54.23 2.39e-15 1.51e-15 7.9e-16 0.0 0.97 undef 0.0 FrontB01
P01504 341.115 57.434 6.04e-13 7.94e-13 7.45e-13 0.002 0.51 undef 19.519003650418725 FrontB01
P03289 341.217 57.617 6.19e-17 5.73e-17 4.3e-17 0.002 0.39 undef 0.0 FrontB01
P02888 341.26 55.282 6.38e-13 3.22e-13 1.48e-13 0.0 1.12 undef 0.0 FrontB01
P05815 341.328 57.686 7.77e-17 7.09e-17 5.25e-17 0.002 0.34 undef 49.375339489407935 FrontB01
P07010 341.433 58.058 1.74e-14 9.33e-15 4.22e-15 0.002 0.21 undef 0.0 FrontB01
P02017 341.533 55.675 1.47e-15 9.83e-16 5.55e-16 0.001 0.99 undef 0.0 FrontB01
P00489 341.518 54.879 5.94e-15 3.44e-15 1.7e-15 0.004 0.91 undef 0.0 FrontB01
P08089 341.598 54.96 1.23e-17 1.46e-17 1.36e-17 0.003 0.96 undef 0.0 FrontB01
