Name Equatorial Polar BlueFlux GreenFlux RedFlux Parallax RadialVelocity Distance Periodicity Location
P07552 275.642 119.302 1.83e-14 8.84e-15 3.8e-15 0.003 -0.32 undef 0.0 LeftD05
P08498 276.096 117.681 4.54e-17 6.01e-17 5.34e-17 0.004 -1.81 undef 0.0 LeftD05
P00891 276.092 118.771 3.76e-17 4.62e-17 4.77e-17 0.004 -1.84 undef 0.0 LeftD05
P05523 276.541 118.308 7.18e-17 6.72e-17 5.21e-17 0.001 0.45 undef 49.59083469721767 LeftD05
P07680 276.561 118.498 3e-16 2.05e-16 1.21e-16 0.001 0.02 undef 0.0 LeftD05
P04548 276.649 118.98 6.59e-14 3.59e-14 1.67e-14 0.003 -2.04 undef 0.0 LeftD05
P02736 276.72 118.142 4.64e-15 2.85e-15 1.37e-15 0.003 0.34 undef 0.0 LeftD05
P07280 276.835 119.233 4.21e-15 1.75e-15 1.02e-15 0.003 -0.58 undef 0.0 LeftD05
P09421 276.931 117.859 1.28e-17 1.6e-17 1.38e-17 0.003 0.55 undef 0.0 LeftD05
P05314 276.93 118.036 2.47e-16 1.78e-16 1.19e-16 0.002 0.48 undef 0.0 LeftD05
P02867 277.133 117.706 4.51e-17 4.51e-17 3.59e-17 0.003 0.55 undef 0.0 LeftD05
P00258 277.09 119.369 8.88e-15 5.9e-15 2.86e-15 0.002 -1.01 undef 0.0 LeftD05
P10457 277.229 117.963 5.98e-15 3.17e-15 1.93e-15 0.001 0.5 undef 0.0 LeftD05
P08602 277.499 118.534 3.78e-13 2.11e-13 1.07e-13 0.002 -0.07 undef 0.0 LeftD05
P01220 277.559 117.637 1.77e-15 1.39e-15 8.52e-16 0.002 -2.35 undef 0.0 LeftD05
P08804 277.695 118.118 3.95e-16 2.73e-16 1.98e-16 0.003 0.18 undef 0.0 LeftD05
P07449 277.584 118.937 2.1e-16 1.6e-16 1.13e-16 0.0 -0.96 undef 0.0 LeftD05
P02360 277.705 117.707 2.7e-14 1.53e-14 8.5e-15 0.005 -2.42 undef 0.0 LeftD05
P07248 277.862 118.366 4.12e-17 3.64e-17 2.82e-17 0.003 -0.06 undef 0.0 LeftD05
P03730 277.727 118.449 9.53e-13 7.54e-13 3.84e-13 0.002 -0.31 undef 0.0 LeftD05
P04188 277.89 119.52 2.44e-13 1.14e-13 5.61e-14 0.006 0.28 167 0.0 LeftD05
P03406 277.848 119.291 2.32e-14 1.33e-14 5.46e-15 0.002 -1.63 undef 0.0 LeftD05
P08614 277.836 118.115 3.94e-16 2.53e-16 1.51e-16 0.0 -0.07 undef 0.0 LeftD05
P05662 277.996 118.938 5.02e-16 4.47e-16 2.68e-16 0.005 -2.32 undef 49.59083469721767 LeftD05
P04152 277.902 118.079 7.44e-16 4.86e-16 2.96e-16 0.001 -0.26 undef 0.0 LeftD05
P06385 277.848 118.479 5.83e-17 6.1e-17 4.59e-17 0.003 -0.31 undef 48.32535885167464 LeftD05
P03896 277.851 118.521 5.6e-15 2.69e-15 1.35e-15 0.003 -0.49 undef 0.0 LeftD05
P04812 277.988 119.069 2.27e-14 1.19e-14 6.31e-15 0.0 -1.68 undef 0.0 LeftD05
P07098 278.043 119.322 1.11e-15 7.11e-16 4.12e-16 0.001 -2.4 undef 0.0 LeftD05
P07305 278.021 118.666 1.41e-16 1.13e-16 7.87e-17 0.002 -0.76 undef 51.26903553299493 LeftD05
P07475 278.121 118.736 8.74e-13 8.47e-13 5.28e-13 0.001 -1.37 undef 0.0 LeftD05
P02797 278.045 118.541 7.06e-15 3.88e-15 2.15e-15 0.002 -0.92 undef 0.0 LeftD05
P06912 278.149 119.01 2.62e-17 1.18e-17 5.59e-18 0.003 -1.97 undef 0.0 LeftD05
P06789 278.163 118.455 5.3e-16 4.05e-16 2.39e-16 0.003 -0.54 undef 0.0 LeftD05
P07091 278.216 118.478 5.22e-16 3.48e-16 2.4e-16 0.002 -0.75 undef 0.0 LeftD05
P04412 278.238 119.236 1.37e-17 7.14e-18 3e-18 0.001 -2.41 undef 0.0 LeftD05
P01044 278.144 118.899 2.11e-15 1.23e-15 5.34e-16 0.002 -2.23 undef 0.0 LeftD05
P09183 278.14 118.785 8.98e-13 5.57e-13 3.31e-13 -0.001 -1.21 undef 0.0 LeftD05
P09146 278.16 119.053 8.61e-15 4.88e-15 2.14e-15 0.003 -2.44 undef 0.0 LeftD05
P02595 278.19 118.003 1.86e-15 1.2e-15 6.72e-16 0.001 -0.76 undef 0.0 LeftD05
P07290 278.354 118.726 8.22e-15 4.94e-15 2.26e-15 0.001 -1.71 undef 0.0 LeftD05
P06593 278.235 118.549 2.66e-13 4.35e-13 4.84e-13 0.002 -1.11 undef 0.0 LeftD05
P07088 278.393 118.661 2.66e-15 1.5e-15 8.05e-16 0.002 -1.84 undef 0.0 LeftD05
P00030 278.233 118.702 3.4e-14 1.87e-14 8.27e-15 0.002 -1.68 undef 0.0 LeftD05
P00455 278.303 118.888 1.68e-16 1.49e-16 1.05e-16 0.001 -2.41 undef 49.9176276771005 LeftD05
P04606 278.469 117.535 4.23e-14 2.42e-14 8.89e-15 0.003 -0.81 undef 0.0 LeftD05
P00644 278.311 118.233 1e-17 1.07e-17 9.62e-18 0.002 -0.53 undef 0.0 LeftD05
P05289 278.374 118.227 1.46e-14 6.46e-15 3.42e-15 0.002 -1.07 undef 0.0 LeftD05
P00179 278.461 118.591 1.64e-16 1.47e-16 9.84e-17 0.002 -1.84 undef 51.73591348890153 LeftD05
P02603 278.554 118.796 7.82e-16 5.22e-16 2.97e-16 0.001 -2.23 undef 0.0 LeftD05
P06554 278.562 118.297 1.46e-14 7.41e-15 3.66e-15 0.001 -1.53 undef 0.0 LeftD05
P03874 278.569 119.496 4.52e-14 2.13e-14 9.91e-15 0.001 -3.08 undef 0.0 LeftD05
P01766 278.625 118.458 6.58e-15 4.24e-15 2.1e-15 0.0 -1.65 undef 0.0 LeftD05
P01578 278.626 118.968 5.94e-17 5.04e-17 4.04e-17 0.002 -2.82 undef 0.0 LeftD05
P06610 278.634 117.739 1.02e-12 6.82e-13 4.77e-13 0.002 -1.04 undef 0.0 LeftD05
P02229 278.64 118.627 1.01e-17 5.17e-18 2.57e-18 0.0 -2.57 undef 0.0 LeftD05
P01035 278.666 118.687 6.97e-15 4.59e-15 2.11e-15 0.003 -2.52 undef 0.0 LeftD05
P04641 278.819 118.765 6.81e-17 5.86e-17 4.88e-17 0.005 -2.46 undef 48.63563402889245 LeftD05
P09308 278.798 119.196 2.23e-15 1.19e-15 6.7e-16 0.001 -3.13 undef 0.0 LeftD05
P02120 278.766 118.311 3.32e-14 1.25e-14 6.67e-15 -0.001 -1.77 undef 0.0 LeftD05
P01440 278.984 119.967 8.33e-17 6.91e-17 4.57e-17 0.003 -3.31 undef 49.05558553696708 LeftD05
P04081 279.134 118.649 8.75e-16 6.12e-16 3.4e-16 0.0 -2.68 undef 0.0 LeftD05
P02854 279.273 119.44 4.58e-12 2.5e-12 1.03e-12 0.005 0.34 undef 0.0 LeftD05
P04378 279.297 118.098 2.27e-17 2.36e-17 1.96e-17 0.003 -2.28 undef 0.0 LeftD05
P07593 279.328 119.046 1.36e-15 8.69e-16 4.65e-16 0.004 -3.31 undef 0.0 LeftD05
