Name Equatorial Polar BlueFlux GreenFlux RedFlux Parallax RadialVelocity Distance Periodicity Location
P00546 341.3 62.438 4.26e-13 2.56e-13 1.2e-13 0.0 3.68 undef 0.0 FrontB02
P03308 342.1 62.153 9.94e-15 5.15e-15 2.41e-15 0.003 3.15 undef 0.0 FrontB02
P07738 342.459 62.67 1.55e-14 7.78e-15 3.66e-15 0.003 3.67 undef 0.0 FrontB02
P03199 342.83 62.826 1.91e-17 1.88e-17 1.62e-17 0.003 3.67 undef 0.0 FrontB02
P10115 343.774 63.284 1.57e-17 1.78e-17 1.44e-17 0.002 3.33 undef 0.0 FrontB02
P03194 343.739 63.009 1.28e-14 6.94e-15 3.2e-15 0.001 3.29 undef 0.0 FrontB02
P04682 343.757 62.688 3.25e-13 1.65e-13 7.77e-14 0.001 3.28 undef 0.0 FrontB02
P02385 343.775 63.193 2.65e-16 2.03e-16 1.22e-16 0.0 3.33 undef 0.0 FrontB02
P07123 343.817 63.154 3.99e-15 2.11e-15 1.1e-15 0.001 3.4 undef 0.0 FrontB02
P04501 343.994 64.393 3.22e-16 2.38e-16 1.57e-16 0.003 1.93 undef 0.0 FrontB02
P07776 344.128 62.639 2.35e-17 2.18e-17 1.83e-17 0.001 3.26 undef 0.0 FrontB02
P09563 344.226 62.105 7.63e-17 6.54e-17 4.44e-17 0.002 2.29 undef 49.80821917808219 FrontB02
P07446 344.297 63.4 2.98e-16 2.18e-16 1.32e-16 -0.002 3.21 undef 0.0 FrontB02
P05959 344.504 63.215 1.08e-16 1.05e-16 6.32e-17 0.002 3.3 undef 50.24875621890547 FrontB02
P06167 344.373 63.687 5.48e-16 3.94e-16 2.41e-16 -0.0 2.34 undef 0.0 FrontB02
P04707 344.571 63.031 2.42e-14 1.14e-14 6.18e-15 0.0 3.19 undef 0.0 FrontB02
P08159 344.475 63.093 2.59e-13 1.54e-13 6.69e-14 0.004 3.25 undef 0.0 FrontB02
P04193 344.776 62.969 1.75e-16 1.31e-16 8.05e-17 0.003 2.33 undef 0.0 FrontB02
P00312 344.767 63.762 2.18e-17 2.16e-17 1.62e-17 -0.0 2.33 undef 0.0 FrontB02
P09816 344.941 63.243 8.24e-16 5.13e-16 2.98e-16 0.002 3.01 undef 0.0 FrontB02
P09816 345.004 63.312 8.25e-16 5.01e-16 3.01e-16 0.001 3.0 undef 0.0 FrontC02
P08418 345.1 63.828 5.46e-16 4.14e-16 2.27e-16 0.002 1.88 undef 0.0 FrontC02
P06192 345.253 62.638 3.58e-17 3.36e-17 2.42e-17 0.0 1.75 undef 48.428343100692594 FrontC02
P10034 345.18 63.113 5.81e-16 3.71e-16 2.04e-16 0.002 2.93 undef 0.0 FrontC02
P07769 345.126 63.03 1.4e-14 7.67e-15 3.3e-15 0.001 2.77 undef 0.0 FrontC02
P08525 345.244 63.249 1.25e-17 1.32e-17 1.12e-17 0.002 2.82 undef 0.0 FrontC02
P05898 345.456 65.491 4.15e-17 3.88e-17 3.01e-17 -0.001 0.7 undef 0.0 FrontC02
P08852 345.309 63.199 2.03e-14 1.01e-14 4.54e-15 0.002 2.7 undef 0.0 FrontC02
P01336 345.392 62.789 1.02e-14 4.19e-14 1.13e-13 0.002 2.67 undef 0.0 FrontC02
P07675 345.689 63.502 4.4e-15 2.26e-15 1.27e-15 0.002 2.06 undef 0.0 FrontC02
P06267 345.629 63.658 6.53e-17 5.92e-17 3.97e-17 0.002 1.6 undef 49.48285247686445 FrontC02
P01876 345.792 63.856 3.76e-16 2.91e-16 1.69e-16 0.003 1.12 undef 0.0 FrontC02
P02963 345.86 63.226 2.09e-15 1.15e-15 6.62e-16 -0.001 2.03 undef 0.0 FrontC02
P07138 345.809 61.434 1.07e-14 5.67e-15 2.68e-15 0.003 -0.83 undef 0.0 FrontC02
