Name Equatorial Polar BlueFlux GreenFlux RedFlux Parallax RadialVelocity Distance Periodicity Location
P05627 285.572 99.929 2.55e-14 1.45e-14 7.07e-15 0.002 -3.89 undef 0.0 LeftE04
P06223 285.993 98.916 5.94e-15 3.62e-15 1.99e-15 0.003 -1.04 undef 0.0 LeftE04
P01969 286.245 100.769 9.49e-14 5.06e-14 2.69e-14 0.004 -0.66 undef 0.0 LeftE04
P05350 286.685 101.665 2.3e-16 1.94e-16 1.41e-16 0.003 -3.99 undef 0.0 LeftE04
P01929 286.612 102.627 1.3e-13 6.79e-14 3.02e-14 0.005 -0.23 undef 0.0 LeftE04
P04794 286.911 98.601 4.72e-12 2.76e-12 1.8e-12 0.005 -0.97 undef 0.0 LeftE04
P03932 287.359 101.536 9.95e-14 3.77e-14 2.06e-14 0.005 -0.44 undef 0.0 LeftE04
P09287 287.497 101.791 2.06e-10 1.68e-10 1.42e-10 0.029 0.7 34 0.0 LeftE04
P03152 287.874 96.941 5.06e-14 2.63e-14 1.6e-14 0.002 -3.26 undef 0.0 LeftE04
P05529 287.984 100.948 2.9e-15 1.97e-15 1.14e-15 0.003 -3.91 undef 0.0 LeftE04
P08001 288.12 100.513 4.89e-16 4.63e-16 3.19e-16 0.003 -0.7 undef 49.26829268292683 LeftE04
P03742 288.177 101.115 1.04e-14 6.83e-15 4.2e-15 0.005 -0.53 undef 0.0 LeftE04
P08240 288.434 98.428 1.57e-16 1.36e-16 1.16e-16 0.005 -3.6 undef 0.0 LeftE04
P04779 288.442 100.152 2.81e-12 1.34e-12 6.6e-13 0.005 -0.64 undef 0.0 LeftE04
P02836 288.962 97.998 1.11e-16 1.24e-16 1.21e-16 0.003 -1.18 undef 0.0 LeftE04
P00066 288.955 101.192 1.82e-15 1.44e-15 8.79e-16 0.003 -0.43 undef 0.0 LeftE04
P07389 289.203 101.251 2.87e-17 1.18e-17 6.14e-18 0.005 -0.5 undef 0.0 LeftE04
P01304 289.202 96.878 1.5e-15 1.18e-15 7.61e-16 0.004 -1.54 undef 0.0 LeftE04
P01350 289.175 101.319 2.64e-12 1.06e-12 5.88e-13 0.004 -0.42 undef 0.0 LeftE04
P05505 289.325 98.83 1.66e-17 2.59e-17 2.69e-17 0.005 -0.92 undef 0.0 LeftE04
P06045 289.354 97.538 1.52e-17 2.2e-17 2.17e-17 0.006 -1.4 167 0.0 LeftE04
P00914 289.372 95.557 1.4e-16 1.26e-16 8.73e-17 0.003 -3.56 undef 0.0 LeftE04
P01769 289.461 103.509 2.1e-13 9.58e-14 4.74e-14 0.003 -0.23 undef 0.0 LeftE04
P09025 289.584 101.25 5.9e-14 2.61e-14 1.24e-14 0.005 -0.46 undef 0.0 LeftE04
P10419 289.601 96.724 1.39e-16 1.14e-16 8.22e-17 0.001 -0.56 undef 49.05558553696708 LeftE04
P08461 289.754 95.422 4.06e-16 3.41e-16 2.56e-16 0.003 -2.02 undef 49.699289229086936 LeftE04
P08032 289.574 103.254 5.25e-14 2.61e-14 1.14e-14 0.004 -0.74 undef 0.0 LeftE04
P03048 289.846 100.361 8.28e-15 4.87e-15 2.88e-15 0.004 -0.61 undef 0.0 LeftE04
P05997 289.83 96.582 5.92e-14 3.05e-14 1.52e-14 0.004 -1.75 undef 0.0 LeftE04
P03970 290.061 97.47 9.42e-14 4.71e-14 2.36e-14 0.004 -1.44 undef 0.0 LeftE04
P09434 290.126 102.817 1.31e-12 8.03e-13 3.98e-13 0.002 -0.78 undef 0.0 LeftE04
P07595 290.193 99.021 8.92e-14 4.55e-14 2.16e-14 0.005 -0.83 undef 0.0 LeftE04
P07012 290.276 96.908 1.88e-16 1.74e-16 1.06e-16 0.002 -0.6 undef 49.699289229086936 LeftE04
P00107 290.413 104.249 1.58e-16 1.77e-16 1.52e-16 0.003 -0.3 undef 0.0 LeftE04
P04574 290.824 101.767 6.12e-16 5.35e-16 3.5e-16 0.003 -0.47 undef 49.48285247686445 LeftE04
P08929 290.71 104.068 7.98e-12 4.83e-12 1.95e-12 0.044 0.6 23 0.0 LeftE04
P07724 290.669 101.921 2.12e-15 1.54e-15 8.82e-16 0.003 -0.52 undef 0.0 LeftE04
P05853 290.91 98.073 1.4e-17 2.4e-17 2.66e-17 0.005 -1.42 undef 0.0 LeftE04
P04940 290.665 98.064 1.71e-16 1.77e-16 1.36e-16 0.005 -1.31 undef 0.0 LeftE04
P00895 290.885 102.85 1.98e-14 1.14e-14 6.42e-15 0.003 -0.41 undef 0.0 LeftE04
P04850 290.935 99.229 9.29e-15 6.08e-15 3.11e-15 0.006 -0.82 167 0.0 LeftE04
P01064 290.929 97.879 1.12e-15 8.62e-16 5.89e-16 0.006 -1.3 167 50.92436974789916 LeftE04
P04921 291.018 100.842 2.74e-12 1.53e-12 6.31e-13 0.004 -0.55 undef 0.0 LeftE04
P03568 291.009 95.39 4.59e-15 3.11e-15 1.69e-15 0.005 -2.38 undef 0.0 LeftE04
P10271 291.202 98.641 1.59e-16 1.63e-16 1.25e-16 0.004 -1.1 undef 0.0 LeftE04
P02832 291.383 97.427 6.65e-15 4.5e-15 2.47e-15 0.005 -1.77 undef 0.0 LeftE04
P10328 291.381 104.338 8.96e-15 5.71e-15 3.15e-15 0.002 -0.3 undef 0.0 LeftE04
P09232 291.376 97.849 1.37e-15 1.28e-15 8.51e-16 0.005 -1.84 undef 0.0 LeftE04
P00669 291.442 96.284 1.23e-12 6.3e-13 2.97e-13 0.002 -0.85 undef 0.0 LeftE04
P01279 291.486 100.959 1.33e-17 6.26e-18 3.06e-18 0.001 -0.68 undef 0.0 LeftE04
P09008 291.595 98.105 8.62e-14 5.08e-14 2.29e-14 0.004 -1.34 undef 0.0 LeftE04
P03291 291.487 98.233 2.65e-15 1.84e-15 1.13e-15 0.005 -1.5 undef 0.0 LeftE04
P08432 291.509 98.137 1.68e-15 1.36e-15 8.36e-16 0.003 -1.62 undef 0.0 LeftE04
P07417 291.673 98.023 2.21e-14 1.51e-14 7.66e-15 0.002 -1.64 undef 0.0 LeftE04
P06733 291.736 100.1 3.4e-15 2.19e-15 1.19e-15 0.002 -0.66 undef 0.0 LeftE04
P03956 291.757 98.298 2.94e-16 2.67e-16 2.2e-16 0.003 -1.51 undef 0.0 LeftE04
P04591 291.629 102.384 1.42e-16 1.57e-16 1.23e-16 0.003 -0.55 undef 0.0 LeftE04
P04510 291.759 98.567 3.66e-17 5.18e-17 4.66e-17 0.003 -1.2 undef 0.0 LeftE04
P07494 291.765 97.442 4e-14 2.25e-14 1.21e-14 0.003 -2.12 undef 0.0 LeftE04
P06521 291.721 99.448 1.2e-17 1.83e-17 1.91e-17 0.005 -1.04 undef 0.0 LeftE04
P02000 291.785 100.829 5.97e-14 2.94e-14 1.22e-14 0.001 -0.77 undef 0.0 LeftE04
P10404 291.822 98.275 1.97e-15 1.45e-15 9.49e-16 0.002 -1.7 undef 0.0 LeftE04
P06768 291.962 98.941 2.31e-15 1.58e-15 8.48e-16 0.005 -1.14 undef 0.0 LeftE04
P07591 291.985 98.465 2.75e-16 2.86e-16 2.22e-16 0.004 -1.44 undef 0.0 LeftE04
P06722 292.184 100.318 8.68e-17 8.8e-17 5.72e-17 0.001 -0.71 undef 48.73994638069705 LeftE04
