Name Equatorial Polar BlueFlux GreenFlux RedFlux Parallax RadialVelocity Distance Periodicity Location
P02173 227.615 48.218 5.09e-17 2.38e-17 9.92e-18 0.002 -0.2 undef 0.0 LeftA01
P00884 228.695 45.779 2.25e-17 1.55e-17 9.02e-18 -0.0 -2.94 undef 0.0 LeftA01
P01014 229.375 46.25 8.95e-15 5.21e-15 2.51e-15 0.002 -0.16 undef 0.0 LeftA01
P06331 229.506 50.425 2.78e-16 2.27e-16 1.53e-16 0.002 -0.6 undef 51.03874227961819 LeftA01
P07292 229.578 47.07 2.37e-15 1.55e-15 8.54e-16 0.001 -0.15 undef 0.0 LeftA01
P03046 229.709 47.937 9.15e-14 4.42e-14 1.93e-14 0.001 -0.28 undef 0.0 LeftA01
P05781 230.512 51.85 4.55e-16 3.52e-16 2.38e-16 0.003 -1.01 undef 0.0 LeftA01
P01953 230.818 48.625 3e-16 2.51e-16 1.62e-16 0.003 -0.3 undef 50.24875621890547 LeftA01
P03451 231.18 45.319 1.51e-16 1.38e-16 1.05e-16 0.003 -0.75 undef 49.05558553696708 LeftA01
P04075 231.308 50.236 9.64e-17 9.08e-17 6.8e-17 0.003 -0.76 undef 0.0 LeftA01
P04319 231.604 48.429 3.7e-14 1.88e-14 8.72e-15 0.003 -0.47 undef 0.0 LeftA01
P04719 231.771 47.369 5.22e-17 5.38e-17 4.46e-17 0.001 -0.47 undef 0.0 LeftA01
P07620 231.81 46.934 1.93e-15 1.29e-15 7.59e-16 0.002 -0.64 undef 0.0 LeftA01
P08467 231.885 46.697 8.5e-13 4.3e-13 1.98e-13 0.003 -0.71 undef 0.0 LeftA01
P06575 232.315 47.219 2.15e-12 1.6e-12 9.7e-13 0.004 -0.8 undef 0.0 LeftA01
P09086 232.323 48.66 8.43e-14 4.11e-14 1.83e-14 0.003 -0.57 undef 0.0 LeftA01
P01664 232.604 49.635 2.63e-16 2.14e-16 1.52e-16 0.003 -0.6 undef 50.471960022209885 LeftA01
P04829 232.899 48.695 9.15e-15 5.11e-15 2.65e-15 0.001 -0.61 undef 0.0 LeftA01
P01848 233.132 48.932 3.29e-15 2.15e-15 1.15e-15 0.003 -0.7 undef 0.0 LeftA01
P03924 233.122 45.935 1.13e-12 6.1e-13 2.85e-13 0.003 -1.25 undef 0.0 LeftA01
P04746 233.224 48.938 6.79e-16 5.19e-16 3.28e-16 0.003 -0.71 undef 0.0 LeftA01
P06070 233.548 50.81 1.36e-14 7.48e-15 3.57e-15 0.001 -1.01 undef 0.0 LeftA01
P02852 233.634 49.716 2.25e-17 2.65e-17 2.41e-17 0.002 -0.91 undef 0.0 LeftA01
P06404 233.79 52.479 2.04e-15 1.34e-15 7.42e-16 0.003 -1.84 undef 0.0 LeftA01
P00719 233.829 50.69 6.84e-14 2.32e-13 5.03e-13 0.001 -1.31 undef 0.0 LeftA01
P10059 234.004 49.979 4.8e-17 5.1e-17 4.14e-17 0.003 -1.07 undef 0.0 LeftA01
P08021 234.191 48.612 5.61e-17 5.77e-17 4.85e-17 0.004 -1.19 undef 0.0 LeftA01
P04012 234.534 47.876 3.92e-15 2.44e-15 1.32e-15 0.002 -1.57 undef 0.0 LeftA01
P03290 234.451 49.09 2.36e-15 1.58e-15 8.45e-16 0.001 -1.21 undef 0.0 LeftA01
P09426 234.552 48.335 1.04e-14 5.86e-15 3.01e-15 0.004 -1.39 undef 0.0 LeftA01
P08902 234.437 48.981 9.48e-16 6.77e-16 4.15e-16 0.002 -1.24 undef 0.0 LeftA01
P07791 234.603 49.793 5.08e-14 2.56e-14 1.2e-14 0.002 -1.24 undef 0.0 LeftA01
P08483 234.677 48.703 2.21e-16 1.91e-16 1.33e-16 0.002 -1.5 undef 49.699289229086936 LeftA01
P06230 234.704 46.858 1.9e-17 1e-17 4.86e-18 0.002 -1.79 undef 0.0 LeftA01
P06574 234.721 46.733 7.17e-14 3.58e-14 1.64e-14 0.002 -1.81 undef 0.0 LeftA01
P04395 234.749 48.173 1.62e-15 1.12e-15 6.47e-16 0.002 -1.78 undef 0.0 LeftA01
P08954 234.636 46.151 6.3e-17 3.01e-17 1.32e-17 0.003 -1.88 undef 0.0 LeftA01
P00781 234.813 47.995 3.91e-14 1.94e-14 9.44e-15 0.003 -1.8 undef 0.0 LeftA01
P06815 234.764 49.704 4.41e-17 2.13e-17 9.41e-18 0.002 -1.26 undef 0.0 LeftA01
P08760 235.0 48.155 2.6e-17 3.03e-17 2.76e-17 0.001 -1.7 undef 0.0 LeftA01
P08882 234.826 47.214 1.36e-12 1.54e-12 1.3e-12 0.002 -1.84 undef 18.83937823834197 LeftA01
P06287 234.882 49.892 2.35e-16 2.03e-16 1.38e-16 0.002 -1.42 undef 49.48285247686445 LeftA01
P05230 235.202 51.216 9.26e-17 8.96e-17 6.68e-17 0.002 -2.01 undef 0.0 LeftA01
P01913 235.125 49.415 8.6e-15 4.96e-15 2.48e-15 0.004 -1.7 undef 0.0 LeftA01
P09341 234.991 49.543 9.88e-15 5.44e-15 2.77e-15 0.002 -1.8 undef 0.0 LeftA01
