Name Equatorial Polar BlueFlux GreenFlux RedFlux Parallax RadialVelocity Distance Periodicity Location
P05517 91.95 15.927 1.58e-15 9.7e-16 5.23e-16 0.003 -1.08 undef 0.0 UpE03
P03270 91.924 16.532 2.74e-14 1.39e-14 6.39e-15 0.003 -1.01 undef 0.0 UpE03
P02926 99.932 18.042 9.05e-15 4.74e-15 2.5e-15 0.002 0.02 undef 0.0 UpE03
P05103 97.65 17.952 2.76e-16 1.97e-16 1.42e-16 0.003 -0.07 undef 0.0 UpE03
P05750 95.97 18.088 6.54e-17 6.05e-17 4.1e-17 0.002 -0.17 undef 0.0 UpE03
P00018 96.107 18.303 1.06e-12 6.18e-13 3.31e-13 0.004 -0.01 undef 0.0 UpE03
P04254 90.712 18.18 4.88e-14 2.62e-14 1.09e-14 0.003 -0.77 undef 0.0 UpE03
P08070 90.831 18.485 2.31e-17 2.29e-17 2.15e-17 0.001 -0.76 undef 0.0 UpE03
P08210 91.011 18.53 6.38e-14 3.48e-14 1.36e-14 0.003 -0.6 undef 0.0 UpE03
P04124 93.196 18.652 1.33e-16 1.34e-16 8.31e-17 0.002 -0.06 undef 49.9176276771005 UpE03
P08892 92.854 18.555 1.69e-16 1.34e-16 9.88e-17 0.001 -0.18 undef 49.59083469721767 UpE03
P09949 93.934 18.576 2.78e-15 2.03e-15 8.63e-16 0.001 -0.01 undef 0.0 UpE03
P03420 91.635 18.928 4.47e-14 2.23e-14 8.29e-15 0.001 -0.1 undef 0.0 UpE03
P08465 90.175 19.271 2.82e-16 2.09e-16 1.52e-16 0.001 -0.39 undef 50.02751788662631 UpE03
P03460 91.767 19.03 7.46e-15 4.1e-15 2.1e-15 0.004 0.23 undef 0.0 UpE03
P10021 93.078 19.309 5.69e-16 4.12e-16 2.27e-16 0.003 0.4 undef 0.0 UpE03
P02563 90.8 19.262 5.26e-17 4.24e-17 3.66e-17 -0.0 -0.01 undef 0.0 UpE03
P08872 90.232 19.266 2.6e-14 1.44e-14 6.78e-15 0.003 -0.28 undef 0.0 UpE03
P01160 91.067 19.286 5.75e-17 6.12e-17 5.23e-17 0.001 0.1 undef 0.0 UpE03
P01582 90.048 19.221 7.14e-14 3.33e-14 1.57e-14 0.002 -0.21 undef 0.0 UpE03
P00052 90.9 19.298 9.12e-17 7.55e-17 6.61e-17 0.002 0.15 undef 48.63563402889245 UpE03
P03321 94.763 19.402 2.61e-14 1.43e-14 7.48e-15 0.003 0.65 undef 0.0 UpE03
P07905 90.627 19.372 3.78e-16 3.22e-16 1.73e-16 0.003 0.46 undef 0.0 UpE03
P05339 93.236 19.355 9.59e-13 1.05e-12 8e-13 0.0 0.53 undef 18.486882245271502 UpE03
P04123 90.402 19.392 1.18e-14 6.54e-15 3.31e-15 0.001 0.45 undef 0.0 UpE03
P09882 90.702 19.412 1.29e-17 1.6e-17 1.54e-17 0.0 0.51 undef 0.0 UpE03
P01710 96.664 19.709 3.42e-15 2.27e-15 1.17e-15 -0.0 0.83 undef 0.0 UpE03
P04959 91.191 19.39 3.51e-15 1.85e-15 1.01e-15 0.002 0.74 undef 0.0 UpE03
P05422 100.432 19.705 5.91e-13 3.13e-13 1.42e-13 0.003 0.81 undef 0.0 UpE03
P01094 90.343 19.526 2.7e-15 1.75e-15 8.17e-16 0.002 0.49 undef 0.0 UpE03
P03188 92.003 19.564 2.17e-14 1e-14 4.92e-15 0.001 0.74 undef 0.0 UpE03
P05543 98.32 19.759 9.76e-13 6.7e-13 2.98e-13 0.001 0.82 undef 0.0 UpE03
P00902 91.642 19.579 2.06e-14 1.06e-14 5.15e-15 0.001 0.89 undef 0.0 UpE03
P08927 93.17 19.938 2.71e-13 4.93e-13 7.25e-13 0.002 1.0 undef 0.0 UpE03
P02075 93.266 19.808 8.28e-16 5.7e-16 3.38e-16 0.002 1.0 undef 0.0 UpE03
P01420 91.181 19.948 7.04e-15 3.9e-15 1.98e-15 -0.0 1.05 undef 0.0 UpE03
P02765 91.862 19.968 1.51e-16 1.25e-16 9.59e-17 0.002 1.08 undef 49.16170903190913 UpE03
P00222 91.327 19.902 1.02e-14 5.87e-15 3.07e-15 0.002 1.07 undef 0.0 UpE03
P03776 90.736 19.921 4.61e-13 2.8e-13 1.25e-13 0.002 1.01 undef 0.0 UpE03
P05632 90.084 19.85 9.9e-15 5.76e-15 2.42e-15 0.002 0.93 undef 0.0 UpE03
P10037 95.2 19.978 1.8e-16 1.26e-16 1.01e-16 0.001 1.15 undef 49.80821917808219 UpE03
P06472 90.233 20.183 8.99e-16 6.57e-16 3.7e-16 0.0 1.06 undef 0.0 UpE03
P07209 93.844 20.488 4e-13 2.37e-13 1.07e-13 0.002 1.31 undef 0.0 UpE03
P07159 93.138 20.378 5.7e-15 3.35e-15 1.56e-15 0.001 1.41 undef 0.0 UpE03
P09242 94.824 20.616 1.38e-14 8.12e-15 3.75e-15 0.002 1.4 undef 0.0 UpE03
P08943 90.438 20.687 3.03e-15 1.93e-15 1.01e-15 0.003 1.17 undef 0.0 UpE03
P01153 94.602 21.235 1.04e-12 6.67e-13 3.65e-13 0.002 1.55 undef 0.0 UpE03
P05718 90.509 22.397 1.06e-15 7.42e-16 4.23e-16 0.003 1.59 undef 0.0 UpE03
P03124 84.161 16.335 4.02e-16 2.84e-16 1.84e-16 0.001 -1.33 undef 0.0 UpE04
P04190 81.797 17.754 7.18e-15 4.24e-15 2e-15 0.002 -1.08 undef 0.0 UpE04
P08029 87.582 18.156 5.16e-17 5.21e-17 4.18e-17 0.003 -0.95 undef 0.0 UpE04
P07688 88.018 18.501 1.2e-15 7.62e-16 4.81e-16 0.002 -0.86 undef 0.0 UpE04
P06835 85.325 18.502 2.45e-17 2.45e-17 2.18e-17 0.001 -0.88 undef 0.0 UpE04
P10337 89.203 18.628 3.16e-16 2.5e-16 1.48e-16 0.001 -0.67 undef 50.24875621890547 UpE04
P08139 81.547 18.951 3.02e-17 3.03e-17 2.54e-17 0.002 -0.65 undef 0.0 UpE04
P04174 83.246 19.014 2.06e-16 1.92e-16 1.13e-16 0.003 -0.48 undef 49.80821917808219 UpE04
P07560 86.839 18.967 5e-13 6.68e-13 8.8e-13 0.002 -0.55 undef 19.808237088690348 UpE04
P08332 89.925 19.097 1.09e-17 1.14e-17 9.78e-18 0.002 -0.43 undef 0.0 UpE04
P05061 87.72 19.122 1.34e-12 8.11e-13 4.26e-13 0.003 -0.5 undef 0.0 UpE04
P03709 89.476 19.238 3.26e-15 2.01e-15 1.08e-15 0.002 -0.4 undef 0.0 UpE04
P01970 80.352 19.503 1.4e-14 7.07e-15 3.31e-15 0.001 -0.42 undef 0.0 UpE04
P08872 89.878 19.305 2.74e-14 1.33e-14 6.53e-15 0.002 -0.29 undef 0.0 UpE04
P00247 89.735 19.234 7.44e-15 5.27e-15 2.32e-15 0.001 -0.25 undef 0.0 UpE04
P04972 89.804 19.293 6.43e-13 9.03e-13 7.92e-13 0.003 -0.25 undef 19.519003650418725 UpE04
P07865 85.737 19.307 5.18e-13 2.77e-13 1.51e-13 0.001 -0.48 undef 0.0 UpE04
P01582 89.67 19.294 6.81e-14 3.43e-14 1.65e-14 0.005 -0.21 undef 0.0 UpE04
P08171 88.929 19.368 8.19e-16 5.99e-16 3.07e-16 0.002 -0.21 undef 0.0 UpE04
P07564 81.327 19.733 5.32e-15 3.27e-15 1.56e-15 0.0 -0.28 undef 0.0 UpE04
P01388 88.367 19.612 1.34e-16 1.52e-16 8.12e-17 0.002 0.17 undef 49.48285247686445 UpE04
P08339 89.886 19.676 2.35e-17 2.15e-17 2.13e-17 0.0 0.6 undef 0.0 UpE04
P06196 89.367 19.721 2.59e-17 3.21e-17 2.39e-17 0.002 0.48 undef 0.0 UpE04
P01042 89.154 19.708 6.86e-15 4.54e-15 2.17e-15 0.002 0.45 undef 0.0 UpE04
P07485 88.458 19.874 9.77e-17 1.01e-16 6.46e-17 0.004 0.36 undef 49.16170903190913 UpE04
P03183 89.686 19.902 2.21e-15 1.18e-15 6.88e-16 0.001 0.71 undef 0.0 UpE04
P00153 89.733 19.978 5.77e-15 3.04e-15 1.47e-15 0.003 0.79 undef 0.0 UpE04
P06262 89.495 20.431 1.55e-14 8e-15 3.91e-15 0.001 1.17 undef 0.0 UpE04
P02208 88.628 20.545 2.3e-17 2.4e-17 2.46e-17 0.002 0.89 undef 0.0 UpE04
P03471 83.373 20.776 1.35e-16 1.05e-16 8.26e-17 0.002 0.25 undef 49.26829268292683 UpE04
P01132 88.53 20.977 1.91e-16 1.51e-16 1e-16 0.001 1.17 undef 50.02751788662631 UpE04
P06345 82.077 21.464 3.39e-17 4.37e-17 2.72e-17 0.003 0.44 undef 0.0 UpE04
P03367 89.291 21.261 9.53e-15 4.38e-15 2.29e-15 0.004 1.27 undef 0.0 UpE04
P08417 86.474 21.356 1.55e-16 1.25e-16 8.86e-17 0.003 0.9 undef 49.26829268292683 UpE04
P07626 86.379 21.526 9.56e-13 1.07e-12 8.07e-13 0.004 0.95 undef 18.57755977927652 UpE04
P00673 82.804 21.699 1e-17 1.27e-17 1.37e-17 0.002 0.58 undef 0.0 UpE04
P05114 82.522 23.756 9.31e-13 7.54e-13 5.54e-13 0.188 0.08 5 48.63563402889245 UpE04
