Name Equatorial Polar BlueFlux GreenFlux RedFlux Parallax RadialVelocity Distance Periodicity Location
P07066 274.03 87.431 1.26e-15 8.08e-16 3.68e-16 0.001 0.86 undef 0.0 LeftD03
P09664 274.069 86.899 3.21e-15 1.57e-15 7.39e-16 0.002 0.99 undef 0.0 LeftD03
P02274 274.686 86.996 3.39e-17 3.25e-17 2.03e-17 0.002 0.93 undef 49.375339489407935 LeftD03
P05253 274.775 88.11 1.48e-15 9.88e-16 5.24e-16 0.0 -1.02 undef 0.0 LeftD03
P08336 274.769 87.33 5.34e-17 4.55e-17 3.11e-17 0.004 0.89 undef 49.80821917808219 LeftD03
P03244 274.851 87.593 3.13e-16 2.44e-16 1.17e-16 0.0 0.33 undef 0.0 LeftD03
P08617 274.983 88.4 2.62e-17 2.32e-17 1.74e-17 0.0 0.48 undef 48.73994638069705 LeftD03
P06499 275.26 88.496 4.44e-16 2.75e-16 1.66e-16 0.0 -0.6 undef 0.0 LeftD03
P04482 275.698 87.738 5.68e-15 3.45e-15 1.34e-15 0.001 0.52 undef 0.0 LeftD03
P00919 275.687 88.87 1.32e-15 8.58e-16 4.21e-16 0.001 -0.17 undef 0.0 LeftD03
P10252 275.802 89.407 2.63e-17 3.76e-17 3.65e-17 0.004 -0.46 undef 0.0 LeftD03
P06154 275.742 88.01 1.73e-13 8.88e-14 3.96e-14 0.003 0.17 undef 0.0 LeftD03
P07487 275.907 88.753 6.14e-17 4.95e-17 3.6e-17 0.003 0.15 undef 50.02751788662631 LeftD03
P03593 275.872 88.846 2.26e-13 1.32e-13 6.49e-14 -0.0 0.04 undef 0.0 LeftD03
P01525 275.835 88.36 1.43e-15 9.68e-16 4.38e-16 -0.001 0.37 undef 0.0 LeftD03
P08071 276.009 88.511 4.01e-13 2.45e-13 1.3e-13 -0.0 -0.22 undef 0.0 LeftD03
P07472 275.847 88.579 2.12e-17 1.92e-17 1.41e-17 0.001 -0.19 undef 0.0 LeftD03
P03375 276.056 88.721 4.5e-16 2.42e-16 1.5e-16 0.0 -0.49 undef 0.0 LeftD03
P09109 276.0 89.081 1.74e-13 8.8e-14 4.47e-14 0.0 -0.48 undef 0.0 LeftD03
P09048 276.091 89.181 5.19e-15 2.5e-15 1.26e-15 0.002 -1.32 undef 0.0 LeftD03
P03589 276.069 88.726 8.95e-14 1.57e-13 2.07e-13 0.001 -0.09 undef 0.0 LeftD03
P06799 276.016 88.973 1.9e-15 1.1e-15 6.05e-16 0.002 -0.53 undef 0.0 LeftD03
P03722 276.087 88.773 3.74e-15 1.71e-15 8.63e-16 0.001 -1.02 undef 0.0 LeftD03
P01649 276.129 88.703 9.35e-16 6.29e-16 3.21e-16 0.001 -0.31 undef 0.0 LeftD03
P03088 276.092 89.338 2.48e-15 1.27e-15 6.41e-16 0.001 -1.56 undef 0.0 LeftD03
P04071 276.138 88.564 2.69e-13 1.58e-13 7.54e-14 0.003 -0.32 undef 0.0 LeftD03
P06997 276.318 88.893 8.11e-16 5.3e-16 2.98e-16 0.0 -0.5 undef 0.0 LeftD03
P08594 276.241 89.478 1.36e-16 9.72e-17 6.2e-17 0.001 -2.06 undef 0.0 LeftD03
P02517 276.277 88.911 2.46e-17 2.55e-17 1.73e-17 0.0 -0.4 undef 49.699289229086936 LeftD03
P09923 276.312 88.904 9.94e-15 5.43e-15 2.82e-15 0.004 -0.83 undef 0.0 LeftD03
P05222 276.394 89.192 1.02e-16 8.13e-17 5.15e-17 0.001 -1.82 undef 0.0 LeftD03
P08571 276.332 89.436 5.87e-15 2.99e-15 1.45e-15 0.001 -1.13 undef 0.0 LeftD03
P10343 276.246 89.729 2.24e-15 1.13e-15 5.83e-16 -0.0 -2.93 undef 0.0 LeftD03
P09773 276.424 89.053 2.75e-16 1.93e-16 1.05e-16 0.001 -1.03 undef 0.0 LeftD03
P04579 276.394 88.819 1.58e-14 7.82e-15 3.51e-15 0.002 -0.25 undef 0.0 LeftD03
P08507 276.408 88.719 4.35e-14 1.9e-14 9.46e-15 0.004 -0.99 undef 0.0 LeftD03
P08201 276.338 89.117 5.45e-15 2.57e-15 1.26e-15 0.002 -1.05 undef 0.0 LeftD03
P03250 276.322 89.675 1.24e-15 7.33e-16 3.65e-16 0.001 -2.36 undef 0.0 LeftD03
P04882 276.587 89.374 1.34e-14 6.86e-15 3.03e-15 0.001 -1.77 undef 0.0 LeftD03
P00980 276.52 89.796 2.62e-13 1.63e-13 8.02e-14 0.0 -3.29 undef 0.0 LeftD03
P01791 276.649 89.254 4.51e-17 4.32e-17 2.54e-17 0.003 -1.53 undef 49.59083469721767 LeftD03
P01616 276.521 89.799 3.61e-16 2.49e-16 1.33e-16 0.001 -3.27 undef 0.0 LeftD03
P04041 276.56 89.136 4.11e-15 2.52e-15 1.04e-15 0.002 -1.44 undef 0.0 LeftD03
P04605 276.499 89.865 4.4e-17 3.36e-17 2.28e-17 0.002 -3.75 undef 49.26829268292683 LeftD03
P06271 276.693 88.77 4.21e-16 2.63e-16 1.31e-16 0.002 -1.03 undef 0.0 LeftD03
P08084 276.659 89.055 7.52e-16 4.5e-16 2.48e-16 0.004 -1.46 undef 0.0 LeftD03
P01190 276.748 89.162 3.61e-17 3.32e-17 2.28e-17 0.002 -2.5 undef 49.9176276771005 LeftD03
P02841 276.637 89.124 4.46e-17 3.6e-17 2.68e-17 0.0 -2.21 undef 50.58430717863105 LeftD03
P04057 276.83 89.253 1.17e-17 1.08e-17 9.25e-18 0.001 -2.25 undef 0.0 LeftD03
P05181 276.595 89.096 9.11e-16 5.41e-16 3.03e-16 0.001 -1.79 undef 0.0 LeftD03
P09423 276.746 89.274 2.68e-15 1.37e-15 7.35e-16 0.003 -2.86 undef 0.0 LeftD03
P07710 276.807 89.967 1.56e-13 2.12e-13 2.19e-13 0.001 -2.97 undef 20.19551210842035 LeftD03
P02213 276.724 89.259 6.13e-16 3.39e-16 1.85e-16 0.001 -2.68 undef 0.0 LeftD03
P04518 276.727 89.273 8.39e-17 6.35e-17 4.36e-17 0.002 -2.97 undef 50.13789299503585 LeftD03
P02649 276.685 89.227 1.49e-14 6.9e-15 3.24e-15 0.001 -2.68 undef 0.0 LeftD03
P04646 276.77 89.364 2.93e-15 1.56e-15 7.77e-16 0.002 -2.88 undef 0.0 LeftD03
P08382 276.809 89.016 2.97e-17 2.28e-17 1.91e-17 0.002 -2.16 undef 49.9176276771005 LeftD03
P07501 276.796 89.179 1.05e-16 7.97e-17 5.38e-17 0.001 -1.72 undef 0.0 LeftD03
P00411 276.764 89.536 3.15e-17 3.04e-17 1.8e-17 0.002 -3.19 undef 48.531767218366255 LeftD03
P01105 276.929 88.324 2.05e-12 1.17e-12 4.59e-13 0.005 -1.25 undef 0.0 LeftD03
P08557 276.818 89.829 1.85e-16 1.36e-16 7.62e-17 -0.0 -3.38 undef 0.0 LeftD03
P05582 276.961 88.998 2e-13 1.19e-13 5.63e-14 0.001 -2.27 undef 0.0 LeftD03
P01795 276.846 89.14 2.17e-13 9.31e-14 5.34e-14 0.0 -2.55 undef 0.0 LeftD03
P05899 276.922 89.783 6.35e-17 4.9e-17 3.16e-17 0.0 -3.79 undef 50.81050866405813 LeftD03
P00378 276.87 89.489 2.69e-17 2.39e-17 1.76e-17 0.0 -3.72 undef 49.48285247686445 LeftD03
