Name Equatorial Polar BlueFlux GreenFlux RedFlux Parallax RadialVelocity Distance Periodicity Location
P01955 23.976 95.661 1.53e-17 1.3e-17 1.03e-17 0.003 5.92 undef 0.0 FrontE04
P00108 24.144 95.598 1.08e-14 4.8e-15 2.29e-15 0.001 5.99 undef 0.0 FrontE04
P04173 24.318 95.425 2.85e-13 1.49e-13 7.29e-14 0.003 3.82 undef 0.0 FrontE04
P01858 24.587 95.919 1.49e-15 8.24e-16 4.04e-16 0.0 6.0 undef 0.0 FrontE04
P05788 24.63 95.64 2.97e-15 1.57e-15 7.03e-16 0.002 6.0 undef 0.0 FrontE04
P09907 24.704 95.992 1.3e-13 5.67e-14 2.45e-14 -0.001 4.66 undef 0.0 FrontE04
P10320 24.849 95.926 1.18e-15 6.39e-16 3.26e-16 0.001 5.19 undef 0.0 FrontE04
P07718 24.771 95.707 1.61e-15 9.02e-16 4.88e-16 0.001 4.37 undef 0.0 FrontE04
P06337 24.89 96.05 8.93e-17 6.27e-17 3.79e-17 0.0 5.67 undef 0.0 FrontE04
P09034 24.976 95.845 1.22e-15 6.16e-16 3.49e-16 -0.001 4.86 undef 0.0 FrontE04
P01739 25.127 95.963 1.25e-16 1.13e-16 5.99e-17 0.002 5.13 undef 0.0 FrontE04
P07461 25.169 96.156 9.66e-16 5.32e-16 3.03e-16 0.001 4.02 undef 0.0 FrontE04
P01558 25.129 95.741 1.55e-13 8.64e-14 3.77e-14 0.002 4.92 undef 0.0 FrontE04
P01459 25.15 95.903 1.12e-15 6.88e-16 3.58e-16 0.002 4.17 undef 0.0 FrontE04
P03806 25.196 95.975 1.87e-16 1.18e-16 7.37e-17 0.002 4.37 undef 0.0 FrontE04
P04014 25.389 96.25 1.31e-17 1.47e-17 1.16e-17 0.002 4.03 undef 0.0 FrontE04
P05708 25.343 95.8 2.46e-16 1.66e-16 9.6e-17 -0.0 3.76 undef 0.0 FrontE04
P04823 25.285 96.049 9.34e-16 5.97e-16 2.94e-16 0.001 3.63 undef 0.0 FrontE04
P05255 25.296 96.092 1.03e-13 5.39e-14 2.52e-14 0.002 3.39 undef 0.0 FrontE04
P09981 25.379 96.098 1.19e-15 6.5e-16 3.11e-16 0.003 3.64 undef 0.0 FrontE04
P00909 25.383 95.858 1.05e-15 6.64e-16 3.22e-16 0.003 2.7 undef 0.0 FrontE04
P02038 25.341 95.499 2.41e-17 2.31e-17 1.64e-17 0.001 4.79 undef 48.949919224555735 FrontE04
P07154 25.207 95.724 1.21e-15 7.49e-16 3.2e-16 0.002 3.12 undef 0.0 FrontE04
P00688 25.311 95.972 1.41e-14 5.93e-15 3.03e-15 -0.002 3.48 undef 0.0 FrontE04
P03733 25.378 96.096 4.37e-15 2.28e-15 1.04e-15 0.002 2.97 undef 0.0 FrontE04
