Name Equatorial Polar BlueFlux GreenFlux RedFlux Parallax RadialVelocity Distance Periodicity Location
P10028 291.775 142.978 3.35e-14 2.1e-14 1.12e-14 0.01 -0.74 100 0.0 DownA03
P01659 291.766 143.987 1.39e-15 8.57e-16 4.91e-16 0.002 1.23 undef 0.0 DownA03
P02352 291.14 147.403 3.74e-13 1.85e-13 8.38e-14 0.0 1.51 undef 0.0 DownA03
P06069 295.744 147.358 1.48e-14 7.4e-15 3.45e-15 0.001 0.39 undef 0.0 DownA03
P07380 289.741 148.244 1.05e-15 7.44e-16 3.55e-16 0.002 1.64 undef 0.0 DownA03
P02253 290.165 148.288 3.88e-15 2.19e-15 1.03e-15 -0.0 1.59 undef 0.0 DownA03
P10183 288.218 148.853 5.36e-13 2.65e-13 1.45e-13 0.001 1.91 undef 0.0 DownA03
P00284 292.926 148.463 6.67e-13 5.68e-13 4.02e-13 0.002 0.77 undef 0.0 DownA03
P00284 293.032 148.54 6.58e-13 5.56e-13 4.07e-13 0.0 0.74 undef 0.0 DownB03
P09143 294.174 148.524 1.03e-15 5.96e-16 3.76e-16 0.001 0.38 undef 0.0 DownB03
P06312 288.427 149.282 3.7e-14 1.62e-14 7.09e-15 -0.0 1.72 undef 0.0 DownB03
P01484 289.212 149.348 1.71e-16 1.2e-16 7.91e-17 0.001 1.59 undef 50.58430717863105 DownB03
P05393 284.8 149.744 1.87e-17 2.02e-17 1.67e-17 0.003 1.17 undef 0.0 DownB03
P03370 292.713 149.08 1.71e-14 9.65e-15 4.33e-15 0.002 0.68 undef 0.0 DownB03
P09225 291.327 149.626 4.14e-13 2.1e-13 1.06e-13 0.003 1.32 undef 0.0 DownB03
P05474 283.169 150.545 2.57e-17 2.51e-17 2.1e-17 0.002 0.79 undef 0.0 DownB03
P05213 292.744 149.69 1.19e-16 9.57e-17 6.62e-17 0.0 0.19 undef 50.13789299503585 DownB03
P00350 291.883 149.941 4.52e-17 4.28e-17 3.62e-17 0.001 0.56 undef 48.84470714669533 DownB03
P01275 294.191 149.735 3.11e-15 1.94e-15 9.26e-16 0.001 -0.12 undef 0.0 DownB03
P04052 291.089 150.128 4.12e-17 3.17e-17 2.46e-17 0.003 0.61 undef 0.0 DownB03
P05622 292.862 149.82 7.61e-15 4.52e-15 2.3e-15 0.001 0.11 undef 0.0 DownB03
P01116 290.614 150.152 2.76e-17 3.1e-17 2.67e-17 0.002 1.05 undef 0.0 DownB03
P06309 292.374 150.155 1.61e-16 1.21e-16 7.5e-17 0.002 0.43 undef 50.92436974789916 DownB03
P07036 289.0 150.642 3.08e-17 3.1e-17 2.45e-17 0.001 0.81 undef 0.0 DownB03
P08379 291.686 150.249 5.68e-17 4.81e-17 3.69e-17 0.0 0.16 undef 48.531767218366255 DownB03
P00045 289.649 150.809 1.44e-15 8.36e-16 4.33e-16 0.0 0.88 undef 0.0 DownB03
P04034 293.233 150.213 2.45e-13 1.2e-13 5.69e-14 0.001 -0.28 undef 0.0 DownB03
P04881 290.965 150.635 1.25e-15 8.4e-16 4.73e-16 0.003 0.81 undef 0.0 DownB03
P10017 289.035 150.94 5.15e-13 2.99e-13 1.47e-13 0.001 0.66 undef 0.0 DownB03
P10415 291.863 150.607 1.23e-17 1.3e-17 1.27e-17 0.003 0.41 undef 0.0 DownB03
P03813 294.396 150.12 4.74e-13 2.96e-13 1.35e-13 0.001 -0.48 undef 0.0 DownB03
P09865 289.75 150.747 4.78e-15 2.77e-15 1.43e-15 0.0 0.83 undef 0.0 DownB03
P01555 290.606 150.799 1.38e-16 1.06e-16 7.61e-17 0.003 0.48 undef 50.24875621890547 DownB03
P04154 290.76 150.787 4.17e-17 4.13e-17 3.36e-17 0.003 0.48 undef 0.0 DownB03
P00180 291.819 150.57 7.79e-13 5.51e-13 4.22e-13 0.0 -0.13 undef 0.0 DownB03
P02612 291.334 150.659 4.32e-17 3.39e-17 2.98e-17 0.002 -0.01 undef 0.0 DownB03
P08854 292.14 150.642 6.87e-15 3.65e-15 1.55e-15 0.001 -0.19 undef 0.0 DownB03
P00722 292.378 150.505 6.54e-13 6.26e-13 4.52e-13 0.002 -0.31 undef 0.0 DownB03
P06269 290.042 150.868 4.31e-16 3.41e-16 1.96e-16 0.002 0.41 undef 0.0 DownB03
P07000 291.891 150.551 5.05e-16 3.51e-16 1.99e-16 0.002 -0.25 undef 0.0 DownB03
P01405 291.203 150.745 3.56e-15 1.96e-15 9.91e-16 0.0 0.01 undef 0.0 DownB03
P08819 294.038 150.299 3.45e-15 2.26e-15 1.03e-15 0.002 -0.53 undef 0.0 DownB03
P10244 290.293 150.87 1.16e-14 5.89e-15 2.89e-15 0.0 0.31 undef 0.0 DownB03
P07424 289.585 150.937 6.09e-16 3.9e-16 2.2e-16 0.002 0.44 undef 0.0 DownB03
P05677 290.486 151.041 5.51e-15 3.31e-15 1.48e-15 0.0 0.22 undef 0.0 DownB03
P08162 289.497 150.887 2.59e-15 1.42e-15 8.04e-16 0.002 0.36 undef 0.0 DownB03
