Name Equatorial Polar BlueFlux GreenFlux RedFlux Parallax RadialVelocity Distance Periodicity Location
P08214 254.263 124.127 8.15e-14 4.61e-14 2.74e-14 0.008 1.36 125 0.0 LeftB06
P03736 257.019 126.61 6.73e-15 5.42e-15 2.9e-15 0.006 1.38 167 0.0 LeftC06
P00182 258.013 126.102 1.4e-17 1.09e-17 5.88e-18 -0.0 0.79 undef 50.02751788662631 LeftC06
P05466 259.755 126.884 4.91e-14 5.79e-14 4.73e-14 -0.001 -0.36 undef 18.56238513375536 LeftC06
P06198 259.864 127.3 3.22e-14 4.36e-14 5.01e-14 0.002 0.95 undef 19.72228249077891 LeftC06
P03480 260.004 127.11 1.08e-15 5.45e-16 2.45e-16 -0.001 -0.09 undef 0.0 LeftC06
P02265 259.918 127.049 1.04e-16 4.87e-17 2.98e-17 0.001 -0.03 undef 0.0 LeftC06
P04499 260.106 126.523 4.48e-17 3.32e-17 2.05e-17 0.002 0.91 undef 0.0 LeftC06
P08395 260.137 127.046 6.52e-17 4.2e-17 2.44e-17 0.0 0.14 undef 0.0 LeftC06
P03666 260.069 126.576 3.1e-17 2.11e-17 1.37e-17 0.0 0.91 undef 0.0 LeftC06
P07920 260.165 126.663 1.55e-16 9.35e-17 4.49e-17 0.0 0.89 undef 0.0 LeftC06
P00851 260.244 126.425 1.63e-15 8.91e-16 3.29e-16 0.001 -0.01 undef 0.0 LeftC06
P04643 260.196 126.765 2.01e-15 1.05e-15 4.29e-16 0.002 0.87 undef 0.0 LeftC06
P03419 260.284 126.867 9.68e-17 5.37e-17 3.44e-17 0.001 0.83 undef 0.0 LeftC06
P03689 260.222 127.058 1.79e-16 1.15e-16 6.34e-17 -0.0 -0.35 undef 0.0 LeftC06
P01860 260.39 126.632 4.72e-17 4.03e-17 1.93e-17 0.001 0.88 undef 0.0 LeftC06
P07594 260.452 127.016 9.25e-16 4.43e-16 1.95e-16 -0.002 0.53 undef 0.0 LeftC06
P01307 260.555 126.679 3.69e-17 2.21e-17 1.59e-17 -0.001 -0.34 undef 0.0 LeftC06
P10456 260.654 127.142 9.47e-16 4.56e-16 2.09e-16 0.001 0.13 undef 0.0 LeftC06
P00785 260.715 126.965 2.27e-16 1.28e-16 7.26e-17 0.001 0.12 undef 0.0 LeftC06
P08551 260.717 127.189 1.28e-16 9.11e-17 4.26e-17 -0.0 -0.62 undef 0.0 LeftC06
P10098 260.812 126.808 3.12e-15 1.39e-15 5.97e-16 0.001 -0.78 undef 0.0 LeftC06
P01663 260.792 127.315 3.24e-14 1.77e-14 7.85e-15 0.002 -1.08 undef 0.0 LeftC06
P01752 260.774 127.262 9.35e-16 4.93e-16 2.16e-16 0.0 -1.16 undef 0.0 LeftC06
P01827 260.725 126.933 1.5e-17 1.31e-17 7.63e-18 0.001 -0.28 undef 0.0 LeftC06
P01968 260.843 127.064 5.35e-16 3.67e-16 1.73e-16 0.001 -0.1 undef 0.0 LeftC06
P06330 260.825 127.33 3.1e-17 2.38e-17 1.42e-17 -0.0 -1.69 undef 0.0 LeftC06
P00946 260.947 127.031 2.12e-15 1.08e-15 5.38e-16 0.001 -0.46 undef 0.0 LeftC06
P04347 260.909 127.075 3.18e-17 2.5e-17 1.43e-17 0.001 -1.35 undef 0.0 LeftC06
P01716 260.982 127.293 2.12e-17 1.9e-17 1.03e-17 0.0 -0.49 undef 0.0 LeftC06
P04905 261.013 126.984 1.93e-16 1.22e-16 6.54e-17 0.001 -0.74 undef 0.0 LeftC06
P02013 260.972 127.363 3.81e-15 1.8e-15 8.63e-16 0.001 -2.07 undef 0.0 LeftC06
P00200 261.0 127.087 5.94e-17 4.72e-17 2.29e-17 0.001 -1.4 undef 0.0 LeftC06
P10239 260.884 127.277 2.73e-14 1.57e-14 7.78e-15 0.001 -1.97 undef 0.0 LeftC06
