Name Equatorial Polar BlueFlux GreenFlux RedFlux Parallax RadialVelocity Distance Periodicity Location
P07504 353.223 20.984 1.2e-14 1.35e-14 8.82e-15 -0.001 0.0 undef 18.44187461959829 UpC05
P03484 353.105 20.295 1.54e-17 1.1e-17 5.71e-18 0.001 -2.58 undef 0.0 UpC05
P06619 353.187 20.319 5.58e-16 3.01e-16 1.28e-16 0.001 -2.79 undef 0.0 UpC05
P05522 353.246 20.369 1e-16 4.38e-17 2.38e-17 -0.0 -2.72 undef 0.0 UpC05
P03268 353.12 20.647 1.6e-17 1.06e-17 5.83e-18 -0.001 -0.54 undef 0.0 UpC05
P05968 353.284 20.664 1.13e-17 7.63e-18 4.68e-18 0.001 -1.0 undef 0.0 UpC05
P04578 353.41 20.519 2.12e-17 1.53e-17 8.34e-18 -0.002 -1.27 undef 0.0 UpC05
P08681 353.276 20.442 3.47e-16 1.96e-16 8.09e-17 0.001 -2.84 undef 0.0 UpC05
P08349 353.404 20.699 4.89e-16 2.75e-16 1.27e-16 -0.0 0.2 undef 0.0 UpC05
P09395 353.567 20.688 6.72e-17 4.25e-17 2e-17 -0.001 -1.16 undef 0.0 UpC05
P10024 353.569 20.631 1.47e-16 1.01e-16 4.24e-17 0.0 -1.07 undef 0.0 UpC05
P09866 353.352 20.453 2.26e-17 1.55e-17 8.71e-18 -0.001 -2.23 undef 0.0 UpC05
P09101 353.235 20.556 2.41e-17 1.46e-17 9.08e-18 -0.0 -1.9 undef 0.0 UpC05
P07980 353.664 20.462 8.87e-17 4.97e-17 3.11e-17 0.001 -2.27 undef 0.0 UpC05
P08407 353.247 20.263 2.31e-17 1.62e-17 8.78e-18 -0.001 -2.71 undef 0.0 UpC05
P01031 353.42 20.481 1.68e-14 9.54e-15 6.9e-15 0.001 -1.83 undef 0.0 UpC05
P05268 353.992 21.129 5.61e-16 2.94e-16 1.52e-16 -0.0 1.55 undef 0.0 UpC05
P02306 353.2 20.728 1.1e-17 7.1e-18 4.06e-18 0.0 0.09 undef 0.0 UpC05
P09851 353.694 20.721 3.5e-16 1.92e-16 7.9e-17 0.001 0.07 undef 0.0 UpC05
P01043 353.584 20.761 3.4e-16 1.92e-16 7.77e-17 0.0 -1.16 undef 0.0 UpC05
P08475 353.913 20.799 1.84e-16 9.88e-17 4.61e-17 -0.001 0.58 undef 0.0 UpC05
P02942 353.641 20.704 8.94e-17 4.11e-17 2.15e-17 -0.0 -0.71 undef 0.0 UpC05
P05762 353.671 20.899 3.77e-16 1.97e-16 1.01e-16 -0.0 1.6 undef 0.0 UpC05
P07963 353.522 20.448 1.71e-16 7.67e-17 4.55e-17 0.001 -1.45 undef 0.0 UpC05
P05265 353.513 20.649 1.28e-17 8.67e-18 4.79e-18 0.001 -0.53 undef 0.0 UpC05
P08419 353.778 20.669 2.72e-16 1.56e-16 6.57e-17 -0.001 0.79 undef 0.0 UpC05
P09129 353.577 20.596 9.14e-15 4.97e-15 1.97e-15 0.001 -1.05 undef 0.0 UpC05
P02231 353.623 20.6 7.33e-16 3.07e-16 1.39e-16 -0.001 -0.1 undef 0.0 UpC05
P09691 353.88 21.051 1.64e-14 1.27e-14 7.16e-15 -0.0 1.84 undef 0.0 UpC05
P04930 353.831 20.68 7.97e-16 3.86e-16 1.73e-16 0.003 -0.15 undef 0.0 UpC05
P10193 353.545 20.573 4.82e-17 3.2e-17 1.85e-17 0.001 -1.63 undef 0.0 UpC05
P00876 354.225 20.928 3.73e-17 2.4e-17 1.11e-17 -0.0 1.03 undef 0.0 UpC05
P08820 353.581 20.609 3.92e-16 2.29e-16 1.07e-16 -0.001 -1.16 undef 0.0 UpC05
P05611 353.368 20.64 4.49e-16 2.19e-16 9.58e-17 -0.001 -1.0 undef 0.0 UpC05
P04399 353.671 20.71 1.23e-16 7.45e-17 3.23e-17 0.0 -0.06 undef 0.0 UpC05
P02049 353.329 20.432 5.7e-17 3.2e-17 2.03e-17 -0.002 -1.82 undef 0.0 UpC05
P08047 353.564 20.706 8.07e-16 4.09e-16 1.61e-16 0.0 -0.24 undef 0.0 UpC05
P00591 353.909 21.01 2.3e-16 1.09e-16 6e-17 0.001 1.69 undef 0.0 UpC05
P08815 353.76 20.849 1.43e-14 1.12e-14 7.22e-15 -0.001 1.08 undef 0.0 UpC05
P01384 353.975 20.573 1.48e-17 8.14e-18 5.09e-18 0.001 0.2 undef 0.0 UpC05
P03683 353.906 20.577 6.72e-17 3.96e-17 2.23e-17 0.001 0.14 undef 0.0 UpC05
P09510 353.885 20.555 1.49e-17 1.18e-17 5.51e-18 0.003 -1.97 undef 0.0 UpC05
P10466 353.837 20.886 7.69e-15 5.38e-15 3.05e-15 0.0 1.26 undef 0.0 UpC05
P04674 353.801 19.945 1.76e-17 1.19e-17 6e-18 -0.001 -2.69 undef 0.0 UpC05
P06411 354.13 20.649 1.71e-14 1.48e-14 7.66e-15 -0.001 -0.31 undef 0.0 UpC05
P03648 353.989 20.575 9.54e-17 4.29e-17 2.37e-17 0.001 -1.15 undef 0.0 UpC05
P10218 353.978 20.668 1.5e-16 7.16e-17 4.1e-17 0.002 1.34 undef 0.0 UpC05
P09418 354.164 20.651 4.43e-16 2.27e-16 1.07e-16 -0.0 -1.25 undef 0.0 UpC05
P01873 354.113 20.501 6.7e-17 4.2e-17 2.07e-17 0.0 0.63 undef 0.0 UpC05
P09230 354.067 20.643 1.71e-16 8.28e-17 4.11e-17 -0.0 0.55 undef 0.0 UpC05
P03818 354.021 20.742 1.18e-17 9.26e-18 4.36e-18 -0.001 0.82 undef 0.0 UpC05
P03942 353.674 20.873 2.34e-17 1.56e-17 7.96e-18 0.002 1.46 undef 0.0 UpC05
P08513 353.871 20.497 3.69e-17 2.38e-17 1.26e-17 -0.0 -0.72 undef 0.0 UpC05
P10186 354.484 21.231 5.54e-16 2.7e-16 1.1e-16 0.001 2.46 undef 0.0 UpC05
P08116 354.037 20.73 4.14e-16 1.98e-16 7.95e-17 0.0 1.33 undef 0.0 UpC05
P06797 354.126 20.487 2.32e-16 1.22e-16 5.61e-17 -0.001 -0.66 undef 0.0 UpC05
