Name Equatorial Polar BlueFlux GreenFlux RedFlux Parallax RadialVelocity Distance Periodicity Location
P07267 287.053 135.417 1.21e-16 7.75e-17 4.17e-17 0.0 1.97 undef 0.0 DownA03
P06239 286.843 135.45 2.12e-16 1.54e-15 6.62e-15 0.001 1.91 undef 0.0 DownA03
P01382 287.322 135.564 7.04e-16 3.74e-16 1.83e-16 0.0 1.9 undef 0.0 DownA03
P00359 287.0 136.092 2.61e-15 1.5e-15 6.86e-16 -0.001 2.05 undef 0.0 DownA03
P08305 287.444 136.51 2.63e-15 1.44e-15 5.97e-16 -0.0 1.51 undef 0.0 DownA03
P00234 283.461 130.893 1.36e-16 7.15e-17 4.72e-17 0.001 -2.94 undef 0.0 LeftD06
P02277 283.704 133.958 1.47e-16 9.53e-17 4.7e-17 -0.001 -0.16 undef 0.0 LeftD06
P09877 283.748 133.909 1.77e-15 1.06e-15 4.45e-16 -0.0 -0.65 undef 0.0 LeftD06
P02447 283.804 134.377 8.54e-14 6.48e-14 5.12e-14 -0.001 0.52 undef 0.0 LeftD06
P03342 283.68 134.71 3.94e-17 2.99e-17 1.95e-17 0.001 1.47 undef 0.0 LeftD06
P08064 283.669 133.876 7.95e-14 5.62e-14 3.22e-14 0.001 -1.12 undef 0.0 LeftD06
P01685 283.803 132.765 9.65e-17 6.89e-17 3.43e-17 -0.0 -2.69 undef 0.0 LeftD06
P03004 283.707 133.97 3.67e-17 2.35e-17 1.47e-17 -0.002 0.06 undef 0.0 LeftD06
P02172 283.817 133.749 3.44e-14 1.55e-14 9.15e-15 0.002 -0.99 undef 0.0 LeftD06
P00773 283.846 132.686 5.02e-16 2.97e-16 1.33e-16 0.002 -2.95 undef 0.0 LeftD06
P08861 283.999 133.341 2.17e-16 1.16e-16 5.8e-17 -0.0 -2.06 undef 0.0 LeftD06
P04078 283.967 133.482 1.87e-16 1.27e-16 5.12e-17 0.001 -2.44 undef 0.0 LeftD06
P03335 283.934 133.088 2.36e-17 2.12e-17 1.29e-17 0.001 -2.87 undef 0.0 LeftD06
P01019 283.94 134.722 5.45e-16 2.53e-16 1.33e-16 0.004 1.44 undef 0.0 LeftD06
P09542 284.049 133.737 1.69e-15 9.93e-16 4.58e-16 0.001 -1.09 undef 0.0 LeftD06
P04530 283.961 133.188 2.8e-17 2.08e-17 1.46e-17 0.001 -2.35 undef 0.0 LeftD06
P08155 284.026 134.846 7.81e-16 3.56e-16 1.98e-16 0.001 1.64 undef 0.0 LeftD06
P03298 283.928 133.705 2.95e-14 1.33e-14 6.42e-15 0.001 -1.9 undef 0.0 LeftD06
P09843 284.003 133.2 6.5e-17 4.08e-17 2.97e-17 0.0 -2.83 undef 0.0 LeftD06
P08586 283.907 134.305 1.17e-15 5.63e-15 1.56e-14 0.001 0.92 undef 0.0 LeftD06
P01087 284.177 134.155 1.64e-16 9.62e-17 4.66e-17 0.001 0.36 undef 0.0 LeftD06
P04781 284.0 133.724 8.38e-14 8.04e-14 4.28e-14 0.0 -2.6 undef 0.0 LeftD06
P09660 283.907 133.817 4.92e-17 2.85e-17 2e-17 -0.001 -0.43 undef 0.0 LeftD06
P00033 284.121 134.321 3.89e-14 2.3e-14 1.35e-14 0.0 0.64 undef 0.0 LeftD06
P10057 284.003 134.162 1.66e-14 2.97e-14 3.8e-14 0.002 0.68 undef 0.0 LeftD06
P04310 284.056 133.977 2.08e-17 1.31e-17 9.14e-18 -0.001 -0.04 undef 51.38496325607689 LeftD06
P01644 284.103 134.29 4.27e-14 2.1e-14 1.05e-14 0.001 0.69 undef 0.0 LeftD06
P05964 284.095 133.91 9.52e-16 4.98e-16 2.13e-16 0.001 -0.29 undef 0.0 LeftD06
P06594 284.048 133.873 3.65e-17 2.83e-17 1.76e-17 -0.0 0.16 undef 0.0 LeftD06
P04077 284.087 133.746 1.7e-15 8.94e-16 3.49e-16 0.001 -1.46 undef 0.0 LeftD06
P01660 284.119 134.346 5.24e-16 3.02e-16 1.47e-16 0.001 0.83 undef 0.0 LeftD06
P08042 284.118 133.923 4.04e-16 2.84e-16 1.18e-16 0.001 -0.66 undef 0.0 LeftD06
P01857 284.175 133.844 1.68e-17 1.53e-17 1e-17 0.002 -0.49 undef 50.360110803324105 LeftD06
P05761 284.199 133.896 2.9e-15 1.7e-15 6.94e-16 0.0 -1.24 undef 0.0 LeftD06
P03873 284.089 133.795 3.23e-15 1.45e-15 7.75e-16 -0.0 -0.9 undef 0.0 LeftD06
P00046 284.205 133.828 5.93e-16 3.09e-16 1.73e-16 0.002 -0.36 undef 0.0 LeftD06
P07754 283.967 134.294 1.28e-16 8.89e-17 4.49e-17 0.0 0.71 undef 0.0 LeftD06
P07872 284.286 134.328 1.44e-16 8.06e-17 6.12e-17 0.001 0.94 undef 0.0 LeftD06
P00860 284.232 133.73 1.97e-16 1.31e-16 6.14e-17 0.0 -1.66 undef 0.0 LeftD06
P01919 284.136 134.362 1.71e-15 9.47e-16 4.04e-16 -0.001 0.96 undef 0.0 LeftD06
P02511 284.322 133.692 1.15e-16 8.31e-17 5.22e-17 -0.001 -2.19 undef 0.0 LeftD06
P05589 284.159 133.973 4.76e-16 3.06e-16 1.53e-16 0.001 0.14 undef 0.0 LeftD06
P00517 284.065 133.565 1.09e-15 5.5e-16 2.46e-16 0.002 -2.33 undef 0.0 LeftD06
P00211 284.299 133.783 6.88e-17 4.26e-17 2.48e-17 0.003 -1.76 undef 0.0 LeftD06
P04531 284.165 133.276 7.62e-14 5.27e-14 2.21e-14 0.001 -3.2 undef 0.0 LeftD06
P02104 284.169 133.856 2.64e-16 1.55e-16 8.39e-17 0.001 -1.98 undef 0.0 LeftD06
P06185 284.293 134.748 3.33e-15 1.09e-14 2.63e-14 0.002 1.07 undef 0.0 LeftD06
P06363 284.267 134.533 2.45e-15 1.43e-15 5.77e-16 -0.001 1.05 undef 0.0 LeftD06
P09408 284.242 133.935 1.56e-16 9.86e-17 5.74e-17 0.002 -0.51 undef 0.0 LeftD06
P09113 284.324 133.601 6.65e-14 4.15e-14 1.99e-14 0.002 -2.18 undef 0.0 LeftD06
P08376 284.303 133.954 3.46e-16 1.95e-16 1.02e-16 0.001 -1.53 undef 0.0 LeftD06
P01956 284.379 133.857 1.19e-16 7.1e-17 4.47e-17 0.0 -1.46 undef 0.0 LeftD06
P06384 284.205 133.833 3.2e-15 1.92e-15 9.27e-16 -0.001 -1.88 undef 0.0 LeftD06
P03705 284.227 133.988 3.16e-16 2.04e-16 9.78e-17 0.002 -0.62 undef 0.0 LeftD06
P06879 284.402 132.884 9.49e-14 5.63e-14 3.56e-14 0.001 -3.67 undef 0.0 LeftD06
P01004 284.381 134.349 1.1e-16 7.78e-17 3.81e-17 -0.0 0.19 undef 0.0 LeftD06
P00221 284.294 133.921 1.94e-17 1.53e-17 1.03e-17 0.001 -0.42 undef 0.0 LeftD06
P04622 284.19 134.452 2.51e-16 1.33e-16 6.64e-17 -0.001 0.51 undef 0.0 LeftD06
P08290 284.513 133.817 1.25e-17 1.26e-17 6.86e-18 0.001 -1.52 undef 51.5014164305949 LeftD06
P09224 284.393 134.449 4.42e-17 3.04e-17 1.9e-17 -0.001 1.16 undef 0.0 LeftD06
P02159 284.514 133.403 5.02e-14 2.51e-14 1.44e-14 0.001 -2.12 undef 0.0 LeftD06
P05530 284.423 133.888 9.13e-16 4.56e-16 2.05e-16 -0.001 -1.68 undef 0.0 LeftD06
