Name Equatorial Polar BlueFlux GreenFlux RedFlux Parallax RadialVelocity Distance Periodicity Location
P05174 105.57 0.607 5.69e-16 3.84e-16 1.74e-16 0.001 0.09 undef 0.0 UpD03
P09065 101.933 0.991 6.99e-14 1.01e-13 1.07e-13 0.002 0.99 undef 19.485530546623792 UpD03
P10064 102.156 1.116 2.84e-15 1.51e-15 6.72e-16 -0.0 1.86 undef 0.0 UpD03
P02578 98.301 1.281 9.81e-14 5.02e-14 2.45e-14 0.001 2.3 undef 0.0 UpD03
P04856 94.552 1.462 1.29e-15 7.11e-16 3.53e-16 0.001 2.08 undef 0.0 UpD03
P09834 94.991 1.379 6.71e-16 4.13e-16 1.87e-16 0.001 2.3 undef 0.0 UpD03
P09289 100.852 1.423 4.12e-15 2.2e-15 9.47e-16 0.002 2.61 undef 0.0 UpD03
P04943 96.929 1.451 9.52e-16 5.56e-16 2.78e-16 0.002 2.61 undef 0.0 UpD03
P10339 92.109 1.413 4.28e-15 2.01e-15 9.63e-16 0.001 2.42 undef 0.0 UpD03
P06204 97.679 1.564 4.28e-15 2.38e-15 9.6e-16 0.001 2.59 undef 0.0 UpD03
P04164 121.434 1.817 5.3e-17 4.24e-17 2.48e-17 -0.0 3.03 undef 0.0 UpD03
P07421 90.993 1.616 7.07e-17 5.44e-17 3.6e-17 0.002 2.64 undef 0.0 UpD03
P03196 90.622 1.751 1.84e-16 1.2e-16 6.68e-17 0.001 2.53 undef 0.0 UpD03
P05126 96.925 1.808 1.61e-16 1.06e-16 6.39e-17 -0.0 2.57 undef 0.0 UpD03
P03012 107.553 1.91 1.04e-16 7.71e-17 4.48e-17 0.0 3.12 undef 0.0 UpD03
P00775 102.926 2.365 2.41e-15 1.27e-15 5.45e-16 0.002 2.65 undef 0.0 UpD03
P04958 104.145 2.43 1.05e-16 7.13e-17 4.29e-17 0.001 2.38 undef 0.0 UpD03
P06692 110.207 3.343 7.96e-17 5.55e-17 3.77e-17 0.0 2.62 undef 0.0 UpD03
P10180 40.66 0.738 1.69e-15 8.55e-16 3.94e-16 0.0 -2.54 undef 0.0 UpD04
P07796 35.052 0.933 9.44e-17 6.44e-17 3.61e-17 0.0 -2.76 undef 0.0 UpD04
P06496 36.86 1.149 4.66e-15 2.52e-15 1.19e-15 0.001 -3.94 undef 0.0 UpD04
P02214 33.977 1.054 1.28e-15 5.91e-16 3.27e-16 -0.0 -3.33 undef 0.0 UpD04
P08582 23.37 1.581 1.13e-16 6.93e-17 4.24e-17 0.001 -4.14 undef 0.0 UpD04
P08052 53.858 1.07 3.92e-15 1.53e-15 7.2e-16 0.001 -3.01 undef 0.0 UpD04
P00811 39.246 1.312 5.96e-15 2.71e-15 1.47e-15 -0.0 -3.82 undef 0.0 UpD04
P01592 39.431 1.428 6.47e-16 3.08e-16 2.02e-16 0.0 -4.03 undef 0.0 UpD04
P01742 73.054 0.913 1.4e-15 6.83e-16 3.41e-16 0.001 -0.64 undef 0.0 UpD04
P07834 58.297 1.144 2.12e-15 1.1e-15 4.99e-16 0.001 -1.96 undef 0.0 UpD04
P03245 24.199 2.654 2.35e-17 1.99e-17 1.57e-17 0.001 -4.24 undef 50.13789299503585 UpD04
P03495 47.631 1.217 2.41e-17 1.98e-17 1.41e-17 0.0 -3.17 undef 50.360110803324105 UpD04
P05816 66.527 0.987 6.85e-15 2.36e-14 4.55e-14 0.002 -1.91 undef 0.0 UpD04
P09000 63.832 1.161 1.62e-16 1.16e-16 6.01e-17 0.001 -2.36 undef 0.0 UpD04
P06458 74.914 1.072 2e-16 1.44e-16 7.42e-17 -0.001 -0.84 undef 0.0 UpD04
P05904 63.082 1.089 1.24e-15 7.54e-16 3.55e-16 0.001 -2.56 undef 0.0 UpD04
P03388 65.275 1.267 1.21e-13 7.13e-14 3.38e-14 0.001 -2.48 undef 0.0 UpD04
P04431 62.326 1.225 5.93e-16 3.43e-16 1.77e-16 0.002 -2.79 undef 0.0 UpD04
P02163 64.024 1.262 1.36e-17 1.1e-17 9.17e-18 0.001 -2.31 undef 49.26829268292683 UpD04
P00065 77.189 1.055 1.85e-17 1.52e-17 1.01e-17 -0.0 -0.01 undef 48.84470714669533 UpD04
P03003 66.319 1.28 5.95e-15 3.83e-15 1.76e-15 0.001 -1.58 undef 0.0 UpD04
P00729 49.144 1.145 1.74e-15 9.82e-16 4.24e-16 0.001 -3.47 undef 0.0 UpD04
P08701 80.246 1.033 9.32e-16 5.74e-16 2.63e-16 0.001 -0.15 undef 0.0 UpD04
P07139 78.284 1.216 3.76e-15 1.79e-15 8.08e-16 0.0 -0.73 undef 0.0 UpD04
P03962 75.832 1.16 4.13e-16 2.51e-16 1.56e-16 0.001 -1.66 undef 0.0 UpD04
P04993 44.751 1.625 7.12e-17 4.84e-17 3.36e-17 0.001 -3.87 undef 0.0 UpD04
P03179 77.546 1.159 1.27e-13 1.24e-13 1.04e-13 0.001 0.11 undef 18.36734693877551 UpD04
P07223 67.255 1.228 1.13e-17 1.46e-17 9.11e-18 -0.0 -2.12 undef 48.949919224555735 UpD04
P07293 68.568 1.095 2.89e-16 1.79e-16 9.75e-17 0.002 -2.28 undef 0.0 UpD04
P10146 68.308 1.269 6.4e-16 4.04e-16 2.07e-16 0.002 -1.21 undef 0.0 UpD04
P08618 73.568 1.357 1.63e-17 1.66e-17 1.08e-17 0.0 -1.75 undef 49.16170903190913 UpD04
P05161 68.522 1.215 5.16e-15 3.07e-15 1.36e-15 0.001 -1.59 undef 0.0 UpD04
P03543 89.655 1.163 5.56e-16 2.88e-16 1.78e-16 0.001 0.52 undef 0.0 UpD04
P10351 71.749 1.277 8.39e-15 3.79e-15 1.84e-15 0.001 -1.03 undef 0.0 UpD04
P09765 78.161 1.253 4.02e-17 3.18e-17 2.04e-17 -0.0 0.46 undef 0.0 UpD04
P00260 78.874 1.28 8e-14 1.03e-13 1.05e-13 0.0 -0.58 undef 19.5357833655706 UpD04
P01688 64.897 1.28 1.52e-16 9.35e-17 6.05e-17 0.0 -2.07 undef 0.0 UpD04
P08153 60.285 1.448 1.02e-15 6.42e-16 2.7e-16 0.001 -2.89 undef 0.0 UpD04
P04583 65.206 1.245 1.48e-13 8.65e-14 5.22e-14 -0.001 -2.76 undef 0.0 UpD04
P05518 86.687 1.315 5.88e-14 3.3e-14 1.3e-14 0.001 1.24 undef 0.0 UpD04
P05909 78.462 1.23 1.55e-17 1.47e-17 8.68e-18 0.001 0.76 undef 48.949919224555735 UpD04
P02745 57.644 1.334 1.44e-13 8.2e-14 5.16e-14 0.002 -3.13 undef 0.0 UpD04
P07671 74.374 1.084 1.3e-15 7.86e-16 3.19e-16 0.0 -0.3 undef 0.0 UpD04
P00487 71.927 1.351 8.06e-15 4.28e-15 1.64e-15 0.002 -1.7 undef 0.0 UpD04
