Name Equatorial Polar BlueFlux GreenFlux RedFlux Parallax RadialVelocity Distance Periodicity Location
P00161 193.807 134.04 3.5e-12 2.38e-12 1.64e-12 0.003 1.33 undef 0.0 BackD06
P10174 194.123 132.273 5.03e-15 3.27e-15 1.93e-15 0.003 1.16 undef 0.0 BackD06
P02095 194.81 132.714 1.47e-16 1.53e-16 1.3e-16 0.004 1.03 undef 0.0 BackD06
P09756 195.463 131.699 3.18e-16 2.56e-16 2.04e-16 0.002 0.7 undef 49.59083469721767 BackE06
P08633 196.302 133.872 1.02e-15 6.42e-16 4.98e-16 0.004 0.87 undef 49.9176276771005 BackE06
P05108 199.847 131.536 5.59e-14 3.07e-14 1.62e-14 0.004 -0.08 undef 0.0 BackE06
P08707 202.109 133.669 1.2e-17 1.95e-17 2.25e-17 0.003 -0.48 undef 0.0 BackE06
P01813 209.393 131.728 5.63e-17 6.76e-17 8.31e-17 0.004 -3.64 undef 0.0 BackE06
P07400 222.796 145.934 1.57e-13 7.77e-14 3.48e-14 0.003 -3.66 undef 0.0 DownB05
P06718 210.002 148.298 1.57e-15 1.35e-15 8.31e-16 0.002 -2.41 undef 0.0 DownB05
P08482 219.623 140.66 2.9e-16 3.32e-16 2e-16 0.005 -2.94 undef 49.16170903190913 DownB06
P09952 220.662 142.805 9.33e-17 1.01e-16 9.75e-17 0.004 -3.33 undef 0.0 DownB06
P05153 220.476 142.968 3.67e-12 1.9e-12 1.08e-12 0.004 -3.51 undef 0.0 DownB06
P08616 216.247 141.034 1.15e-13 4.79e-14 2.18e-14 0.003 -2.96 undef 0.0 DownB06
P03530 211.465 138.783 3.72e-16 3.63e-16 2.19e-16 0.004 -2.37 undef 49.16170903190913 DownB06
P08350 211.115 138.674 1.53e-17 2.01e-17 2.5e-17 0.005 -1.97 undef 0.0 DownB06
P03427 208.567 135.623 8.53e-14 4.13e-14 1.88e-14 0.002 -0.96 undef 0.0 DownB06
P01983 211.754 140.143 1.22e-15 8.41e-16 4.52e-16 0.004 -2.53 undef 0.0 DownB06
P04544 208.597 138.027 2.53e-16 2.16e-16 1.56e-16 0.005 -1.37 undef 48.73994638069705 DownB06
P08353 210.073 140.085 7.37e-13 1.49e-12 2.03e-12 0.003 -2.63 undef 0.0 DownB06
P01810 214.353 144.135 1.13e-13 5.24e-14 2.84e-14 -0.001 -1.8 undef 0.0 DownB06
P07039 210.214 140.637 4.73e-16 3.63e-16 2.46e-16 0.004 -2.65 undef 49.80821917808219 DownB06
P10072 211.469 141.794 9.14e-16 6.81e-16 4.28e-16 0.003 -3.16 undef 51.61839863713799 DownB06
P02342 213.903 144.078 7.83e-14 3.96e-14 2.06e-14 0.001 -1.9 undef 0.0 DownB06
P01527 208.683 138.893 1.9e-14 9.82e-15 5.26e-15 0.004 -1.63 undef 0.0 DownB06
